City_x,County,Zipcode,Total Households 2012,Total Households 2012 Margin of Error,Total Households Income 2012,Total Households Income 2012 Margin of Error,Total Households 2013,Total Households 2013 Margin of Error,Total Households Income 2013,Total Households Income 2013 Margin of Error,Total Households 2014,Total Households 2014 Margin of Error,Total Households Income 2014,Total Households Income 2014 Margin of Error,Total Households 2015,Total Households 2015 Margin of Error,Total Households Income 2015,Total Households Income 2015 Margin of Error,Total Households 2016,Total Households 2016 Margin of Error,Total Households Income 2016,Total Households Income 2016 Margin of Error,License,Street,City_y
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00207,380 Quivas Street,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00168,1941 West Evans Avenue,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00445,2291 South Kalamath Street,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00764,219 Vallejo Street,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00484,2645 South Santa Fe Drive Units D & E,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00600,2268 South Delaware Street,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00646,2042 South Bannock Street,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00409,2070 South Huron Street,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00573,"755 South Jason Street, Unit 100",Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00100,183 West Alameda Avenue,Denver
Denver,Denver,80224,7832.0,236.0,43602,2080,7954.0,324.0,45107,3659,8155.0,277.0,46564,3110,8399.0,295.0,47690,4498,8383.0,276.0,50892,5820,402R-00373,7289 East Hampden Avenue,Denver
Denver,Denver,80224,7832.0,236.0,43602,2080,7954.0,324.0,45107,3659,8155.0,277.0,46564,3110,8399.0,295.0,47690,4498,8383.0,276.0,50892,5820,402R-00430,"970 South Oneida Street, Unit 15",Denver
Denver,Denver,80224,7832.0,236.0,43602,2080,7954.0,324.0,45107,3659,8155.0,277.0,46564,3110,8399.0,295.0,47690,4498,8383.0,276.0,50892,5820,402R-00024,6858 East Evans Avenue,Denver
Denver,Denver,80224,7832.0,236.0,43602,2080,7954.0,324.0,45107,3659,8155.0,277.0,46564,3110,8399.0,295.0,47690,4498,8383.0,276.0,50892,5820,402R-00399,6853 Leetsdale Drive,Denver
Denver,Jefferson,80225,,,,,,,,,,,,,,,,,,,,,,,
Denver,Jefferson,80226,12781.0,265.0,53527,2069,12687.0,284.0,53081,2785,12976.0,302.0,52308,2329,13221.0,298.0,53465,2755,13353.0,297.0,55417,3033,,,
Denver,Jefferson,80227,14415.0,395.0,56459,3492,14286.0,357.0,59100,2962,14702.0,272.0,57403,3293,14870.0,358.0,60233,2916,14949.0,323.0,61472,2341,,,
Denver,Jefferson,80228,13309.0,298.0,67721,4280,13297.0,254.0,68323,2755,13349.0,285.0,69982,2669,13502.0,310.0,69278,2894,13751.0,282.0,70369,2513,,,
Denver,Adams,80229,16733.0,402.0,48004,2821,16799.0,488.0,47403,2623,16903.0,403.0,50193,2261,17400.0,361.0,51276,2146,17529.0,355.0,53872,2610,,,
Denver,Denver,80230,3824.0,187.0,70438,10261,3817.0,164.0,71506,10419,3925.0,171.0,76458,9128,3892.0,207.0,77200,14108,3963.0,168.0,77289,13176,,,
Denver,Denver,80231,16066.0,415.0,38592,2916,16362.0,510.0,42017,3970,16441.0,390.0,47602,3559,16539.0,412.0,49760,2973,16668.0,470.0,51099,2110,402R-00130,"3435 South Yosemite Street, Suite 200",Denver
Denver,Denver,80231,16066.0,415.0,38592,2916,16362.0,510.0,42017,3970,16441.0,390.0,47602,3559,16539.0,412.0,49760,2973,16668.0,470.0,51099,2110,402R-00059,9206 East Hampden Avenue,Denver
Denver,Jefferson,80232,8683.0,210.0,59807,2866,8636.0,215.0,61227,2306,8744.0,208.0,60428,2504,8900.0,200.0,60319,2983,8953.0,199.0,62494,3952,402R-00360,1126 South Sheridan Boulevard,Denver
Denver,Jefferson,80232,8683.0,210.0,59807,2866,8636.0,215.0,61227,2306,8744.0,208.0,60428,2504,8900.0,200.0,60319,2983,8953.0,199.0,62494,3952,402R-00419,"1350 South Sheridan Boulevard, Unit 1&2",Denver
Denver,Adams,80233,16496.0,444.0,58922,3398,16698.0,447.0,58820,3072,17131.0,505.0,58892,3175,17266.0,503.0,61409,2954,17120.0,461.0,65979,2321,402R-00146,2100 East 112th Avenue Unit 5,Northglenn
Denver,Adams,80233,16496.0,444.0,58922,3398,16698.0,447.0,58820,3072,17131.0,505.0,58892,3175,17266.0,503.0,61409,2954,17120.0,461.0,65979,2321,402R-00633,"3901 East 112th Avenue, Unit G",Thornton
Denver,Adams,80233,16496.0,444.0,58922,3398,16698.0,447.0,58820,3072,17131.0,505.0,58892,3175,17266.0,503.0,61409,2954,17120.0,461.0,65979,2321,402R-00014,470 Malley Drive,Northglenn
Denver,Adams,80233,16496.0,444.0,58922,3398,16698.0,447.0,58820,3072,17131.0,505.0,58892,3175,17266.0,503.0,61409,2954,17120.0,461.0,65979,2321,402R-00529,11919 Washington Street,Northglenn
Denver,Adams,80234,10244.0,351.0,63162,2698,10217.0,371.0,62468,2715,10475.0,355.0,63660,3299,10347.0,286.0,64110,2887,10428.0,293.0,64636,2681,402R-00417,920 West 104th Avenue,Northglenn
Denver,Adams,80234,10244.0,351.0,63162,2698,10217.0,371.0,62468,2715,10475.0,355.0,63660,3299,10347.0,286.0,64110,2887,10428.0,293.0,64636,2681,402R-00132,"11450 Cherokee Street, Unit A6, & A7",Northglenn
Denver,Adams,80234,10244.0,351.0,63162,2698,10217.0,371.0,62468,2715,10475.0,355.0,63660,3299,10347.0,286.0,64110,2887,10428.0,293.0,64636,2681,402R-00337,"10575 Melody Drive, Suite 101",Northglenn
Denver,Jefferson,80235,3485.0,190.0,51821,6640,3367.0,188.0,54178,14413,3418.0,152.0,52245,4535,3368.0,189.0,53233,5199,3323.0,188.0,55464,7030,,,
Denver,Denver,80236,5795.0,275.0,49680,8558,5909.0,237.0,47018,4890,5908.0,293.0,47143,5309,5989.0,268.0,49337,4013,6302.0,273.0,51458,4611,402R-00135,3702 West Quincy Avenue,Denver
Denver,Denver,80237,9167.0,268.0,55197,5565,9295.0,277.0,61050,4859,9513.0,249.0,61925,6438,9709.0,323.0,63933,4953,9826.0,297.0,66566,5044,402R-00040,3555 South Yosemite Street,Denver
Denver,Denver,80238,3851.0,199.0,120354,13444,4301.0,227.0,126338,8237,4517.0,184.0,129266,7449,5030.0,187.0,129233,6794,5447.0,169.0,130563,6718,,,
Denver,Denver,80239,10904.0,251.0,45316,2776,10827.0,283.0,46380,1751,10998.0,229.0,47844,2011,11128.0,237.0,48946,2795,11312.0,245.0,50421,2773,402R-00418,12005 East 37th Avenue,Denver
Denver,Denver,80239,10904.0,251.0,45316,2776,10827.0,283.0,46380,1751,10998.0,229.0,47844,2011,11128.0,237.0,48946,2795,11312.0,245.0,50421,2773,402R-00163,11975 East 40th Avenue,Denver
Denver,Denver,80239,10904.0,251.0,45316,2776,10827.0,283.0,46380,1751,10998.0,229.0,47844,2011,11128.0,237.0,48946,2795,11312.0,245.0,50421,2773,402R-00034,4750 Nome Street,Denver
Denver,Denver,80239,10904.0,251.0,45316,2776,10827.0,283.0,46380,1751,10998.0,229.0,47844,2011,11128.0,237.0,48946,2795,11312.0,245.0,50421,2773,402R-00062,4620 Peoria Street,Denver
Denver,Denver,80239,10904.0,251.0,45316,2776,10827.0,283.0,46380,1751,10998.0,229.0,47844,2011,11128.0,237.0,48946,2795,11312.0,245.0,50421,2773,402R-00677,5070 Oakland Street,Denver
Denver,Denver,80239,10904.0,251.0,45316,2776,10827.0,283.0,46380,1751,10998.0,229.0,47844,2011,11128.0,237.0,48946,2795,11312.0,245.0,50421,2773,402R-00736,11080 East 47th Avenue,Denver
Denver,Denver,80239,10904.0,251.0,45316,2776,10827.0,283.0,46380,1751,10998.0,229.0,47844,2011,11128.0,237.0,48946,2795,11312.0,245.0,50421,2773,402R-00710,111 South Madison Street Suite 111,Denver
Denver,Denver,80239,10904.0,251.0,45316,2776,10827.0,283.0,46380,1751,10998.0,229.0,47844,2011,11128.0,237.0,48946,2795,11312.0,245.0,50421,2773,402R-00044,10555 E 45th Avenue,Denver
Denver,Denver,80239,10904.0,251.0,45316,2776,10827.0,283.0,46380,1751,10998.0,229.0,47844,2011,11128.0,237.0,48946,2795,11312.0,245.0,50421,2773,402R-00498,"10625 East 51st Avenue, Unit 100",Denver
Denver,Denver,80239,10904.0,251.0,45316,2776,10827.0,283.0,46380,1751,10998.0,229.0,47844,2011,11128.0,237.0,48946,2795,11312.0,245.0,50421,2773,402R-00608,5550 Joliet Street,Denver
Denver,Adams,80241,10900.0,299.0,81503,2675,11079.0,280.0,81423,3229,11262.0,319.0,82388,3920,11336.0,302.0,81929,2872,11659.0,339.0,83302,3510,,,
Denver,Denver,80243,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80244,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80246,6983.0,287.0,41402,3523,7023.0,307.0,39463,3215,7064.0,312.0,41033,2252,7233.0,302.0,42102,3151,7194.0,231.0,45913,4189,402R-00481,4966 Leetsdale Drive,Glendale
Denver,Denver,80246,6983.0,287.0,41402,3523,7023.0,307.0,39463,3215,7064.0,312.0,41033,2252,7233.0,302.0,42102,3151,7194.0,231.0,45913,4189,402R-00370,4380 East Alameda Avenue,Glendale
Denver,Denver,80246,6983.0,287.0,41402,3523,7023.0,307.0,39463,3215,7064.0,312.0,41033,2252,7233.0,302.0,42102,3151,7194.0,231.0,45913,4189,402R-00376,"4182 East Virginia Avenue, Unit C",Glendale
Denver,Denver,80246,6983.0,287.0,41402,3523,7023.0,307.0,39463,3215,7064.0,312.0,41033,2252,7233.0,302.0,42102,3151,7194.0,231.0,45913,4189,402R-00262,492 South Colorado Boulevard,Glendale
Denver,Denver,80246,6983.0,287.0,41402,3523,7023.0,307.0,39463,3215,7064.0,312.0,41033,2252,7233.0,302.0,42102,3151,7194.0,231.0,45913,4189,402R-00654,4151 East Kentucky Avenue,Glendale
Denver,Denver,80246,6983.0,287.0,41402,3523,7023.0,307.0,39463,3215,7064.0,312.0,41033,2252,7233.0,302.0,42102,3151,7194.0,231.0,45913,4189,402R-00460,4601 East Mississippi Avenue,Glendale
Denver,Arapahoe,80247,13489.0,375.0,35347,2483,13316.0,392.0,36462,2582,13452.0,361.0,37338,2401,13598.0,364.0,39645,3076,13668.0,417.0,42407,2891,402R-00106,330 South Dayton Street,Denver
Denver,Denver,80248,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80249,7800.0,238.0,67639,4711,7922.0,215.0,68699,5471,8105.0,222.0,71731,3675,8359.0,229.0,71882,4486,8754.0,226.0,70690,4391,402R-00696,7050 Tower Road,Denver
Denver,Denver,80250,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80251,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80252,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80256,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80257,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80259,,,,,,,,,,,,,,,,,,,,,,,
Denver,Adams,80260,11297.0,409.0,41426,1265,11310.0,438.0,41185,1752,11511.0,392.0,42097,2009,11795.0,384.0,42318,2351,11643.0,389.0,43125,3062,402R-00766,8860 Federal Boulevard Unit #66E,Federal Heights
Denver,Adams,80260,11297.0,409.0,41426,1265,11310.0,438.0,41185,1752,11511.0,392.0,42097,2009,11795.0,384.0,42318,2351,11643.0,389.0,43125,3062,402R-00684,9364 Federal Boulevard,Federal Heights
Denver,Adams,80260,11297.0,409.0,41426,1265,11310.0,438.0,41185,1752,11511.0,392.0,42097,2009,11795.0,384.0,42318,2351,11643.0,389.0,43125,3062,402R-00640,130 West 84th Avenue,Thornton
Denver,Adams,80260,11297.0,409.0,41426,1265,11310.0,438.0,41185,1752,11511.0,392.0,42097,2009,11795.0,384.0,42318,2351,11643.0,389.0,43125,3062,402R-00697,"8411 Pecos Street, Unit H,",Federal Heights
Denver,Adams,80260,11297.0,409.0,41426,1265,11310.0,438.0,41185,1752,11511.0,392.0,42097,2009,11795.0,384.0,42318,2351,11643.0,389.0,43125,3062,402R-00691,9000 Federal Boulevard Unit B,Federal Heights
Denver,Denver,80261,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80262,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80263,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80264,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,,,
Denver,Denver,80265,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80266,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80271,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80273,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80274,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80279,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80280,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80281,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80290,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,,,
Denver,Denver,80291,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80293,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,,,
Denver,Denver,80294,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,,,
Denver,Denver,80295,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80299,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80301,10594.0,252.0,66526,2603,10716.0,279.0,65428,2972,10711.0,294.0,68239,4762,10905.0,271.0,71291,3976,11275.0,285.0,72214,5200,402R-00586,"1750 30th Street, Unit 12",Boulder
Boulder,Boulder,80301,10594.0,252.0,66526,2603,10716.0,279.0,65428,2972,10711.0,294.0,68239,4762,10905.0,271.0,71291,3976,11275.0,285.0,72214,5200,402R-00234,3005 28th Street,Boulder
Boulder,Boulder,80301,10594.0,252.0,66526,2603,10716.0,279.0,65428,2972,10711.0,294.0,68239,4762,10905.0,271.0,71291,3976,11275.0,285.0,72214,5200,402R-00190,1750 30th Street Unit 7,Boulder
Boulder,Boulder,80301,10594.0,252.0,66526,2603,10716.0,279.0,65428,2972,10711.0,294.0,68239,4762,10905.0,271.0,71291,3976,11275.0,285.0,72214,5200,402R-00553,"6700 Lookout Road, Suite #5",Boulder
Boulder,Boulder,80301,10594.0,252.0,66526,2603,10716.0,279.0,65428,2972,10711.0,294.0,68239,4762,10905.0,271.0,71291,3976,11275.0,285.0,72214,5200,402R-00327,1750 30th Street Unit 84A,Boulder
Boulder,Boulder,80301,10594.0,252.0,66526,2603,10716.0,279.0,65428,2972,10711.0,294.0,68239,4762,10905.0,271.0,71291,3976,11275.0,285.0,72214,5200,402R-00210,2801 Iris Avenue,Boulder
Boulder,Boulder,80301,10594.0,252.0,66526,2603,10716.0,279.0,65428,2972,10711.0,294.0,68239,4762,10905.0,271.0,71291,3976,11275.0,285.0,72214,5200,402R-00208,"2897 Mapleton Avenue, Suite 800",Boulder
Boulder,Boulder,80302,11682.0,359.0,46024,4480,11567.0,377.0,45717,3392,11819.0,401.0,45628,4594,11987.0,355.0,45884,4634,11626.0,435.0,47603,3665,402R-00175,1795 Folsom Street,Boulder
Boulder,Boulder,80302,11682.0,359.0,46024,4480,11567.0,377.0,45717,3392,11819.0,401.0,45628,4594,11987.0,355.0,45884,4634,11626.0,435.0,47603,3665,402R-00173,1146 Pearl Street,Boulder
Boulder,Boulder,80302,11682.0,359.0,46024,4480,11567.0,377.0,45717,3392,11819.0,401.0,45628,4594,11987.0,355.0,45884,4634,11626.0,435.0,47603,3665,402R-00200,2043 16th Street,Boulder
Boulder,Boulder,80302,11682.0,359.0,46024,4480,11567.0,377.0,45717,3392,11819.0,401.0,45628,4594,11987.0,355.0,45884,4634,11626.0,435.0,47603,3665,402R-00662,302 Pearl Street,Boulder
Boulder,Boulder,80302,11682.0,359.0,46024,4480,11567.0,377.0,45717,3392,11819.0,401.0,45628,4594,11987.0,355.0,45884,4634,11626.0,435.0,47603,3665,402R-00193,2539 Pearl Street,Boulder
Boulder,Boulder,80302,11682.0,359.0,46024,4480,11567.0,377.0,45717,3392,11819.0,401.0,45628,4594,11987.0,355.0,45884,4634,11626.0,435.0,47603,3665,402R-00747,537 Canyon Boulevard,Boulder
Boulder,Boulder,80302,11682.0,359.0,46024,4480,11567.0,377.0,45717,3392,11819.0,401.0,45628,4594,11987.0,355.0,45884,4634,11626.0,435.0,47603,3665,402R-00236,1021 Pearl Street Suite C,Boulder
Boulder,Boulder,80302,11682.0,359.0,46024,4480,11567.0,377.0,45717,3392,11819.0,401.0,45628,4594,11987.0,355.0,45884,4634,11626.0,435.0,47603,3665,402R-00176,5854 Rawhide Court,Boulder
Boulder,Boulder,80302,11682.0,359.0,46024,4480,11567.0,377.0,45717,3392,11819.0,401.0,45628,4594,11987.0,355.0,45884,4634,11626.0,435.0,47603,3665,402R-00338,1909 Broadway LL,Boulder
Boulder,Boulder,80302,11682.0,359.0,46024,4480,11567.0,377.0,45717,3392,11819.0,401.0,45628,4594,11987.0,355.0,45884,4634,11626.0,435.0,47603,3665,402R-00588,"1537 Pearl Street, Suite B",Boulder
Boulder,Boulder,80303,10791.0,309.0,50399,5805,10744.0,341.0,44544,4877,10992.0,337.0,51176,3575,11144.0,285.0,51080,3282,11285.0,298.0,52679,3739,402R-00759,7464 Arapahoe Avenue Unit A9,Boulder
Boulder,Boulder,80303,10791.0,309.0,50399,5805,10744.0,341.0,44544,4877,10992.0,337.0,51176,3575,11144.0,285.0,51080,3282,11285.0,298.0,52679,3739,402R-00415,"5420 Arapahoe Avenue, Unit E",Boulder
Boulder,Boulder,80303,10791.0,309.0,50399,5805,10744.0,341.0,44544,4877,10992.0,337.0,51176,3575,11144.0,285.0,51080,3282,11285.0,298.0,52679,3739,402R-00199,"5290 Arapahoe Avenue, Unit J",Boulder
Boulder,Boulder,80303,10791.0,309.0,50399,5805,10744.0,341.0,44544,4877,10992.0,337.0,51176,3575,11144.0,285.0,51080,3282,11285.0,298.0,52679,3739,402R-00198,1534 55th Street,Boulder
Boulder,Boulder,80303,10791.0,309.0,50399,5805,10744.0,341.0,44544,4877,10992.0,337.0,51176,3575,11144.0,285.0,51080,3282,11285.0,298.0,52679,3739,402R-00536,"5565 Arapahoe Avenue, Suite G",Boulder
Boulder,Boulder,80303,10791.0,309.0,50399,5805,10744.0,341.0,44544,4877,10992.0,337.0,51176,3575,11144.0,285.0,51080,3282,11285.0,298.0,52679,3739,402R-00761,5370 Manhattan Circle Suite 104,Boulder
Boulder,Boulder,80303,10791.0,309.0,50399,5805,10744.0,341.0,44544,4877,10992.0,337.0,51176,3575,11144.0,285.0,51080,3282,11285.0,298.0,52679,3739,402R-00532,8401 Baseline Road,Boulder
Boulder,Boulder,80304,11159.0,370.0,73107,5074,11125.0,277.0,77493,7798,11155.0,315.0,77639,6814,11193.0,301.0,83653,5262,11123.0,310.0,85832,3200,402R-00734,933 Alpine Avenue Suite 2,Boulder
Boulder,Boulder,80304,11159.0,370.0,73107,5074,11125.0,277.0,77493,7798,11155.0,315.0,77639,6814,11193.0,301.0,83653,5262,11123.0,310.0,85832,3200,402R-00188,"2750 Glenwood Drive, Suite 8",Boulder
Boulder,Boulder,80305,7320.0,175.0,79423,4904,7258.0,189.0,80476,6120,7151.0,182.0,84568,4266,7073.0,200.0,83370,4937,7175.0,207.0,84797,4601,,,
Boulder,Boulder,80306,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80307,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80308,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80309,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80310,67.0,53.0,12614,27299,142.0,82.0,14091,9546,206.0,87.0,15469,9543,173.0,90.0,16250,10816,150.0,74.0,13750,8708,,,
Boulder,Boulder,80314,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80321,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80322,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80323,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80328,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80329,,,,,,,,,,,,,,,,,,,,,,,
Golden,Jefferson,80401,16119.0,348.0,68112,4744,15990.0,370.0,69208,4596,16276.0,372.0,69894,5617,16051.0,323.0,74047,4477,16255.0,357.0,74334,5136,,,
Golden,Jefferson,80402,,,,,,,,,,,,,,,,,,,,,,,
Golden,Jefferson,80403,7443.0,269.0,92341,5382,7454.0,291.0,94331,4291,7458.0,310.0,95804,5795,7590.0,254.0,95682,4517,7631.0,265.0,97276,6943,,,
Golden,Jefferson,80419,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,,,
Alma,Park,80420,341.0,96.0,44688,31878,348.0,97.0,44375,37761,418.0,100.0,51481,13317,369.0,93.0,50536,19873,346.0,90.0,55652,9913,402R-00092,40 South Main Street,Alma
Alma,Park,80420,341.0,96.0,44688,31878,348.0,97.0,44375,37761,418.0,100.0,51481,13317,369.0,93.0,50536,19873,346.0,90.0,55652,9913,402R-00580,513 North Main Street,Alma
Bailey,Park,80421,3460.0,279.0,70870,5047,3442.0,281.0,66319,4070,3401.0,264.0,65733,7195,3680.0,302.0,62829,6796,3768.0,282.0,68457,8003,402R-00245,80 Rosalie Road,Bailey
Bailey,Park,80421,3460.0,279.0,70870,5047,3442.0,281.0,66319,4070,3401.0,264.0,65733,7195,3680.0,302.0,62829,6796,3768.0,282.0,68457,8003,402R-00147,43 Main Street,Bailey
Black Hawk,Gilpin,80422,1962.0,186.0,62262,6263,1962.0,217.0,64577,8513,1872.0,186.0,66639,8238,1927.0,172.0,69792,8576,1931.0,170.0,69759,9980,402R-00374,231 Gregory Street,Black Hawk
Black Hawk,Gilpin,80422,1962.0,186.0,62262,6263,1962.0,217.0,64577,8513,1872.0,186.0,66639,8238,1927.0,172.0,69792,8576,1931.0,170.0,69759,9980,402R-00151,"5312 Highway 119, Unit B",Black Hawk
Bond,Eagle,80423,52.0,39.0,85595,34581,41.0,22.0,86750,68650,37.0,24.0,89063,134458,16.0,12.0,(X),(X),25.0,20.0,-,**,,,
Breckenridge,Summit,80424,3771.0,404.0,63401,12653,3529.0,327.0,63895,6648,3331.0,385.0,66328,9597,3303.0,304.0,73856,7008,3230.0,333.0,79167,10705,402R-00074,"1805 Airport Road, Units B1B & B1C",Breckenridge
Breckenridge,Summit,80424,3771.0,404.0,63401,12653,3529.0,327.0,63895,6648,3331.0,385.0,66328,9597,3303.0,304.0,73856,7008,3230.0,333.0,79167,10705,402R-00064,"1795 Airport Road, Suite A2",Breckenridge
Breckenridge,Summit,80424,3771.0,404.0,63401,12653,3529.0,327.0,63895,6648,3331.0,385.0,66328,9597,3303.0,304.0,73856,7008,3230.0,333.0,79167,10705,402R-00181,"1900 Airport Road, Unit A-1",Breckenridge
Breckenridge,Summit,80424,3771.0,404.0,63401,12653,3529.0,327.0,63895,6648,3331.0,385.0,66328,9597,3303.0,304.0,73856,7008,3230.0,333.0,79167,10705,402R-00107,1795 Airport Road Unit A3,Breckenridge
Buffalo Creek,Jefferson,80425,84.0,67.0,42000,108734,115.0,73.0,41571,78328,132.0,78.0,49773,141961,122.0,69.0,(X),(X),165.0,74.0,129728,72988,,,
Burns,Eagle,80426,63.0,45.0,105337,48379,72.0,44.0,108542,18939,81.0,50.0,110529,129986,47.0,34.0,35703,15134,35.0,25.0,36328,13644,,,
Central City,Gilpin,80427,303.0,86.0,41927,19587,368.0,82.0,39537,8258,410.0,93.0,41719,9835,480.0,92.0,46029,12247,456.0,101.0,45469,10841,402R-00450,161 Gregory Street,Central City
Central City,Gilpin,80427,303.0,86.0,41927,19587,368.0,82.0,39537,8258,410.0,93.0,41719,9835,480.0,92.0,46029,12247,456.0,101.0,45469,10841,402R-00002,135 Nevada Street,Central City
Central City,Gilpin,80427,303.0,86.0,41927,19587,368.0,82.0,39537,8258,410.0,93.0,41719,9835,480.0,92.0,46029,12247,456.0,101.0,45469,10841,402R-00578,127 Main Street,Central City
Central City,Gilpin,80427,303.0,86.0,41927,19587,368.0,82.0,39537,8258,410.0,93.0,41719,9835,480.0,92.0,46029,12247,456.0,101.0,45469,10841,402R-00066,440 Lawrence Street,Central City
Central City,Gilpin,80427,303.0,86.0,41927,19587,368.0,82.0,39537,8258,410.0,93.0,41719,9835,480.0,92.0,46029,12247,456.0,101.0,45469,10841,402R-00489,171 Lawrence Street,Central City
Clark,Routt,80428,188.0,75.0,71591,15440,168.0,70.0,73611,7540,181.0,73.0,74798,12035,240.0,72.0,72639,12061,266.0,72.0,73500,10837,,,
Climax,Lake,80429,,,,,,,,,,,,,,,,,,,,,,,
Coalmont,Jackson,80430,,,,,,,,,,,,,,,,,,,,,,,
Como,Park,80432,15.0,17.0,87656,139394,56.0,64.0,"2,500-",***,83.0,67.0,21250,44646,116.0,79.0,(X),(X),137.0,104.0,-,**,,,
Conifer,Jefferson,80433,3481.0,180.0,104152,9445,3309.0,201.0,97083,13934,3245.0,211.0,90378,10691,3234.0,179.0,83164,4266,3255.0,188.0,91446,9656,,,
Cowdrey,Jackson,80434,30.0,12.0,60500,43628,22.0,14.0,53750,37076,20.0,11.0,63125,26319,17.0,14.0,48750,38940,17.0,13.0,26719,23354,,,
Dillon,Summit,80435,3116.0,382.0,58241,9008,2968.0,341.0,54756,12244,2616.0,356.0,51918,13524,2483.0,324.0,59557,9985,2389.0,345.0,64409,8278,402R-00365,765 W Anemone Trail Unit C,Dillon
Dillon,Summit,80435,3116.0,382.0,58241,9008,2968.0,341.0,54756,12244,2616.0,356.0,51918,13524,2483.0,324.0,59557,9985,2389.0,345.0,64409,8278,402R-00394,817 Little Beaver Trail,Dillon
