City_x,County,Zipcode,Total Households 2012,Total Households 2012 Margin of Error,Total Households Income 2012,Total Households Income 2012 Margin of Error,Total Households 2013,Total Households 2013 Margin of Error,Total Households Income 2013,Total Households Income 2013 Margin of Error,Total Households 2014,Total Households 2014 Margin of Error,Total Households Income 2014,Total Households Income 2014 Margin of Error,Total Households 2015,Total Households 2015 Margin of Error,Total Households Income 2015,Total Households Income 2015 Margin of Error,Total Households 2016,Total Households 2016 Margin of Error,Total Households Income 2016,Total Households Income 2016 Margin of Error,License,Street,City_y
Denver,Denver,80204,12065.0,355.0,34983,3072,12198.0,307.0,31611,2070,12314.0,349.0,32098,2542,12193.0,320.0,32127,2945,12210.0,336.0,35129,3639,402R-00543,419 West 13th Avenue,Denver
Denver,Denver,80204,12065.0,355.0,34983,3072,12198.0,307.0,31611,2070,12314.0,349.0,32098,2542,12193.0,320.0,32127,2945,12210.0,336.0,35129,3639,402R-00045,1630 North Federal Boulevard,Denver
Denver,Denver,80204,12065.0,355.0,34983,3072,12198.0,307.0,31611,2070,12314.0,349.0,32098,2542,12193.0,320.0,32127,2945,12210.0,336.0,35129,3639,402R-00756,2895 West 8th Avenue,Denver
Denver,Denver,80204,12065.0,355.0,34983,3072,12198.0,307.0,31611,2070,12314.0,349.0,32098,2542,12193.0,320.0,32127,2945,12210.0,336.0,35129,3639,402R-00515,3937 West Colfax Avenue,Denver
Denver,Denver,80204,12065.0,355.0,34983,3072,12198.0,307.0,31611,2070,12314.0,349.0,32098,2542,12193.0,320.0,32127,2945,12210.0,336.0,35129,3639,402R-00613,1136 Yuma Court,Denver
Denver,Denver,80205,11933.0,342.0,46028,4781,12236.0,419.0,49472,3336,12591.0,335.0,49754,3568,12972.0,372.0,52500,4921,13290.0,399.0,57836,5888,402R-00253,"2119 Larimer Street, Suite 1",Denver
Denver,Denver,80205,11933.0,342.0,46028,4781,12236.0,419.0,49472,3336,12591.0,335.0,49754,3568,12972.0,372.0,52500,4921,13290.0,399.0,57836,5888,402R-00053,3054 Larimer Street,Denver
Denver,Denver,80205,11933.0,342.0,46028,4781,12236.0,419.0,49472,3336,12591.0,335.0,49754,3568,12972.0,372.0,52500,4921,13290.0,399.0,57836,5888,402R-00167,2863 Larimer Street,Denver
Denver,Denver,80205,11933.0,342.0,46028,4781,12236.0,419.0,49472,3336,12591.0,335.0,49754,3568,12972.0,372.0,52500,4921,13290.0,399.0,57836,5888,402R-00026,2615 Welton Street,Denver
Denver,Denver,80205,11933.0,342.0,46028,4781,12236.0,419.0,49472,3336,12591.0,335.0,49754,3568,12972.0,372.0,52500,4921,13290.0,399.0,57836,5888,402R-00614,3944 High Street,Denver
Denver,Denver,80205,11933.0,342.0,46028,4781,12236.0,419.0,49472,3336,12591.0,335.0,49754,3568,12972.0,372.0,52500,4921,13290.0,399.0,57836,5888,402R-00019,2042 Arapahoe Street,Denver
Denver,Denver,80205,11933.0,342.0,46028,4781,12236.0,419.0,49472,3336,12591.0,335.0,49754,3568,12972.0,372.0,52500,4921,13290.0,399.0,57836,5888,402R-00656,3954 Williams Street,Denver
Denver,Denver,80205,11933.0,342.0,46028,4781,12236.0,419.0,49472,3336,12591.0,335.0,49754,3568,12972.0,372.0,52500,4921,13290.0,399.0,57836,5888,402R-00133,"2117 Larimer Street, #1",Denver
Denver,Denver,80205,11933.0,342.0,46028,4781,12236.0,419.0,49472,3336,12591.0,335.0,49754,3568,12972.0,372.0,52500,4921,13290.0,399.0,57836,5888,402R-00385,3814 Walnut Street,Denver
Denver,Denver,80205,11933.0,342.0,46028,4781,12236.0,419.0,49472,3336,12591.0,335.0,49754,3568,12972.0,372.0,52500,4921,13290.0,399.0,57836,5888,402R-00602,800 Park Avenue West,Denver
Denver,Denver,80206,11951.0,373.0,57834,5521,12177.0,283.0,61355,4833,12068.0,373.0,61000,5528,12589.0,340.0,60556,5214,12984.0,380.0,64519,5935,402R-00086,310 Saint Paul Street,Denver
Denver,Denver,80206,11951.0,373.0,57834,5521,12177.0,283.0,61355,4833,12068.0,373.0,61000,5528,12589.0,340.0,60556,5214,12984.0,380.0,64519,5935,402R-00400,3121 East Colfax Avenue,Denver
Denver,Denver,80206,11951.0,373.0,57834,5521,12177.0,283.0,61355,4833,12068.0,373.0,61000,5528,12589.0,340.0,60556,5214,12984.0,380.0,64519,5935,402R-00082,2028 East Colfax Avenue,Denver
Denver,Denver,80207,8139.0,286.0,51427,4768,8246.0,257.0,53806,6359,8874.0,248.0,60140,5544,9273.0,222.0,62990,4446,9621.0,262.0,64734,5066,402R-00454,3955 Oneida Street,Denver
Denver,Denver,80207,8139.0,286.0,51427,4768,8246.0,257.0,53806,6359,8874.0,248.0,60140,5544,9273.0,222.0,62990,4446,9621.0,262.0,64734,5066,402R-00004,"3835 Elm Street, Unit C",Denver
Denver,Denver,80207,8139.0,286.0,51427,4768,8246.0,257.0,53806,6359,8874.0,248.0,60140,5544,9273.0,222.0,62990,4446,9621.0,262.0,64734,5066,402R-00073,3950 Holly Street,Denver
Denver,Denver,80208,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80209,11652.0,372.0,75881,4578,12016.0,389.0,75972,6066,12817.0,370.0,77822,5160,12956.0,429.0,81142,2478,13390.0,441.0,85654,4457,402R-00166,432 South Broadway,Denver
Denver,Denver,80209,11652.0,372.0,75881,4578,12016.0,389.0,75972,6066,12817.0,370.0,77822,5160,12956.0,429.0,81142,2478,13390.0,441.0,85654,4457,402R-00186,399 South Harrison Street,Denver
Denver,Denver,80209,11652.0,372.0,75881,4578,12016.0,389.0,75972,6066,12817.0,370.0,77822,5160,12956.0,429.0,81142,2478,13390.0,441.0,85654,4457,402R-00139,985 South Logan Street,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00165,1755 South Broadway,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00601,1909 South Broadway,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00022,1640 East Evans Avenue,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00144,2020 South Broadway,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00096,2057 South Broadway,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00012,1881 South Broadway,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00103,1810 South Broadway,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00101,2262 South Broadway,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00148,2568 South Broadway,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00078,1568 South Broadway,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00587,1911 South Broadway,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00048,2251 South Broadway,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00032,1724 South Broadway,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00041,2383 South Downing Street,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00058,2001 South Broadway,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00159,2215 East Mississippi Avenue,Denver
Denver,Denver,80210,15127.0,346.0,64125,3862,15328.0,354.0,66788,4805,15622.0,341.0,67316,4438,15531.0,312.0,74418,6319,15520.0,332.0,77760,3722,402R-00497,2394 South Broadway,Denver
Denver,Denver,80211,14572.0,418.0,52500,4001,15074.0,357.0,51563,3688,15196.0,348.0,57675,5687,15403.0,408.0,60701,5156,15739.0,341.0,64215,3716,402R-00039,1406 West 38th Avenue,Denver
Denver,Denver,80211,14572.0,418.0,52500,4001,15074.0,357.0,51563,3688,15196.0,348.0,57675,5687,15403.0,408.0,60701,5156,15739.0,341.0,64215,3716,402R-00042,3460 West 32nd Avenue,Denver
Denver,Denver,80211,14572.0,418.0,52500,4001,15074.0,357.0,51563,3688,15196.0,348.0,57675,5687,15403.0,408.0,60701,5156,15739.0,341.0,64215,3716,402R-00733,"2563 15th Street, Suite 103",Denver
Denver,Denver,80211,14572.0,418.0,52500,4001,15074.0,357.0,51563,3688,15196.0,348.0,57675,5687,15403.0,408.0,60701,5156,15739.0,341.0,64215,3716,402R-00224,"2301 7th Street, Suite B",Denver
Denver,Denver,80211,14572.0,418.0,52500,4001,15074.0,357.0,51563,3688,15196.0,348.0,57675,5687,15403.0,408.0,60701,5156,15739.0,341.0,64215,3716,402R-00368,2209 West 32nd Avenue,Denver
Denver,Denver,80211,14572.0,418.0,52500,4001,15074.0,357.0,51563,3688,15196.0,348.0,57675,5687,15403.0,408.0,60701,5156,15739.0,341.0,64215,3716,402R-00510,2000 West 32nd Avenue,Denver
Denver,Denver,80211,14572.0,418.0,52500,4001,15074.0,357.0,51563,3688,15196.0,348.0,57675,5687,15403.0,408.0,60701,5156,15739.0,341.0,64215,3716,402R-00113,2707 West 38th Avenue,Denver
Denver,Denver,80211,14572.0,418.0,52500,4001,15074.0,357.0,51563,3688,15196.0,348.0,57675,5687,15403.0,408.0,60701,5156,15739.0,341.0,64215,3716,402R-00458,2675 West 38th Avenue,Denver
Denver,Denver,80212,8466.0,434.0,56050,5095,8675.0,297.0,56403,4015,8851.0,380.0,59884,8419,8961.0,362.0,61097,5608,9020.0,319.0,64741,7009,402R-00386,4012 West 38th Avenue,Denver
Denver,Denver,80212,8466.0,434.0,56050,5095,8675.0,297.0,56403,4015,8851.0,380.0,59884,8419,8961.0,362.0,61097,5608,9020.0,319.0,64741,7009,402R-00230,4735 West 38th Avenue,Denver
Denver,Denver,80212,8466.0,434.0,56050,5095,8675.0,297.0,56403,4015,8851.0,380.0,59884,8419,8961.0,362.0,61097,5608,9020.0,319.0,64741,7009,402R-00387,4103 Sheridan Boulevard,Mountain View
Denver,Denver,80212,8466.0,434.0,56050,5095,8675.0,297.0,56403,4015,8851.0,380.0,59884,8419,8961.0,362.0,61097,5608,9020.0,319.0,64741,7009,402R-00592,5201 West 48th Avenue,Denver
Denver,Denver,80212,8466.0,434.0,56050,5095,8675.0,297.0,56403,4015,8851.0,380.0,59884,8419,8961.0,362.0,61097,5608,9020.0,319.0,64741,7009,402R-00098,5440 West 44th Avenue,Mountain View
Denver,Jefferson,80214,10680.0,490.0,34235,2588,10809.0,461.0,37211,3726,10971.0,341.0,35322,3340,11162.0,399.0,37653,3145,11366.0,342.0,37629,3175,402R-00050,2517 Sheridan Boulevard,Edgewater
Denver,Jefferson,80214,10680.0,490.0,34235,2588,10809.0,461.0,37211,3726,10971.0,341.0,35322,3340,11162.0,399.0,37653,3145,11366.0,342.0,37629,3175,402R-00094,5840 West 25th Avenue,Edgewater
Denver,Jefferson,80214,10680.0,490.0,34235,2588,10809.0,461.0,37211,3726,10971.0,341.0,35322,3340,11162.0,399.0,37653,3145,11366.0,342.0,37629,3175,402R-00043,"2045 Sheridan Boulevard, Unit B",Edgewater
Denver,Jefferson,80214,10680.0,490.0,34235,2588,10809.0,461.0,37211,3726,10971.0,341.0,35322,3340,11162.0,399.0,37653,3145,11366.0,342.0,37629,3175,402R-00179,2553 Sheridan Boulevard,Edgewater
Denver,Jefferson,80214,10680.0,490.0,34235,2588,10809.0,461.0,37211,3726,10971.0,341.0,35322,3340,11162.0,399.0,37653,3145,11366.0,342.0,37629,3175,402R-00335,5610 West 20th Avenue,Edgewater
Denver,Jefferson,80214,10680.0,490.0,34235,2588,10809.0,461.0,37211,3726,10971.0,341.0,35322,3340,11162.0,399.0,37653,3145,11366.0,342.0,37629,3175,402R-00251,734 Sheridan Boulevard,Denver
Denver,Jefferson,80214,10680.0,490.0,34235,2588,10809.0,461.0,37211,3726,10971.0,341.0,35322,3340,11162.0,399.0,37653,3145,11366.0,342.0,37629,3175,402R-00298,6020 West 20th Avenue,Edgewater
Denver,Jefferson,80215,7818.0,269.0,56469,4062,8082.0,310.0,56525,5164,7962.0,265.0,56762,3786,8134.0,243.0,60386,3611,8222.0,232.0,61753,3791,402R-00217,10030 West 27th Avenue,Wheat Ridge
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00010,4095 Jackson Street,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00438,505 West 40th Avenue,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00003,5110 Race Street,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00465,4571 Ivy Street,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00596,"4902 East Smith Road, Unit C",Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00709,4414 Vine Street,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00021,4690 Brighton Boulevard,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00104,4401 East 46th Avenue Unit  B,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00060,"3480 Park Avenue West, Unit B",Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00345,5155 East 46th Avenue,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00084,4975 Vasquez Boulevard,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00192,4773 North Fox Street,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00191,5194 Washington Street,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00071,6666 East Stapleton South Drive,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00758,3900 East 48th Avenue,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00007,4305 Brighton Boulevard,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00495,3450 Brighton Boulevard,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00218,"4500 Washington Street, Unit B",Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00125,4935 York Street,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00493,620 East 58th Avenue,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00015,4400 Grape Street,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00087,3995 East 50th Avenue,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00412,5050 York Street,Denver
Denver,Denver,80216,3132.0,155.0,31620,4237,3173.0,193.0,31711,3890,3203.0,225.0,32348,3714,3306.0,217.0,38199,3140,3502.0,234.0,43486,5653,402R-00500,4501 Adams Street,Denver
Denver,Denver,80217,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80218,11307.0,420.0,45648,3068,11176.0,374.0,45597,3510,11143.0,432.0,47226,4118,11225.0,389.0,52809,2624,11063.0,395.0,53494,2920,402R-00013,1301 Marion Street,Denver
Denver,Denver,80218,11307.0,420.0,45648,3068,11176.0,374.0,45597,3510,11143.0,432.0,47226,4118,11225.0,389.0,52809,2624,11063.0,395.0,53494,2920,402R-00017,1736 Downing Street,Denver
Denver,Denver,80218,11307.0,420.0,45648,3068,11176.0,374.0,45597,3510,11143.0,432.0,47226,4118,11225.0,389.0,52809,2624,11063.0,395.0,53494,2920,402R-00030,1500 East Colfax Avenue,Denver
Denver,Denver,80219,19395.0,490.0,38820,1309,19760.0,422.0,39659,1694,19956.0,515.0,38692,1861,19730.0,413.0,39991,1698,20389.0,405.0,41468,2150,402R-00664,155 North Federal Boulevard,Denver
Denver,Denver,80219,19395.0,490.0,38820,1309,19760.0,422.0,39659,1694,19956.0,515.0,38692,1861,19730.0,413.0,39991,1698,20389.0,405.0,41468,2150,402R-00137,2748 West Alameda Avenue,Denver
Denver,Denver,80219,19395.0,490.0,38820,1309,19760.0,422.0,39659,1694,19956.0,515.0,38692,1861,19730.0,413.0,39991,1698,20389.0,405.0,41468,2150,402R-00344,"755 South Federal Boulevard, Unit 5",Denver
Denver,Denver,80219,19395.0,490.0,38820,1309,19760.0,422.0,39659,1694,19956.0,515.0,38692,1861,19730.0,413.0,39991,1698,20389.0,405.0,41468,2150,402R-00767,2440 West Evans Avenue,Denver
Denver,Denver,80219,19395.0,490.0,38820,1309,19760.0,422.0,39659,1694,19956.0,515.0,38692,1861,19730.0,413.0,39991,1698,20389.0,405.0,41468,2150,402R-00006,74 Federal Boulevard,Denver
Denver,Denver,80219,19395.0,490.0,38820,1309,19760.0,422.0,39659,1694,19956.0,515.0,38692,1861,19730.0,413.0,39991,1698,20389.0,405.0,41468,2150,402R-00164,330 Federal Boulevard,Denver
Denver,Denver,80219,19395.0,490.0,38820,1309,19760.0,422.0,39659,1694,19956.0,515.0,38692,1861,19730.0,413.0,39991,1698,20389.0,405.0,41468,2150,402R-00548,82 South Federal Boulevard,Denver
Denver,Denver,80219,19395.0,490.0,38820,1309,19760.0,422.0,39659,1694,19956.0,515.0,38692,1861,19730.0,413.0,39991,1698,20389.0,405.0,41468,2150,402R-00011,1568 South Federal Boulevard,Denver
Denver,Denver,80219,19395.0,490.0,38820,1309,19760.0,422.0,39659,1694,19956.0,515.0,38692,1861,19730.0,413.0,39991,1698,20389.0,405.0,41468,2150,402R-00049,4000 Morrison Road,Denver
Denver,Denver,80219,19395.0,490.0,38820,1309,19760.0,422.0,39659,1694,19956.0,515.0,38692,1861,19730.0,413.0,39991,1698,20389.0,405.0,41468,2150,402R-00540,2949 West Alameda Avenue,Denver
Denver,Denver,80219,19395.0,490.0,38820,1309,19760.0,422.0,39659,1694,19956.0,515.0,38692,1861,19730.0,413.0,39991,1698,20389.0,405.0,41468,2150,402R-00494,4820 Morrison Road,Denver
Denver,Denver,80219,19395.0,490.0,38820,1309,19760.0,422.0,39659,1694,19956.0,515.0,38692,1861,19730.0,413.0,39991,1698,20389.0,405.0,41468,2150,402R-00016,2601 West Alameda Avenue,Denver
Denver,Denver,80219,19395.0,490.0,38820,1309,19760.0,422.0,39659,1694,19956.0,515.0,38692,1861,19730.0,413.0,39991,1698,20389.0,405.0,41468,2150,402R-00603,2426 South Federal Boulevard,Denver
Denver,Denver,80220,14886.0,355.0,64104,3377,15338.0,353.0,62989,4377,15735.0,342.0,64993,3775,15846.0,342.0,65487,3887,15930.0,396.0,68431,4227,402R-00047,4625 East Colfax Avenue,Denver
Denver,Denver,80220,14886.0,355.0,64104,3377,15338.0,353.0,62989,4377,15735.0,342.0,64993,3775,15846.0,342.0,65487,3887,15930.0,396.0,68431,4227,402R-00046,5130 East Colfax Avenue,Denver
Denver,Denver,80220,14886.0,355.0,64104,3377,15338.0,353.0,62989,4377,15735.0,342.0,64993,3775,15846.0,342.0,65487,3887,15930.0,396.0,68431,4227,402R-00676,5101 East Colfax Avenue,Denver
Denver,Denver,80220,14886.0,355.0,64104,3377,15338.0,353.0,62989,4377,15735.0,342.0,64993,3775,15846.0,342.0,65487,3887,15930.0,396.0,68431,4227,402R-00457,5702 East Colfax Avenue,Denver
Denver,Denver,80220,14886.0,355.0,64104,3377,15338.0,353.0,62989,4377,15735.0,342.0,64993,3775,15846.0,342.0,65487,3887,15930.0,396.0,68431,4227,402R-00238,4615 East Colfax Avenue,Denver
Denver,Denver,80220,14886.0,355.0,64104,3377,15338.0,353.0,62989,4377,15735.0,342.0,64993,3775,15846.0,342.0,65487,3887,15930.0,396.0,68431,4227,402R-00102,8151 East Colfax Avenue,Denver
Denver,Denver,80220,14886.0,355.0,64104,3377,15338.0,353.0,62989,4377,15735.0,342.0,64993,3775,15846.0,342.0,65487,3887,15930.0,396.0,68431,4227,402R-00519,7739 East Colfax Avenue,Denver
Denver,Denver,80220,14886.0,355.0,64104,3377,15338.0,353.0,62989,4377,15735.0,342.0,64993,3775,15846.0,342.0,65487,3887,15930.0,396.0,68431,4227,402R-00240,6302 East Colfax Avenue,Denver
Denver,Denver,80220,14886.0,355.0,64104,3377,15338.0,353.0,62989,4377,15735.0,342.0,64993,3775,15846.0,342.0,65487,3887,15930.0,396.0,68431,4227,402R-00085,5926 East Colfax Avenue,Denver
Denver,Adams,80221,12790.0,433.0,46982,3723,13057.0,366.0,49621,4134,13128.0,394.0,47604,2281,12989.0,318.0,47878,1848,13312.0,357.0,50761,1759,402R-00446,"1451 Cortez Street, Unit A",Denver
Denver,Adams,80221,12790.0,433.0,46982,3723,13057.0,366.0,49621,4134,13128.0,394.0,47604,2281,12989.0,318.0,47878,1848,13312.0,357.0,50761,1759,402R-00474,6681 Federal Boulevard,Denver
Denver,Denver,80222,9214.0,318.0,43482,2481,9433.0,290.0,44300,2502,9438.0,281.0,46645,3312,9709.0,276.0,49158,3988,10048.0,323.0,50670,2630,402R-00037,5885 East Evans Avenue,Denver
Denver,Denver,80222,9214.0,318.0,43482,2481,9433.0,290.0,44300,2502,9438.0,281.0,46645,3312,9709.0,276.0,49158,3988,10048.0,323.0,50670,2630,402R-00079,2020 South Colorado Boulevard,Denver
Denver,Denver,80222,9214.0,318.0,43482,2481,9433.0,290.0,44300,2502,9438.0,281.0,46645,3312,9709.0,276.0,49158,3988,10048.0,323.0,50670,2630,402R-00099,6359 East Evans Avenue,Denver
Denver,Denver,80222,9214.0,318.0,43482,2481,9433.0,290.0,44300,2502,9438.0,281.0,46645,3312,9709.0,276.0,49158,3988,10048.0,323.0,50670,2630,402R-00020,2777 South Colorado Boulevard,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00038,930 West Byers Place,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00069,1233 West Alameda Avenue,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00544,1075 South Fox Street,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00121,1410 South Santa Fe Drive,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00492,1798 West Mississippi Avenue,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00077,1178 South Kalamath Street,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00729,1110 West Virginia Avenue #1,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00744,4 South Santa Fe Drive,Denver
Denver,Denver,80223,6528.0,310.0,40206,2733,6674.0,299.0,38945,2519,6684.0,309.0,38113,4107,7043.0,290.0,42731,2849,7214.0,343.0,43386,2115,402R-00075,"1325 South Inca Street, Suite A",Denver
