Zipcode,Total Population 2012,Total Population 2012 Margin of Error,Total Unemployment 2012,Total Unemployment 2012 margin of Error,Age Group 16-19 2012,Age Group 16-19 2012 Margin of Error,Age Group 16-19 2012 Unemployment,Age Group 16-19 2012 Unemployment Margin of Error,Age Group 20-24 2012,Age Group 20-24 2012 Margin of Error,Age Group 20-24 2012 Unemployment,Age Group 20-24 2012 Unemployment Margin of Error,Age Group 25-44 2012,Age Group 25-44 2012 Margin of Error,Age Group 25-44 2012 Unemployment,Age Group 25-44 2012 Unemployment Margin of Error,Age Group 45-54 2012,Age Group 45-54 2012 Margin of Error,Age Group 45-54 2012 Unemployment,Age Group 45-54 2012 Unemployment Margin of Error,Age Group 55-64 2012,Age Group 55-64 2012 Margin of Error,Age Group 55-64 2012 Unemployment,Age Group 55-64 2012 Unemployment Margin of Error,Age Group 65-74 2012,Age Group 65-74 2012 Margin of Error,Age Group 65-74 2012 Unemployment,Age Group 65-74 2012 Unemployment Margin of Error,Age Group 75+ 2012,Age Group 75+ 2012 Margin of Error,Age Group 75+ 2012 Unemployment,Age Group 75+ 2012 Unemployment Margin of Error
80832,450,126,8.6,7.9,21,20,-,**,17,13,0,85.4,66,33,18.3,25.9,67,25,14.3,16.2,148,77,3.3,5.5,74,37,0,58.2,57,35,0,100
80833,465,117,3.8,4.5,1,4,0,100,58,55,0,55.3,144,71,0,34,85,41,8.2,12.3,68,28,7,10,35,22,0,100,74,38,0,100
80834,238,69,6.7,8.3,31,26,42.9,52.7,10,13,0,97.3,68,49,2,7.4,35,17,6.7,10.2,17,11,0,100,51,27,0,70.6,26,15,0,100
80835,665,140,9.2,9.1,62,40,0,100,37,26,0,61.6,159,81,29.2,26.6,152,60,0,21.8,117,51,4.4,6.7,51,21,0,67.2,87,40,0,100
80836,856,107,7.4,4.3,89,45,25,32.3,22,24,10.5,22.2,258,62,4.4,4.9,165,55,5.7,5.4,156,46,9.2,9.6,118,29,0,43.1,48,25,0,100
80840,6139,393,15.2,10.6,1870,267,47.1,9.7,3399,318,30.2,37.1,711,190,14.4,17.7,108,46,10.8,13.1,51,49,0,44.9,0,17,-,**,0,17,-,**
80860,466,98,9.3,5.3,25,23,0,76.9,15,16,0,79.5,110,40,13.3,10.9,68,23,15.5,13.1,184,56,5,5.3,14,10,0,100,50,37,-,**
80861,235,67,5,7.3,21,22,0,100,21,17,53.8,48.9,72,39,0,44.4,33,21,0,57.1,38,24,0,55.3,25,17,0,100,25,11,0,100
80862,58,40,0,61.6,0,12,-,**,0,12,-,**,4,7,0,100,0,12,-,**,11,14,0,92.8,20,15,0,97.3,23,28,-,**
80863,9396,430,9.5,3.1,579,138,40.6,23,457,90,9.8,13.7,2436,261,7.4,5.4,2468,303,10.8,5.4,1903,284,5.4,4.3,984,150,7.3,12.6,569,87,0,82.3
80864,761,208,10.8,7.4,76,72,-,**,35,30,0,100,262,103,5.4,8,130,48,14.9,13.7,144,77,19.6,18.8,85,31,0,59.2,29,20,0,100
80902,7503,518,14.6,6.7,794,189,0,100,2652,349,18.3,18,3812,394,11.5,6.6,161,88,36.6,44.5,56,46,-,**,28,47,-,**,0,19,-,**
80903,13020,725,10.8,2.3,1697,307,25.4,11.8,2221,390,11.8,6.2,4320,426,9.3,3.1,1972,252,9.4,4.9,1373,206,10.2,4.8,648,137,6.5,10.7,789,170,0,41.1
80904,17382,769,10.2,1.8,656,194,27.3,14.8,1707,327,11.4,6,5149,444,8.5,2.6,3289,326,12.3,4.3,2834,300,7.7,3.6,1785,247,6.1,5.7,1962,246,26.4,37.3
80905,13024,841,9.7,2.3,698,212,28.9,26.1,1301,360,9.6,6.5,4562,543,7.4,3.6,2660,359,8.9,4.1,1709,304,15.3,7.6,1022,198,16.1,16.5,1072,175,0,29
80906,29693,915,9.9,2.2,1776,316,18.6,11.8,2924,441,25.3,9.4,9302,576,8.6,2.8,5597,432,6.7,2.8,4807,420,8.4,3.5,3067,282,8.1,7.6,2220,270,0,19.6
80907,21738,705,10.6,1.8,1234,286,41.5,13.4,1898,333,9.1,5,6860,390,9.7,2.5,4015,353,7,2.7,3783,318,11.4,3.5,1913,217,2.4,3.6,2035,213,8.6,13.1
80908,11192,588,7.2,2.1,1016,198,26.1,17.1,498,146,19.3,16.2,2472,296,5.5,3.4,3165,340,5.2,3,2333,293,0.8,1.3,1292,149,21.7,19.1,416,165,73.2,43.3
80909,27914,954,10.6,2.2,1881,342,22.2,10.9,2643,419,17,8,8637,624,9.6,3.2,5018,539,10.5,3.9,4164,415,5.5,2.9,2645,317,8.8,6.7,2926,241,0,25.1
80910,21335,1080,14,2.1,1607,343,33.8,13.1,2727,467,16.6,6.2,8198,717,12.8,2.9,3382,350,13.9,3.6,2138,274,4.1,2.7,1483,207,7.4,7.3,1800,216,23.3,22.3
80911,22917,649,9.8,1.7,1627,265,41.7,13.7,1957,297,11.2,5.8,8077,483,8.7,2.7,4575,342,6.6,2.5,3050,355,7.2,3.6,2046,222,9.5,7.5,1585,216,16.1,23.7
80913,2856,447,0,39.4,336,113,-,**,1775,324,-,**,735,203,0,43.1,10,17,0,97.3,0,12,-,**,0,12,-,**,0,12,-,**
80914,324,153,-,**,54,39,-,**,241,130,-,**,29,22,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
80915,14959,769,9.3,2.7,1165,357,27.4,14.4,1605,422,12.9,9.1,5116,502,10.4,4.3,3058,381,3.4,2.8,1842,291,8.1,5.4,1071,242,5.8,8.6,1102,248,0,42.7
80916,26261,860,14.7,1.7,1959,341,41.3,13.9,3622,496,33.1,8.4,11928,665,10.1,2.1,4075,385,9.7,3.5,2809,372,10.8,3.4,1299,194,8.4,9.7,569,167,0,57.1
80917,23089,680,8.2,1.5,1379,267,13.1,9.6,2285,353,15.9,7.2,8005,526,8.7,2.7,4019,354,6.1,2.4,3628,323,3.5,2.1,2127,274,3.5,3.8,1646,187,0,20.2
80918,37041,926,8.2,1.2,2846,435,36.9,8.3,3762,423,11.7,4.5,12637,701,5.4,1.3,6707,370,6.7,1.8,5886,435,5.5,2,3075,259,5.5,4,2128,218,18.3,19
80919,22119,629,8,1.5,1439,237,20.7,11.1,1777,368,20.5,6.6,6205,439,6.1,2.3,4989,374,6,3.7,4463,367,6.3,3.1,2173,193,4.7,4.1,1073,159,0,52.8
80920,28353,735,6.9,1.3,2506,291,26.1,8.4,2160,343,9,6.1,9528,534,4.6,1.9,7068,479,4.8,1.6,4339,352,8.3,3.4,1727,242,5,5.7,1025,191,0,44.4
80921,13483,633,6.7,2,1099,258,34.1,19.6,712,208,12.1,9.9,4206,367,3.8,2.8,3286,322,3.7,2.6,2205,299,9.6,6.5,1090,302,11.7,14.5,885,244,-,**
80922,18810,719,7,1.7,1192,271,19.7,12,1196,254,19.7,10.8,9058,562,7.1,2.5,3629,360,3.6,2.6,2149,366,0,2.4,1179,214,0,10.8,407,131,-,**
80923,19035,714,5.7,2.1,1235,326,18.6,12.4,1146,305,5,7.4,9959,626,6.4,3.8,3757,430,2.2,2,1743,254,5.1,3.7,892,178,0,15.9,303,115,-,**
80924,2846,285,4.1,3.2,133,61,0,35.2,167,89,13,21.2,1564,195,0.9,1.5,523,161,2.4,3.4,409,110,17.9,20.3,8,14,-,**,42,37,-,**
80925,4363,551,9.9,3.3,394,148,35.8,21.4,272,154,0,22.3,1943,322,7,6.3,949,258,7.6,7.6,463,163,10.4,11.9,212,104,31.3,29.8,130,82,-,**
80926,960,218,0.5,1.5,12,20,0,88.8,52,59,0,67.2,226,122,1.7,5.1,209,107,0,21.9,251,128,0,23.3,151,66,0,32.4,59,39,0,68.8
80927,569,284,13.1,13.4,16,27,-,**,34,53,-,**,430,234,15,16.6,26,42,0,85.4,35,20,0,64.2,28,27,-,**,0,12,-,**
80928,986,226,7.7,4.8,37,22,26.7,37.2,38,25,0,82.3,272,147,9.1,8.4,219,89,9.8,11.5,296,119,5.7,7.7,87,41,0,57.1,37,23,0,100
80929,238,143,0,21.5,0,12,-,**,0,12,-,**,31,52,0,55.3,18,27,0,72.5,97,93,0,39.4,73,68,0,82.3,19,27,0,70.6
80930,835,454,6.9,9.1,79,74,46.2,53.8,56,78,0,41.1,320,275,8,15.3,140,88,0,27.7,61,50,0,47.5,109,75,0,60.4,70,71,0,49.3
80938,29,47,-,**,0,12,-,**,0,12,-,**,0,12,-,**,14,23,-,**,15,24,-,**,0,12,-,**,0,12,-,**
80939,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
80951,2886,335,7.5,5.8,124,100,0,88.8,277,125,0,16.4,1813,264,10.1,8.7,402,118,4.5,7.5,213,92,0,26.9,41,34,0,61.6,16,26,-,**
81001,23102,797,15,2.8,1766,280,34.7,13.7,2651,304,23,7.8,7127,486,15.5,4.2,3344,293,8.1,4.2,3796,302,4.8,2.5,2144,274,7,6.9,2274,263,17.8,27.8
81003,11942,727,14.5,3.4,866,211,49.1,21.6,865,163,24.1,9.9,4443,463,8.9,3.4,2051,280,13.5,10,1755,258,15.3,8.9,896,114,6.6,8.1,1066,155,0,41.1
81004,19852,620,13.7,2.3,1333,217,55.8,16.3,1946,283,16.1,8,5916,369,13.7,3.3,3677,333,6.9,2.8,3197,281,9.2,3.9,1770,232,0,9.3,2013,206,0,27.1
81005,24240,611,8.8,1.9,1707,256,27.4,11.9,1584,327,16.7,11.4,6771,542,7.4,3.2,4370,389,6.7,2.9,3942,329,3.9,3.3,2823,248,9.6,9,3043,248,5.6,10.7
81006,9725,552,10,2.6,822,173,31.4,16.9,641,158,16.4,12,2411,238,6,4.1,2078,289,9.3,4.5,1597,199,11.6,7.7,1175,142,0,14.5,1001,133,0,60.4
81007,22160,669,7.2,1.5,1581,228,23.6,9.7,1662,275,6.3,2.8,7006,469,6.6,2.6,4262,322,6.1,2.6,4091,349,6.2,3,2198,238,4.8,5.5,1360,197,0,45.4
81008,8404,575,8.5,3,417,130,16.4,18.5,691,224,13.3,12.1,3150,484,8.8,4.8,1500,249,7.4,5,1238,244,6.3,7.2,885,131,0,14.3,523,125,0,64.2
81019,1068,294,12.8,9.1,125,120,0,48.1,23,36,100,64.2,402,190,10.5,9.9,121,83,0,32.1,171,88,15.5,22.4,206,145,-,**,20,33,-,**
81020,964,175,7.7,4.6,96,50,8.6,19.3,52,34,24.5,28.8,224,86,1.7,2.7,84,41,18.6,24.9,243,72,3.3,5.6,157,63,9.8,16.2,108,42,-,**
81021,7,7,0,100,0,12,-,**,0,12,-,**,5,7,0,100,0,12,-,**,0,12,-,**,2,4,-,**,0,12,-,**
81022,1075,222,13.8,10.4,70,45,50,48.3,145,86,15.9,14.1,199,87,4.3,6.9,193,87,14.2,20.1,153,84,16.7,20,181,100,0,48.1,134,82,0,85.4
81023,1009,242,3.7,4.3,76,58,0,61.6,66,56,0,37.9,217,89,6.6,10.5,211,103,0,18.9,295,106,7.3,12,79,59,0,48.7,65,47,-,**
81024,64,34,18.9,28,0,12,-,**,0,12,-,**,8,13,-,**,10,15,-,**,40,35,22.6,30.1,0,12,-,**,6,11,0,100
81025,841,175,12.2,8.1,66,46,0,92.8,68,38,15.3,22.4,205,95,18.5,16.2,104,54,14.7,15.3,137,79,0,44,164,57,0,46.4,97,53,0,100
81027,113,30,13.2,14,4,6,-,**,12,14,60,50,20,14,0,82.3,23,14,26.1,33.2,22,11,0,85.4,14,7,0,92.8,18,13,0,100
81029,283,68,3.4,4.9,22,19,0,100,12,11,0,100,38,18,0,54.4,59,26,0,44.4,49,22,16.7,19.1,48,23,0,72.5,55,21,0,100
81030,71,36,12.5,13.9,2,3,-,**,9,17,-,**,26,23,11.5,22,6,5,16.7,37.7,21,17,14.3,38,2,3,0,100,5,6,0,100
81033,346,192,14.7,15.2,24,31,100,76.9,30,42,0,100,136,136,25,42.2,70,62,0,37,58,32,0,53.6,15,14,0,100,13,11,-,**
81036,782,102,3.9,3.5,101,40,19.4,22.6,64,52,0,44.9,176,51,4.4,5.9,183,49,0.7,2.3,110,35,1.3,3.3,88,31,0,47.5,60,19,0,100
81038,315,263,0,79.5,0,12,-,**,0,12,-,**,218,144,0,79.5,49,83,-,**,27,53,-,**,21,41,-,**,0,12,-,**
81039,1292,137,7.8,4.2,69,32,71.4,42.4,46,36,26.2,25.7,366,81,4.4,5.1,213,65,6.2,7.7,167,55,7.1,8.2,212,57,0,54.4,219,65,0,100
81040,609,179,0,9.4,35,45,0,100,0,12,-,**,158,103,0,26.9,124,93,0,30.6,195,119,0,20.9,97,66,-,**,0,12,-,**
81041,611,129,8.8,5.3,64,37,16.7,22.1,46,39,12.5,16.3,160,64,9.4,11.4,178,85,5.6,7.2,95,35,12.7,12.2,26,20,0,85.4,42,23,0,97.3
81043,51,30,0,53.6,3,4,0,100,0,12,-,**,12,13,0,88.8,15,20,0,79.5,3,5,-,**,16,17,0,100,2,3,0,100
81044,240,95,1.9,3,8,12,50,50,1,3,0,100,68,51,0,38.8,55,38,3.2,10.4,52,41,0,44.9,26,20,0,100,30,21,0,100
81045,56,23,4.5,5.9,3,4,0,100,2,4,0,100,13,9,0,85.4,10,9,20,28.6,17,14,0,79.5,8,11,0,100,3,3,-,**
81047,1113,141,5,2.8,59,28,39.4,38.8,81,45,0,35.8,221,55,4.4,4.3,269,63,1.4,1.9,194,53,8.2,7.3,141,45,0,36.4,148,62,0,92.8
81049,281,70,1.7,2.4,37,27,0,74.6,6,10,0,100,70,37,0,37.3,41,17,7.7,10.7,32,21,0,62.8,57,24,0,67.2,38,17,0,100
81050,8063,267,11.8,2.9,684,125,23.7,14.4,637,122,22.7,15.8,2284,169,17.7,6.5,1435,150,1.1,1.8,1396,154,1.7,2.2,779,117,10.3,14.7,848,122,35.6,34.7
81052,7259,219,7.7,2.6,661,112,25.7,15.8,616,84,10.3,7.3,2233,107,9.1,4.5,1171,114,3.7,2.7,1187,86,4.6,4.7,731,68,0,14,660,78,0,27.1
81054,4199,231,20.8,6.6,194,87,10.7,21.8,286,112,50.3,25.6,1679,200,15.1,13,686,113,17,14.1,648,75,22.5,16.4,403,66,0,40.1,303,46,30,38.1
81055,1266,168,8,5.9,45,39,0,79.5,20,28,0,100,158,69,13.2,16.2,225,62,14.8,16.8,281,76,3.4,5.6,342,78,0,28.1,195,79,0,100
81057,356,113,1.6,3,43,34,0,100,17,14,0,100,109,59,3.7,7.3,86,48,0,37.3,42,25,0,67.2,6,7,0,100,53,27,0,100
81058,936,365,9.9,6,79,43,17.9,27,30,32,28.6,45.5,291,253,17.2,12.5,213,85,7.1,9.4,133,50,0,37,91,30,2.9,5.8,99,41,0,100
81059,271,204,7.6,10.7,14,18,0,100,13,23,0,100,178,163,13.7,19.7,25,25,0,82.3,20,15,0,74.6,9,9,0,100,12,14,0,100
81062,1668,248,36,15.8,84,49,50,50,227,90,52.9,32,840,180,39.6,26.9,260,78,0,37.9,127,55,25,32.6,99,47,0,100,31,24,-,**
81063,2235,306,16.6,12.5,161,106,11.3,13.6,95,57,5.9,14.4,853,201,17.9,16.6,444,96,5.4,5.9,314,55,43.2,34.3,185,44,0,88.8,183,45,0,100
81064,268,60,0.5,1.2,31,19,0,88.8,10,11,0,97.3,77,35,0,37,62,27,1.9,4.4,32,15,0,60.4,38,25,0,74.6,18,10,0,100
81067,4521,230,15.2,4.5,353,98,55.9,23.3,296,116,45.5,23.4,1156,153,16.6,6.7,742,118,4,5.2,788,138,2,2.9,716,95,11.6,12.7,470,86,0,36.7
81069,1490,237,10.1,8.8,80,48,58.3,52.2,19,16,0,97.3,259,109,0,15.4,261,96,0,20.4,430,152,16,16.9,249,128,0,45.4,192,78,-,**
81071,222,45,0,23.3,15,10,0,100,4,4,0,100,71,23,0,44.4,45,16,0,48.1,20,12,0,70.6,40,21,0,82.3,27,13,0,100
81073,1456,100,1.9,1.5,48,22,0,68.8,54,26,13.5,18.8,389,59,1.8,2.4,217,42,0,16.8,305,42,2.6,3.6,192,36,0,37,251,40,0,92.8
81076,506,161,15,15.8,43,42,66.7,48.7,79,59,35.9,45.9,67,46,25,25.6,129,64,0,37.3,116,42,1.3,3.5,36,22,0,92.8,36,23,-,**
81077,348,110,4.5,6.3,20,17,0,68.8,27,24,0,64.2,78,44,12.2,14.8,74,52,0,44,70,42,0,55.3,36,30,0,100,43,31,-,**
81081,64,29,10,15.7,0,12,-,**,0,12,-,**,3,5,100,100,20,14,0,82.3,15,16,0,85.4,18,19,-,**,8,12,-,**
81082,10157,279,9,2.3,660,79,24.6,16.5,801,93,10.1,6.4,2680,152,6.3,3.1,2019,92,10.2,5.3,1840,105,9.8,6.1,1151,94,4.6,6.9,1006,58,3.9,7.2
81084,75,31,0,49.3,11,10,-,**,3,5,0,100,10,9,0,100,18,14,0,74.6,12,9,0,92.8,12,12,0,100,9,8,-,**
81087,94,34,5.9,9.8,2,3,-,**,0,12,-,**,34,20,11.8,16.6,19,15,0,70.6,15,15,0,79.5,2,4,-,**,22,16,-,**
81089,3528,214,14.7,5.3,125,87,20.8,45.1,257,118,19.6,16.1,962,134,14.2,15.5,503,125,25.2,10.8,637,137,2.7,4.8,460,91,13.4,17,584,87,0,68.8
81090,921,115,3.8,2.3,95,34,0,41.1,24,16,0,70.6,227,65,6,4.6,157,41,6.4,5.9,133,38,0,33.2,137,34,0,44.4,148,43,0,67.2
81091,701,132,9.8,6.3,38,33,0,100,49,45,35.7,27.5,133,54,8.3,8.8,108,49,8.7,12,187,63,4.2,7.2,148,50,7.9,11.5,38,20,-,**
81092,650,131,7.7,5.7,37,21,22.2,37,60,42,16.7,25.4,187,72,0.6,1.3,177,52,10.5,9,109,50,7.8,11.7,35,24,0,100,45,26,0,100
81101,11609,204,10.6,3.1,1556,244,19.7,12,1271,237,20.5,12.5,3451,182,11,6.3,2044,102,5.6,3.9,1653,108,2.8,3.7,999,79,0,15.9,635,80,0,48.1
81120,1575,172,10.2,4,40,27,0,100,105,45,63.8,32.4,433,104,9.2,8.7,310,86,2.7,3,331,63,6.2,5.3,209,54,0,54.4,147,41,0,68.8
81121,168,66,12.9,14.6,0,12,-,**,22,24,9.1,19.6,16,16,36.4,57.2,29,20,0,62.8,73,34,17.1,20.7,20,17,0,100,8,12,-,**
81122,6008,595,6.9,2.9,316,110,35.2,28.8,187,79,5.2,9.4,1944,323,5.4,3,1390,231,2.7,2.3,1279,211,7.5,8.9,471,119,41.2,41,421,115,-,**
81123,769,167,10.6,8.2,102,59,0,45.4,63,50,9.5,16.9,159,85,17.6,17.2,126,57,6.1,10.4,138,61,14.5,23.1,110,49,8.3,12.4,71,41,0,88.8
81124,91,58,0,38.2,0,12,-,**,30,31,0,56.2,13,19,0,85.4,12,21,0,100,15,21,0,79.5,21,25,-,**,0,12,-,**
81125,2573,191,5.7,2.6,251,63,14.4,13.8,269,47,3.5,5.5,859,147,6,4.6,430,85,4.1,3.8,398,80,6.3,5.9,138,53,0,55.3,228,52,0,72.5
81126,147,60,0,37,13,12,0,85.4,0,12,-,**,31,30,0,55.3,0,12,-,**,22,33,-,**,68,40,0,61.6,13,15,-,**
81128,57,40,0,65.6,0,12,-,**,0,12,-,**,15,24,0,79.5,5,7,-,**,11,15,-,**,17,18,0,100,9,14,-,**
81129,168,83,0,38.8,9,13,-,**,15,21,0,79.5,34,22,0,100,26,27,0,100,49,30,0,52,11,15,-,**,24,27,-,**
81130,667,110,1.1,2.7,7,7,0,100,35,23,0,57.1,60,35,0,41.5,111,38,4.7,11.3,179,55,0,25.8,195,66,0,38.8,80,28,0,100
81131,923,133,13.7,5.8,40,24,37.5,43.5,6,13,0,100,193,66,22.3,16.3,206,63,10,10.9,240,66,8.6,8.6,220,53,6.1,8.3,18,14,-,**
81132,2414,276,9,3.2,159,68,48.1,40.9,169,72,27.2,21.1,682,163,7,6.3,521,113,3.5,2.9,440,104,10.2,8.4,269,66,2.2,6,174,64,0,46.9
81133,833,171,18.6,11.6,95,64,53.4,50,83,53,0,38.2,87,51,19.7,23.5,182,82,18.3,16.8,183,75,0,30.1,132,60,61.5,51.7,71,33,0,92.8
81136,164,54,13.7,13.9,12,12,-,**,11,9,54.5,42.3,36,20,23.5,31.2,25,20,0,82.3,36,22,0,60.4,33,17,0,100,11,15,-,**
81137,4353,345,7.7,2.3,400,88,22.8,13.6,382,117,18.4,15.1,1144,194,7.9,4.4,1069,134,3.9,2.5,794,136,4.5,3.5,375,73,9,10.6,189,58,0,100
81138,63,60,0,100,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,51,59,-,**,0,12,-,**,12,20,0,100
81140,1909,212,10.6,4.8,188,60,55,26.9,204,63,11.6,10.8,426,99,3.9,4.9,391,98,3.9,5.1,243,71,18.5,21.6,200,60,0,52.8,257,55,0,70.6
81141,1002,131,5.7,3.1,111,43,30,32.9,56,28,9.5,14.6,361,83,5.3,5.5,148,47,0,27.3,154,43,2.6,4.4,91,30,0,61.6,81,35,0,100
81143,472,104,9.2,7,21,19,0,97.3,21,17,50,50,48,38,13.3,19.6,118,53,4.5,8.6,179,66,10.1,13,65,23,0,76.9,20,17,-,**
81144,5724,296,8.1,3.1,419,142,2,3.3,406,126,16.3,16.5,1607,205,6.5,4.3,1143,120,12.4,7.7,1046,124,1.7,2.7,518,87,0,37.6,585,79,0,64.2
81146,545,136,0.6,1.1,54,41,0,62.8,23,19,0,64.2,131,59,1.9,3.5,77,42,0,36.1,169,68,0,25.4,45,26,0,100,46,29,-,**
81147,9522,213,10.8,3.4,843,245,8.6,13.9,449,198,22.6,22.5,2019,227,7.5,5.5,1877,158,11.9,5.8,2319,102,11,5.4,1251,53,13.7,19.6,764,60,0,48.1
81148,360,77,11.7,8,53,23,23.1,20.2,19,19,71.4,42.3,138,56,3.7,5.4,41,24,5.3,8.5,54,26,0,74.6,37,20,0,100,18,14,-,**
81149,874,135,8.8,6,37,32,0,70.6,31,26,0,61.6,182,62,7.1,8.1,191,61,12.2,11.9,237,71,11.8,15.6,160,55,4.5,7.6,36,23,-,**
81151,1113,171,6.4,3.8,74,41,43.8,56,92,44,6,9.7,291,95,7.4,8.7,206,59,3.2,5.6,217,69,5,5.1,140,57,5.6,10,93,38,0,100
81152,1060,171,17.6,10.6,68,66,0,55.3,12,16,0,100,267,103,36.1,18.2,202,71,0,24.6,192,59,0,36.4,179,43,0,58.2,140,38,-,**
81154,1146,216,13.2,9,125,82,10.4,21.8,95,76,61.1,41.3,252,99,3.5,5.7,80,39,0,44.4,227,71,0,28.5,235,70,0,50.6,132,53,-,**
81155,221,76,6,9.2,0,12,-,**,0,12,-,**,19,20,0,70.6,38,30,0,60.4,97,44,12.7,20,48,30,0,61.6,19,15,0,100
81201,7491,354,7,2.6,377,108,0,28.3,459,137,13.2,14.1,2113,215,8.9,3.9,1374,206,7.7,5.6,1438,189,2.2,2.6,908,112,0,16.4,822,127,0,58.2
81210,265,134,0,38.5,13,21,-,**,0,12,-,**,16,25,0,76.9,30,34,0,100,70,57,0,49.3,108,74,-,**,28,35,-,**
81211,6183,408,8.2,5.2,164,97,33.7,36.2,320,127,27.3,21,1921,271,1.6,2.6,1069,183,2.4,2.8,1260,191,12.3,12.3,965,122,21.7,29.2,484,107,0,44
81212,26109,592,7,1.7,1050,165,26.6,14.7,1938,230,7.9,6.2,8902,395,5.8,2.3,4774,297,5.8,2.6,4041,254,4.3,3.1,2840,169,9.2,6.4,2564,169,21.1,29.4
81220,127,64,0,43.1,0,12,-,**,17,41,-,**,0,12,-,**,18,41,0,72.5,56,36,0,61.6,32,24,0,100,4,10,-,**
81221,211,60,14.1,11.9,3,5,-,**,3,4,0,100,31,20,13.3,20.9,47,30,11.8,20.6,49,29,12.5,23.2,34,27,66.7,66.7,44,30,-,**
81222,175,78,14.1,14.8,11,18,0,100,0,12,-,**,54,32,0,47.5,37,42,69.2,31.8,59,43,0,46.4,7,11,0,100,7,12,-,**
81223,1402,259,5.2,6.1,72,49,-,**,20,20,12.5,30,199,113,20.8,30.4,339,127,3,4.9,390,137,0,30.1,289,95,0,41.1,93,65,-,**
81224,2842,286,6.5,3.4,133,78,5.5,9.6,107,71,30.5,26.8,1376,227,5.4,4.6,620,138,5.7,5.5,443,120,5.2,7.3,119,70,0,54.4,44,41,-,**
81225,707,194,6.7,6.9,9,15,0,100,84,68,29.8,40.6,284,101,5.6,7.7,150,90,0,22,106,50,0,35.2,52,41,0,53.6,22,25,-,**
81226,7933,438,10.3,4.2,419,136,27.3,26.4,429,166,13.1,14.3,3439,414,9.6,7.4,1443,192,9.2,6,1049,190,3.8,3.5,683,134,9.4,18,471,118,0,92.8
81227,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81230,7740,427,6,2.2,792,177,22.5,19.2,1457,189,11.4,7.7,2548,291,3,3,1041,158,0.6,1,1102,129,5.6,4.2,480,105,5.3,8.3,320,79,0,85.4
81231,657,194,36.1,10.8,567,199,38.5,11.2,90,39,20.5,28.6,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81232,66,57,32.3,32.1,10,17,100,97.3,0,12,-,**,4,9,0,100,6,12,0,100,0,12,-,**,0,12,-,**,46,51,0,92.8
81233,1063,202,7.5,7.9,7,13,0,100,103,89,0,37.6,125,67,23.2,25.8,124,60,0,30.4,358,115,5.3,8.6,226,78,0,49.9,120,63,0,97.3
81235,591,109,4.4,4.5,1,2,-,**,9,10,0,100,113,67,2.3,4.5,133,56,13.4,14.6,175,70,0,29,114,39,0,48.1,46,30,0,100
81236,872,194,6.8,9.5,12,20,0,88.8,0,12,-,**,101,70,0,28.5,195,135,19.1,22.4,241,104,0,29.4,161,70,0,61.6,162,84,-,**
81237,72,69,28.1,39.7,0,12,-,**,0,12,-,**,0,12,-,**,45,60,35.6,59.3,12,19,0,88.8,0,12,-,**,15,22,-,**
81239,41,52,0,55.3,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,41,52,0,55.3,0,12,-,**,0,12,-,**
81240,3221,302,4.8,3,205,86,35.1,47.5,47,46,0,52.8,829,187,8.7,6.8,541,137,0.5,0.8,756,153,0,7.8,527,159,15.3,24.2,316,107,0,68.8
81241,71,38,0,100,0,12,-,**,0,12,-,**,2,3,-,**,5,9,-,**,28,27,0,100,11,11,0,100,25,25,-,**
81242,769,189,10.5,7,109,85,18.3,34.3,83,61,0,32.9,160,84,15.2,20.4,154,78,10.4,13.2,123,52,12.5,21.1,54,32,0,67.2,86,59,0,92.8
81243,64,36,16,24.9,0,12,-,**,0,12,-,**,14,16,28.6,54.5,0,12,-,**,21,20,0,92.8,29,27,-,**,0,12,-,**
81244,208,69,15.5,20.1,0,12,-,**,16,26,100,76.9,101,50,0,31.4,16,18,0,100,38,29,0,100,23,18,100,100,14,12,-,**
81248,33,49,0,53.6,0,12,-,**,0,12,-,**,33,49,0,53.6,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81251,71,54,0,43.1,6,13,-,**,0,12,-,**,31,34,0,55.3,24,29,0,97.3,10,15,0,97.3,0,12,-,**,0,12,-,**
81252,3217,199,17.8,8.9,178,86,20.7,31.9,107,61,9.4,16.2,520,143,5.5,5.6,678,177,34,22.2,952,188,16.9,14,493,114,0,29.7,289,106,0,76.9
81253,366,125,0,15.4,13,18,-,**,0,12,-,**,64,69,0,38.5,91,77,0,43.5,109,56,0,33.5,22,23,0,82.3,67,47,-,**
81301,24195,586,6.2,1.5,2039,248,23.4,8,2998,212,11.4,4.5,8019,429,4.2,2.4,3877,304,1.2,0.9,3875,260,6.3,3,2038,188,4.1,6.9,1349,150,0,43.1
