City_x,County,Zipcode,Total Population 2014,Total Population 2014 Margin of Error,Total Unemployment 2014,Total Unemployment 2014 margin of Error,Age Group 16-19 2014,Age Group 16-19 2014 Margin of Error,Age Group 16-19 2014 Unemployment,Age Group 16-19 2014 Unemployment Margin of Error,Age Group 20-24 2014,Age Group 20-24 2014 Margin of Error,Age Group 20-24 2014 Unemployment,Age Group 20-24 2014 Unemployment Margin of Error,Age Group 25-44 2014,Age Group 25-44 2014 Margin of Error,Age Group 25-44 2014 Unemployment,Age Group 25-44 2014 Unemployment Margin of Error,Age Group 45-54 2014,Age Group 45-54 2014 Margin of Error,Age Group 45-54 2014 Unemployment,Age Group 45-54 2014 Unemployment Margin of Error,Age Group 55-64 2014,Age Group 55-64 2014 Margin of Error,Age Group 55-64 2014 Unemployment,Age Group 55-64 2014 Unemployment Margin of Error,Age Group 65-74 2014,Age Group 65-74 2014 Margin of Error,Age Group 65-74 2014 Unemployment,Age Group 65-74 2014 Unemployment Margin of Error,Age Group 75+ 2014,Age Group 75+ 2014 Margin of Error,Age Group 75+ 2014 Unemployment,Age Group 75+ 2014 Unemployment Margin of Error,License,Street,City_y
Aurora,Arapahoe,80012,36900.0,1039.0,11.9,1.3,2285.0,353.0,48.3,10.4,3690.0,499.0,16.6,5.3,14310.0,720.0,9.9,2,5816.0,482.0,7.8,2.7,5680.0,419.0,9.7,3.6,2773.0,275.0,8.2,5.1,2346.0,236.0,0.0,21.5,402R-00297,350 South Potomac Street,Aurora
Aurora,Arapahoe,80013,54395.0,1078.0,8.5,0.9,3828.0,443.0,29.8,8.7,4315.0,474.0,13.0,4.2,22448.0,658.0,7.2,1.2,10489.0,606.0,6.2,1.8,8590.0,625.0,7.1,1.9,3364.0,267.0,9.1,5.4,1361.0,210.0,0.0,30.7,402R-00377,19151 East Quincy Avenue,Aurora
Aurora,Arapahoe,80013,54395.0,1078.0,8.5,0.9,3828.0,443.0,29.8,8.7,4315.0,474.0,13.0,4.2,22448.0,658.0,7.2,1.2,10489.0,606.0,6.2,1.8,8590.0,625.0,7.1,1.9,3364.0,267.0,9.1,5.4,1361.0,210.0,0.0,30.7,402R-00275,16840 East Iliff Avenue,Aurora
Aurora,Arapahoe,80014,31373.0,879.0,9.2,1.4,1437.0,267.0,38.7,13.9,2177.0,347.0,13.6,6.5,10116.0,705.0,7.9,2.3,4723.0,466.0,6.7,2.5,5158.0,446.0,9.3,2.7,3779.0,362.0,5.1,3.5,3983.0,370.0,3.1,4.9,402R-00296,1901 South Havana Street,Aurora
Aurora,Arapahoe,80014,31373.0,879.0,9.2,1.4,1437.0,267.0,38.7,13.9,2177.0,347.0,13.6,6.5,10116.0,705.0,7.9,2.3,4723.0,466.0,6.7,2.5,5158.0,446.0,9.3,2.7,3779.0,362.0,5.1,3.5,3983.0,370.0,3.1,4.9,402R-00317,"11002 East Yale Avenue, Unit A",Aurora
Aurora,Arapahoe,80014,31373.0,879.0,9.2,1.4,1437.0,267.0,38.7,13.9,2177.0,347.0,13.6,6.5,10116.0,705.0,7.9,2.3,4723.0,466.0,6.7,2.5,5158.0,446.0,9.3,2.7,3779.0,362.0,5.1,3.5,3983.0,370.0,3.1,4.9,402R-00579,16821 East Iliff Avenue,Aurora
Aurora,Arapahoe,80014,31373.0,879.0,9.2,1.4,1437.0,267.0,38.7,13.9,2177.0,347.0,13.6,6.5,10116.0,705.0,7.9,2.3,4723.0,466.0,6.7,2.5,5158.0,446.0,9.3,2.7,3779.0,362.0,5.1,3.5,3983.0,370.0,3.1,4.9,402R-00300,3179 South Peoria Court,Aurora
Aurora,Arapahoe,80015,48787.0,910.0,7.0,0.9,4074.0,352.0,32.5,7.3,3155.0,404.0,12.1,4.1,19093.0,636.0,5.8,1.2,10283.0,497.0,4.3,1.5,7967.0,547.0,5.1,1.9,2873.0,247.0,5.7,3.5,1342.0,211.0,0.0,26.7,402R-00364,19005 East Quincy Avenue,Aurora
Aurora,Arapahoe,80015,48787.0,910.0,7.0,0.9,4074.0,352.0,32.5,7.3,3155.0,404.0,12.1,4.1,19093.0,636.0,5.8,1.2,10283.0,497.0,4.3,1.5,7967.0,547.0,5.1,1.9,2873.0,247.0,5.7,3.5,1342.0,211.0,0.0,26.7,402R-00305,"4343 South Buckley Road, Unit E",Aurora
Aurora,Arapahoe,80015,48787.0,910.0,7.0,0.9,4074.0,352.0,32.5,7.3,3155.0,404.0,12.1,4.1,19093.0,636.0,5.8,1.2,10283.0,497.0,4.3,1.5,7967.0,547.0,5.1,1.9,2873.0,247.0,5.7,3.5,1342.0,211.0,0.0,26.7,402R-00666,19370 East Quincy Avenue,Aurora
Aurora,Arapahoe,80016,34062.0,753.0,4.4,0.9,2685.0,356.0,18.2,8.4,2378.0,331.0,7.4,3.9,12804.0,497.0,3.6,1.2,7095.0,464.0,3.3,1.6,4401.0,402.0,3.4,1.8,3482.0,342.0,3.6,3.4,1217.0,176.0,0.0,25.7,402R-00304,6260 South Gun Club Road,Aurora
Aurora,Arapahoe,80016,34062.0,753.0,4.4,0.9,2685.0,356.0,18.2,8.4,2378.0,331.0,7.4,3.9,12804.0,497.0,3.6,1.2,7095.0,464.0,3.3,1.6,4401.0,402.0,3.4,1.8,3482.0,342.0,3.6,3.4,1217.0,176.0,0.0,25.7,402R-00316,14655 East Arapahoe Road,Aurora
Aurora,Arapahoe,80017,25316.0,825.0,11.1,1.6,1779.0,313.0,43.9,17.9,2595.0,426.0,18.3,7,10918.0,634.0,9.1,1.9,4157.0,454.0,8.7,3.9,3701.0,447.0,8.9,3.2,1646.0,227.0,5.0,5.6,520.0,184.0,0.0,42.8,402R-00307,1712 South Chambers Road,Aurora
Commerce City,Adams,80022,31916.0,725.0,8.9,1.6,2593.0,382.0,31.5,8.8,2367.0,404.0,20.7,6.9,13749.0,567.0,5.3,2.1,5163.0,484.0,9.2,3.2,4540.0,401.0,6.7,3.1,2235.0,275.0,3.7,3.9,1269.0,190.0,0.0,55.1,402R-00655,5846 Dahlia Street,Commerce City
Commerce City,Adams,80022,31916.0,725.0,8.9,1.6,2593.0,382.0,31.5,8.8,2367.0,404.0,20.7,6.9,13749.0,567.0,5.3,2.1,5163.0,484.0,9.2,3.2,4540.0,401.0,6.7,3.1,2235.0,275.0,3.7,3.9,1269.0,190.0,0.0,55.1,402R-00688,5301 Vasquez Boulevard Unit 101,Commerce City
Commerce City,Adams,80022,31916.0,725.0,8.9,1.6,2593.0,382.0,31.5,8.8,2367.0,404.0,20.7,6.9,13749.0,567.0,5.3,2.1,5163.0,484.0,9.2,3.2,4540.0,401.0,6.7,3.1,2235.0,275.0,3.7,3.9,1269.0,190.0,0.0,55.1,402R-00712,5715 Fairfax Street,Commerce City
Commerce City,Adams,80022,31916.0,725.0,8.9,1.6,2593.0,382.0,31.5,8.8,2367.0,404.0,20.7,6.9,13749.0,567.0,5.3,2.1,5163.0,484.0,9.2,3.2,4540.0,401.0,6.7,3.1,2235.0,275.0,3.7,3.9,1269.0,190.0,0.0,55.1,402R-00774,5385 Quebec Street,Commerce City
Commerce City,Adams,80022,31916.0,725.0,8.9,1.6,2593.0,382.0,31.5,8.8,2367.0,404.0,20.7,6.9,13749.0,567.0,5.3,2.1,5163.0,484.0,9.2,3.2,4540.0,401.0,6.7,3.1,2235.0,275.0,3.7,3.9,1269.0,190.0,0.0,55.1,402R-00577,5844 Dahlia Street,Commerce City
Commerce City,Adams,80022,31916.0,725.0,8.9,1.6,2593.0,382.0,31.5,8.8,2367.0,404.0,20.7,6.9,13749.0,567.0,5.3,2.1,5163.0,484.0,9.2,3.2,4540.0,401.0,6.7,3.1,2235.0,275.0,3.7,3.9,1269.0,190.0,0.0,55.1,402R-00550,5433 Quebec Street,Commerce City
Lafayette,Boulder,80026,21918.0,509.0,7.5,1.7,1300.0,267.0,17.8,16.5,1643.0,322.0,13.5,6.5,7968.0,474.0,4.3,1.7,4147.0,366.0,9.7,4,4030.0,314.0,9.4,3.5,1646.0,227.0,3.4,3.4,1184.0,234.0,0.0,20.7,402R-00703,1669 Coal Creek Drive,Lafayette
Lafayette,Boulder,80026,21918.0,509.0,7.5,1.7,1300.0,267.0,17.8,16.5,1643.0,322.0,13.5,6.5,7968.0,474.0,4.3,1.7,4147.0,366.0,9.7,4,4030.0,314.0,9.4,3.5,1646.0,227.0,3.4,3.4,1184.0,234.0,0.0,20.7,402R-00215,"400 West South Boulder Road, Suite 2700",Lafayette
Lafayette,Boulder,80026,21918.0,509.0,7.5,1.7,1300.0,267.0,17.8,16.5,1643.0,322.0,13.5,6.5,7968.0,474.0,4.3,1.7,4147.0,366.0,9.7,4,4030.0,314.0,9.4,3.5,1646.0,227.0,3.4,3.4,1184.0,234.0,0.0,20.7,402R-00678,1325 South Public Road,Lafayette
Louisville,Boulder,80027,24806.0,316.0,4.4,0.9,1611.0,225.0,15.7,10,1738.0,319.0,3.5,3,8825.0,407.0,2.2,1.1,5681.0,369.0,5.2,1.9,4390.0,341.0,6.7,2.5,1396.0,207.0,5.9,5.7,1165.0,228.0,0.0,69.9,402R-00203,"1100 West Dillon Road, Unit D-3",Louisville
Louisville,Boulder,80027,24806.0,316.0,4.4,0.9,1611.0,225.0,15.7,10,1738.0,319.0,3.5,3,8825.0,407.0,2.2,1.1,5681.0,369.0,5.2,1.9,4390.0,341.0,6.7,2.5,1396.0,207.0,5.9,5.7,1165.0,228.0,0.0,69.9,402R-00214,"1156 West Dillon Road, Unit 3",Louisville
Wheat Ridge,Jefferson,80033,20721.0,607.0,8.9,1.9,1050.0,223.0,29.0,17.3,1227.0,343.0,22.6,12,6795.0,534.0,6.5,2.4,3469.0,368.0,6.6,3.1,3410.0,360.0,9.9,3.2,2059.0,248.0,7.3,7.2,2711.0,345.0,0.0,20.2,402R-00763,10185 West 49th Avenue,Wheat Ridge
Wheat Ridge,Jefferson,80033,20721.0,607.0,8.9,1.9,1050.0,223.0,29.0,17.3,1227.0,343.0,22.6,12,6795.0,534.0,6.5,2.4,3469.0,368.0,6.6,3.1,3410.0,360.0,9.9,3.2,2059.0,248.0,7.3,7.2,2711.0,345.0,0.0,20.2,402R-00154,4800 Lamar Street,Wheat Ridge
Wheat Ridge,Jefferson,80033,20721.0,607.0,8.9,1.9,1050.0,223.0,29.0,17.3,1227.0,343.0,22.6,12,6795.0,534.0,6.5,2.4,3469.0,368.0,6.6,3.1,3410.0,360.0,9.9,3.2,2059.0,248.0,7.3,7.2,2711.0,345.0,0.0,20.2,402R-00184,9085 West 44th Avenue,Wheat Ridge
Wheat Ridge,Jefferson,80033,20721.0,607.0,8.9,1.9,1050.0,223.0,29.0,17.3,1227.0,343.0,22.6,12,6795.0,534.0,6.5,2.4,3469.0,368.0,6.6,3.1,3410.0,360.0,9.9,3.2,2059.0,248.0,7.3,7.2,2711.0,345.0,0.0,20.2,402R-00153,4845 Van Gordon Street,Wheat Ridge
Englewood,Arapahoe,80110,17247.0,653.0,9.6,2.5,882.0,195.0,36.9,22.2,1750.0,260.0,13.6,5.8,6770.0,464.0,7.7,2.9,2872.0,368.0,10.9,3.7,2576.0,332.0,6.9,3.4,1197.0,225.0,3.3,4,1200.0,142.0,0.0,34.1,402R-00757,2800 West Hampden Avenue,Sheridan
Englewood,Arapahoe,80110,17247.0,653.0,9.6,2.5,882.0,195.0,36.9,22.2,1750.0,260.0,13.6,5.8,6770.0,464.0,7.7,2.9,2872.0,368.0,10.9,3.7,2576.0,332.0,6.9,3.4,1197.0,225.0,3.3,4,1200.0,142.0,0.0,34.1,402R-00737,3926 South Federal Boulevard,Sheridan
Englewood,Arapahoe,80110,17247.0,653.0,9.6,2.5,882.0,195.0,36.9,22.2,1750.0,260.0,13.6,5.8,6770.0,464.0,7.7,2.9,2872.0,368.0,10.9,3.7,2576.0,332.0,6.9,3.4,1197.0,225.0,3.3,4,1200.0,142.0,0.0,34.1,402R-00652,5005 South Federal Boulevard,Englewood
Englewood,Arapahoe,80110,17247.0,653.0,9.6,2.5,882.0,195.0,36.9,22.2,1750.0,260.0,13.6,5.8,6770.0,464.0,7.7,2.9,2872.0,368.0,10.9,3.7,2576.0,332.0,6.9,3.4,1197.0,225.0,3.3,4,1200.0,142.0,0.0,34.1,402R-00743,3318 South Federal Boulevard,Sheridan
Englewood,Arapahoe,80110,17247.0,653.0,9.6,2.5,882.0,195.0,36.9,22.2,1750.0,260.0,13.6,5.8,6770.0,464.0,7.7,2.9,2872.0,368.0,10.9,3.7,2576.0,332.0,6.9,3.4,1197.0,225.0,3.3,4,1200.0,142.0,0.0,34.1,402R-00715,4444 South Federal Boulevard,Sheridan
Englewood,Arapahoe,80113,17433.0,563.0,7.9,1.7,826.0,189.0,9.7,9.6,1291.0,248.0,13.4,7.9,6030.0,396.0,6.9,2.1,3414.0,319.0,7.4,3.2,2914.0,285.0,8.0,3.6,1518.0,208.0,7.4,7.1,1440.0,226.0,14.3,15.5,402R-00659,4332 South Broadway,Englewood
Littleton,Jefferson,80123,36593.0,933.0,6.1,1.2,1988.0,261.0,19.8,7.9,2258.0,298.0,10.7,4.8,12339.0,733.0,4.8,1.5,7058.0,525.0,6.8,3,6607.0,431.0,4.5,2,3842.0,265.0,3.4,3.3,2501.0,240.0,4.1,7,402R-00380,7870 West Quincy Avenue,Denver
Littleton,Jefferson,80127,35056.0,825.0,5.2,0.9,2916.0,356.0,23.7,7.8,2295.0,333.0,6.9,4.3,10449.0,533.0,4.2,1.3,8364.0,496.0,2.3,1,6825.0,466.0,6.5,1.9,2766.0,236.0,3.8,3.3,1441.0,202.0,0.0,30.5,402R-00590,4550 South Kipling Street #4,Denver
Denver,Denver,80202,11183.0,903.0,6.4,2.9,280.0,152.0,32.8,26.7,1474.0,424.0,0.0,2.7,6112.0,780.0,4.5,2.4,1354.0,262.0,14.1,12.2,1154.0,206.0,14.7,15.6,563.0,155.0,22.1,22.2,246.0,100.0,0.0,48.8,402R-00081,"1617 Wazee Street, Unit B",Denver
Denver,Denver,80202,11183.0,903.0,6.4,2.9,280.0,152.0,32.8,26.7,1474.0,424.0,0.0,2.7,6112.0,780.0,4.5,2.4,1354.0,262.0,14.1,12.2,1154.0,206.0,14.7,15.6,563.0,155.0,22.1,22.2,246.0,100.0,0.0,48.8,402R-00027,"910 16th Street, Suite 805",Denver
Denver,Denver,80202,11183.0,903.0,6.4,2.9,280.0,152.0,32.8,26.7,1474.0,424.0,0.0,2.7,6112.0,780.0,4.5,2.4,1354.0,262.0,14.1,12.2,1154.0,206.0,14.7,15.6,563.0,155.0,22.1,22.2,246.0,100.0,0.0,48.8,402R-00068,1201 20th Street,Denver
Denver,Denver,80202,11183.0,903.0,6.4,2.9,280.0,152.0,32.8,26.7,1474.0,424.0,0.0,2.7,6112.0,780.0,4.5,2.4,1354.0,262.0,14.1,12.2,1154.0,206.0,14.7,15.6,563.0,155.0,22.1,22.2,246.0,100.0,0.0,48.8,402R-00070,1538 Wazee Street Suit 100,Denver
Denver,Denver,80202,11183.0,903.0,6.4,2.9,280.0,152.0,32.8,26.7,1474.0,424.0,0.0,2.7,6112.0,780.0,4.5,2.4,1354.0,262.0,14.1,12.2,1154.0,206.0,14.7,15.6,563.0,155.0,22.1,22.2,246.0,100.0,0.0,48.8,402R-00056,"403 16th Street, Suite 1",Denver
Denver,Denver,80202,11183.0,903.0,6.4,2.9,280.0,152.0,32.8,26.7,1474.0,424.0,0.0,2.7,6112.0,780.0,4.5,2.4,1354.0,262.0,14.1,12.2,1154.0,206.0,14.7,15.6,563.0,155.0,22.1,22.2,246.0,100.0,0.0,48.8,402R-00054,"1620 Market Street, Suite 5W",Denver
Denver,Denver,80202,11183.0,903.0,6.4,2.9,280.0,152.0,32.8,26.7,1474.0,424.0,0.0,2.7,6112.0,780.0,4.5,2.4,1354.0,262.0,14.1,12.2,1154.0,206.0,14.7,15.6,563.0,155.0,22.1,22.2,246.0,100.0,0.0,48.8,402R-00700,1995 Wewatta Street,Denver
Denver,Denver,80203,19556.0,794.0,4.6,1.3,77.0,58.0,46.7,53.3,2675.0,412.0,2.3,1.6,11546.0,745.0,4.9,1.7,1886.0,374.0,3.2,2.6,2023.0,360.0,5.9,3.3,969.0,192.0,8.7,14,380.0,129.0,0.0,44.7,402R-00237,"70 Broadway, Suite 50",Denver
Denver,Denver,80203,19556.0,794.0,4.6,1.3,77.0,58.0,46.7,53.3,2675.0,412.0,2.3,1.6,11546.0,745.0,4.9,1.7,1886.0,374.0,3.2,2.6,2023.0,360.0,5.9,3.3,969.0,192.0,8.7,14,380.0,129.0,0.0,44.7,402R-00142,"1 Broadway, Unit A-150",Denver
Denver,Denver,80203,19556.0,794.0,4.6,1.3,77.0,58.0,46.7,53.3,2675.0,412.0,2.3,1.6,11546.0,745.0,4.9,1.7,1886.0,374.0,3.2,2.6,2023.0,360.0,5.9,3.3,969.0,192.0,8.7,14,380.0,129.0,0.0,44.7,402R-00083,970 Lincoln Street,Denver
Denver,Denver,80203,19556.0,794.0,4.6,1.3,77.0,58.0,46.7,53.3,2675.0,412.0,2.3,1.6,11546.0,745.0,4.9,1.7,1886.0,374.0,3.2,2.6,2023.0,360.0,5.9,3.3,969.0,192.0,8.7,14,380.0,129.0,0.0,44.7,402R-00111,"3980 Franklin Street, Unit 101",Denver
Denver,Denver,80203,19556.0,794.0,4.6,1.3,77.0,58.0,46.7,53.3,2675.0,412.0,2.3,1.6,11546.0,745.0,4.9,1.7,1886.0,374.0,3.2,2.6,2023.0,360.0,5.9,3.3,969.0,192.0,8.7,14,380.0,129.0,0.0,44.7,402R-00112,1660 North Pearl Street,Denver
Denver,Denver,80203,19556.0,794.0,4.6,1.3,77.0,58.0,46.7,53.3,2675.0,412.0,2.3,1.6,11546.0,745.0,4.9,1.7,1886.0,374.0,3.2,2.6,2023.0,360.0,5.9,3.3,969.0,192.0,8.7,14,380.0,129.0,0.0,44.7,402R-00408,105 East 7th Avenue,Denver
Denver,Denver,80203,19556.0,794.0,4.6,1.3,77.0,58.0,46.7,53.3,2675.0,412.0,2.3,1.6,11546.0,745.0,4.9,1.7,1886.0,374.0,3.2,2.6,2023.0,360.0,5.9,3.3,969.0,192.0,8.7,14,380.0,129.0,0.0,44.7,402R-00479,745 East 6th Avenue,Denver
Denver,Denver,80203,19556.0,794.0,4.6,1.3,77.0,58.0,46.7,53.3,2675.0,412.0,2.3,1.6,11546.0,745.0,4.9,1.7,1886.0,374.0,3.2,2.6,2023.0,360.0,5.9,3.3,969.0,192.0,8.7,14,380.0,129.0,0.0,44.7,402R-00076,20 East 9th Avenue,Denver
Denver,Denver,80203,19556.0,794.0,4.6,1.3,77.0,58.0,46.7,53.3,2675.0,412.0,2.3,1.6,11546.0,745.0,4.9,1.7,1886.0,374.0,3.2,2.6,2023.0,360.0,5.9,3.3,969.0,192.0,8.7,14,380.0,129.0,0.0,44.7,402R-00769,1250 Grant Street,Denver
Denver,Denver,80203,19556.0,794.0,4.6,1.3,77.0,58.0,46.7,53.3,2675.0,412.0,2.3,1.6,11546.0,745.0,4.9,1.7,1886.0,374.0,3.2,2.6,2023.0,360.0,5.9,3.3,969.0,192.0,8.7,14,380.0,129.0,0.0,44.7,402R-00340,260 Broadway,Denver
Denver,Denver,80203,19556.0,794.0,4.6,1.3,77.0,58.0,46.7,53.3,2675.0,412.0,2.3,1.6,11546.0,745.0,4.9,1.7,1886.0,374.0,3.2,2.6,2023.0,360.0,5.9,3.3,969.0,192.0,8.7,14,380.0,129.0,0.0,44.7,402R-00449,852 North Broadway,Denver
Denver,Denver,80203,19556.0,794.0,4.6,1.3,77.0,58.0,46.7,53.3,2675.0,412.0,2.3,1.6,11546.0,745.0,4.9,1.7,1886.0,374.0,3.2,2.6,2023.0,360.0,5.9,3.3,969.0,192.0,8.7,14,380.0,129.0,0.0,44.7,402R-00031,330 East Colfax Avenue,Denver
Denver,Denver,80204,24351.0,1060.0,11.1,1.9,1588.0,315.0,26.9,15.1,2851.0,362.0,10.7,5.4,10773.0,782.0,10.6,2.2,3179.0,289.0,11.1,4.3,3114.0,394.0,9.5,3.2,1652.0,209.0,6.3,7.4,1194.0,168.0,20.6,32,402R-00055,2059 West 9th Avenue,Denver
Denver,Denver,80204,24351.0,1060.0,11.1,1.9,1588.0,315.0,26.9,15.1,2851.0,362.0,10.7,5.4,10773.0,782.0,10.6,2.2,3179.0,289.0,11.1,4.3,3114.0,394.0,9.5,3.2,1652.0,209.0,6.3,7.4,1194.0,168.0,20.6,32,402R-00187,445 Federal Boulevard,Denver
Denver,Denver,80204,24351.0,1060.0,11.1,1.9,1588.0,315.0,26.9,15.1,2851.0,362.0,10.7,5.4,10773.0,782.0,10.6,2.2,3179.0,289.0,11.1,4.3,3114.0,394.0,9.5,3.2,1652.0,209.0,6.3,7.4,1194.0,168.0,20.6,32,402R-00105,1269 Elati Street,Denver
Denver,Denver,80204,24351.0,1060.0,11.1,1.9,1588.0,315.0,26.9,15.1,2851.0,362.0,10.7,5.4,10773.0,782.0,10.6,2.2,3179.0,289.0,11.1,4.3,3114.0,394.0,9.5,3.2,1652.0,209.0,6.3,7.4,1194.0,168.0,20.6,32,402R-00361,4801 West Colfax Avenue,Denver
Denver,Denver,80204,24351.0,1060.0,11.1,1.9,1588.0,315.0,26.9,15.1,2851.0,362.0,10.7,5.4,10773.0,782.0,10.6,2.2,3179.0,289.0,11.1,4.3,3114.0,394.0,9.5,3.2,1652.0,209.0,6.3,7.4,1194.0,168.0,20.6,32,402R-00396,1133 Bannock Street,Denver
Denver,Denver,80204,24351.0,1060.0,11.1,1.9,1588.0,315.0,26.9,15.1,2851.0,362.0,10.7,5.4,10773.0,782.0,10.6,2.2,3179.0,289.0,11.1,4.3,3114.0,394.0,9.5,3.2,1652.0,209.0,6.3,7.4,1194.0,168.0,20.6,32,402R-00126,990 West 6th Avenue Suite #5,Denver
Denver,Denver,80204,24351.0,1060.0,11.1,1.9,1588.0,315.0,26.9,15.1,2851.0,362.0,10.7,5.4,10773.0,782.0,10.6,2.2,3179.0,289.0,11.1,4.3,3114.0,394.0,9.5,3.2,1652.0,209.0,6.3,7.4,1194.0,168.0,20.6,32,402R-00152,"1355 Santa Fe Drive, Suite F",Denver
Denver,Denver,80204,24351.0,1060.0,11.1,1.9,1588.0,315.0,26.9,15.1,2851.0,362.0,10.7,5.4,10773.0,782.0,10.6,2.2,3179.0,289.0,11.1,4.3,3114.0,394.0,9.5,3.2,1652.0,209.0,6.3,7.4,1194.0,168.0,20.6,32,402R-00005,"777 Canosa Court, Unit 102",Denver
Denver,Denver,80204,24351.0,1060.0,11.1,1.9,1588.0,315.0,26.9,15.1,2851.0,362.0,10.7,5.4,10773.0,782.0,10.6,2.2,3179.0,289.0,11.1,4.3,3114.0,394.0,9.5,3.2,1652.0,209.0,6.3,7.4,1194.0,168.0,20.6,32,402R-00543,419 West 13th Avenue,Denver
