City_x,County,Zipcode,Total Population 2016,Total Population 2016 Margin of Error,Total Unemployment 2016,Total Unemployment 2016 margin of Error,Age Group 16-19 2016,Age Group 16-19 2016 Margin of Error,Age Group 16-19 2016 Unemployment,Age Group 16-19 2016 Unemployment Margin of Error,Age Group 20-24 2016,Age Group 20-24 2016 Margin of Error,Age Group 20-24 2016 Unemployment,Age Group 20-24 2016 Unemployment Margin of Error,Age Group 25-29 2016,Age Group 25-29 2016 Margin of Error,Age Group 25-29 2016 Unemployment,Age Group 25-29 2016 Unemployment Margin of Error,Age Group 30-34 2016,Age Group 30-34 2016 Margin of Error,Age Group 30-34 2016 Unemployment,Age Group 30-34 2016 Unemployment Margin of Error,Age Group 35-44 2016,Age Group 35-44 2016 Margin of Error,Age Group 35-44 2016 Unemployment,Age Group 35-44 2016 Unemployment Margin of Error,Age Group 45-54 2016,Age Group 45-54 2016 Margin of Error,Age Group 45-54 2016 Unemployment,Age Group 45-54 2016 Unemployment Margin of Error,Age Group 55-64 2016,Age Group 55-64 2016 Margin of Error,Age Group 55-64 2016 Unemployment,Age Group 55-64 2016 Unemployment Margin of Error,Age Group 60-64 2016,Age Group 60-64 2016 Margin of Error,Age Group 60-64 2016 Unemployment,Age Group 60-64 2016 Unemployment Margin of Error,Age Group 65-74 2016,Age Group 65-74 2016 Margin of Error,Age Group 65-74 2016 Unemployment,Age Group 65-74 2016 Unemployment Margin of Error,Age Group 75+ 2016,Age Group 75+ 2016 Margin of Error,Age Group 75+ 2016 Unemployment,Age Group 75+ 2016 Unemployment Margin of Error,License,Street,City_y
Denver,Denver,80202,12298.0,843.0,4.0,1.7,418.0,188.0,29.9,24.9,1398.0,334.0,2.1,3.4,2679.0,613.0,3.1,3.8,2382.0,439.0,6.0,5.1,1569.0,294.0,0.6,1.1,1449.0,311.0,5.3,7.1,834.0,233.0,0.0,6.7,728.0,212.0,4.5,7.3,593.0,136.0,0.0,18.7,248.0,107.0,0.0,82.3,402R-00700,1995 Wewatta Street,Denver
Denver,Denver,80203,19943.0,824.0,4.3,1.2,108.0,90.0,0.0,36.3,1853.0,312.0,2.4,2,5652.0,561.0,4.5,2.1,4307.0,517.0,3.7,2.7,2773.0,392.0,3.5,2.3,1799.0,292.0,2.8,3.4,954.0,225.0,6.8,5.4,1055.0,273.0,21.8,14.9,1092.0,180.0,0.0,7.8,350.0,111.0,0.0,36,402R-00237,"70 Broadway, Suite 50",Denver
Denver,Denver,80203,19943.0,824.0,4.3,1.2,108.0,90.0,0.0,36.3,1853.0,312.0,2.4,2,5652.0,561.0,4.5,2.1,4307.0,517.0,3.7,2.7,2773.0,392.0,3.5,2.3,1799.0,292.0,2.8,3.4,954.0,225.0,6.8,5.4,1055.0,273.0,21.8,14.9,1092.0,180.0,0.0,7.8,350.0,111.0,0.0,36,402R-00142,"1 Broadway, Unit A-150",Denver
Denver,Denver,80203,19943.0,824.0,4.3,1.2,108.0,90.0,0.0,36.3,1853.0,312.0,2.4,2,5652.0,561.0,4.5,2.1,4307.0,517.0,3.7,2.7,2773.0,392.0,3.5,2.3,1799.0,292.0,2.8,3.4,954.0,225.0,6.8,5.4,1055.0,273.0,21.8,14.9,1092.0,180.0,0.0,7.8,350.0,111.0,0.0,36,402R-00083,970 Lincoln Street,Denver
Denver,Denver,80203,19943.0,824.0,4.3,1.2,108.0,90.0,0.0,36.3,1853.0,312.0,2.4,2,5652.0,561.0,4.5,2.1,4307.0,517.0,3.7,2.7,2773.0,392.0,3.5,2.3,1799.0,292.0,2.8,3.4,954.0,225.0,6.8,5.4,1055.0,273.0,21.8,14.9,1092.0,180.0,0.0,7.8,350.0,111.0,0.0,36,402R-00111,"3980 Franklin Street, Unit 101",Denver
Denver,Denver,80203,19943.0,824.0,4.3,1.2,108.0,90.0,0.0,36.3,1853.0,312.0,2.4,2,5652.0,561.0,4.5,2.1,4307.0,517.0,3.7,2.7,2773.0,392.0,3.5,2.3,1799.0,292.0,2.8,3.4,954.0,225.0,6.8,5.4,1055.0,273.0,21.8,14.9,1092.0,180.0,0.0,7.8,350.0,111.0,0.0,36,402R-00112,1660 North Pearl Street,Denver
Denver,Denver,80203,19943.0,824.0,4.3,1.2,108.0,90.0,0.0,36.3,1853.0,312.0,2.4,2,5652.0,561.0,4.5,2.1,4307.0,517.0,3.7,2.7,2773.0,392.0,3.5,2.3,1799.0,292.0,2.8,3.4,954.0,225.0,6.8,5.4,1055.0,273.0,21.8,14.9,1092.0,180.0,0.0,7.8,350.0,111.0,0.0,36,402R-00408,105 East 7th Avenue,Denver
Denver,Denver,80203,19943.0,824.0,4.3,1.2,108.0,90.0,0.0,36.3,1853.0,312.0,2.4,2,5652.0,561.0,4.5,2.1,4307.0,517.0,3.7,2.7,2773.0,392.0,3.5,2.3,1799.0,292.0,2.8,3.4,954.0,225.0,6.8,5.4,1055.0,273.0,21.8,14.9,1092.0,180.0,0.0,7.8,350.0,111.0,0.0,36,402R-00479,745 East 6th Avenue,Denver
Denver,Denver,80203,19943.0,824.0,4.3,1.2,108.0,90.0,0.0,36.3,1853.0,312.0,2.4,2,5652.0,561.0,4.5,2.1,4307.0,517.0,3.7,2.7,2773.0,392.0,3.5,2.3,1799.0,292.0,2.8,3.4,954.0,225.0,6.8,5.4,1055.0,273.0,21.8,14.9,1092.0,180.0,0.0,7.8,350.0,111.0,0.0,36,402R-00076,20 East 9th Avenue,Denver
Denver,Denver,80203,19943.0,824.0,4.3,1.2,108.0,90.0,0.0,36.3,1853.0,312.0,2.4,2,5652.0,561.0,4.5,2.1,4307.0,517.0,3.7,2.7,2773.0,392.0,3.5,2.3,1799.0,292.0,2.8,3.4,954.0,225.0,6.8,5.4,1055.0,273.0,21.8,14.9,1092.0,180.0,0.0,7.8,350.0,111.0,0.0,36,402R-00769,1250 Grant Street,Denver
Denver,Denver,80203,19943.0,824.0,4.3,1.2,108.0,90.0,0.0,36.3,1853.0,312.0,2.4,2,5652.0,561.0,4.5,2.1,4307.0,517.0,3.7,2.7,2773.0,392.0,3.5,2.3,1799.0,292.0,2.8,3.4,954.0,225.0,6.8,5.4,1055.0,273.0,21.8,14.9,1092.0,180.0,0.0,7.8,350.0,111.0,0.0,36,402R-00340,260 Broadway,Denver
Denver,Denver,80203,19943.0,824.0,4.3,1.2,108.0,90.0,0.0,36.3,1853.0,312.0,2.4,2,5652.0,561.0,4.5,2.1,4307.0,517.0,3.7,2.7,2773.0,392.0,3.5,2.3,1799.0,292.0,2.8,3.4,954.0,225.0,6.8,5.4,1055.0,273.0,21.8,14.9,1092.0,180.0,0.0,7.8,350.0,111.0,0.0,36,402R-00449,852 North Broadway,Denver
Denver,Denver,80203,19943.0,824.0,4.3,1.2,108.0,90.0,0.0,36.3,1853.0,312.0,2.4,2,5652.0,561.0,4.5,2.1,4307.0,517.0,3.7,2.7,2773.0,392.0,3.5,2.3,1799.0,292.0,2.8,3.4,954.0,225.0,6.8,5.4,1055.0,273.0,21.8,14.9,1092.0,180.0,0.0,7.8,350.0,111.0,0.0,36,402R-00031,330 East Colfax Avenue,Denver
Denver,Denver,80204,25430.0,1031.0,8.8,1.4,1720.0,263.0,30.2,13.6,2838.0,356.0,7.4,3.2,3502.0,444.0,3.9,2.2,3010.0,399.0,10.7,3.9,4470.0,400.0,9.5,3.1,3414.0,369.0,5.7,3.2,1802.0,323.0,12.8,5.8,1565.0,225.0,9.2,6.6,1733.0,220.0,2.5,4.1,1376.0,187.0,35.4,32.4,402R-00055,2059 West 9th Avenue,Denver
Denver,Denver,80204,25430.0,1031.0,8.8,1.4,1720.0,263.0,30.2,13.6,2838.0,356.0,7.4,3.2,3502.0,444.0,3.9,2.2,3010.0,399.0,10.7,3.9,4470.0,400.0,9.5,3.1,3414.0,369.0,5.7,3.2,1802.0,323.0,12.8,5.8,1565.0,225.0,9.2,6.6,1733.0,220.0,2.5,4.1,1376.0,187.0,35.4,32.4,402R-00187,445 Federal Boulevard,Denver
Denver,Denver,80204,25430.0,1031.0,8.8,1.4,1720.0,263.0,30.2,13.6,2838.0,356.0,7.4,3.2,3502.0,444.0,3.9,2.2,3010.0,399.0,10.7,3.9,4470.0,400.0,9.5,3.1,3414.0,369.0,5.7,3.2,1802.0,323.0,12.8,5.8,1565.0,225.0,9.2,6.6,1733.0,220.0,2.5,4.1,1376.0,187.0,35.4,32.4,402R-00105,1269 Elati Street,Denver
Denver,Denver,80204,25430.0,1031.0,8.8,1.4,1720.0,263.0,30.2,13.6,2838.0,356.0,7.4,3.2,3502.0,444.0,3.9,2.2,3010.0,399.0,10.7,3.9,4470.0,400.0,9.5,3.1,3414.0,369.0,5.7,3.2,1802.0,323.0,12.8,5.8,1565.0,225.0,9.2,6.6,1733.0,220.0,2.5,4.1,1376.0,187.0,35.4,32.4,402R-00361,4801 West Colfax Avenue,Denver
Denver,Denver,80204,25430.0,1031.0,8.8,1.4,1720.0,263.0,30.2,13.6,2838.0,356.0,7.4,3.2,3502.0,444.0,3.9,2.2,3010.0,399.0,10.7,3.9,4470.0,400.0,9.5,3.1,3414.0,369.0,5.7,3.2,1802.0,323.0,12.8,5.8,1565.0,225.0,9.2,6.6,1733.0,220.0,2.5,4.1,1376.0,187.0,35.4,32.4,402R-00396,1133 Bannock Street,Denver
Denver,Denver,80204,25430.0,1031.0,8.8,1.4,1720.0,263.0,30.2,13.6,2838.0,356.0,7.4,3.2,3502.0,444.0,3.9,2.2,3010.0,399.0,10.7,3.9,4470.0,400.0,9.5,3.1,3414.0,369.0,5.7,3.2,1802.0,323.0,12.8,5.8,1565.0,225.0,9.2,6.6,1733.0,220.0,2.5,4.1,1376.0,187.0,35.4,32.4,402R-00126,990 West 6th Avenue Suite #5,Denver
Denver,Denver,80204,25430.0,1031.0,8.8,1.4,1720.0,263.0,30.2,13.6,2838.0,356.0,7.4,3.2,3502.0,444.0,3.9,2.2,3010.0,399.0,10.7,3.9,4470.0,400.0,9.5,3.1,3414.0,369.0,5.7,3.2,1802.0,323.0,12.8,5.8,1565.0,225.0,9.2,6.6,1733.0,220.0,2.5,4.1,1376.0,187.0,35.4,32.4,402R-00152,"1355 Santa Fe Drive, Suite F",Denver
Denver,Denver,80204,25430.0,1031.0,8.8,1.4,1720.0,263.0,30.2,13.6,2838.0,356.0,7.4,3.2,3502.0,444.0,3.9,2.2,3010.0,399.0,10.7,3.9,4470.0,400.0,9.5,3.1,3414.0,369.0,5.7,3.2,1802.0,323.0,12.8,5.8,1565.0,225.0,9.2,6.6,1733.0,220.0,2.5,4.1,1376.0,187.0,35.4,32.4,402R-00005,"777 Canosa Court, Unit 102",Denver
Denver,Denver,80204,25430.0,1031.0,8.8,1.4,1720.0,263.0,30.2,13.6,2838.0,356.0,7.4,3.2,3502.0,444.0,3.9,2.2,3010.0,399.0,10.7,3.9,4470.0,400.0,9.5,3.1,3414.0,369.0,5.7,3.2,1802.0,323.0,12.8,5.8,1565.0,225.0,9.2,6.6,1733.0,220.0,2.5,4.1,1376.0,187.0,35.4,32.4,402R-00543,419 West 13th Avenue,Denver
Denver,Denver,80204,25430.0,1031.0,8.8,1.4,1720.0,263.0,30.2,13.6,2838.0,356.0,7.4,3.2,3502.0,444.0,3.9,2.2,3010.0,399.0,10.7,3.9,4470.0,400.0,9.5,3.1,3414.0,369.0,5.7,3.2,1802.0,323.0,12.8,5.8,1565.0,225.0,9.2,6.6,1733.0,220.0,2.5,4.1,1376.0,187.0,35.4,32.4,402R-00045,1630 North Federal Boulevard,Denver
Denver,Denver,80204,25430.0,1031.0,8.8,1.4,1720.0,263.0,30.2,13.6,2838.0,356.0,7.4,3.2,3502.0,444.0,3.9,2.2,3010.0,399.0,10.7,3.9,4470.0,400.0,9.5,3.1,3414.0,369.0,5.7,3.2,1802.0,323.0,12.8,5.8,1565.0,225.0,9.2,6.6,1733.0,220.0,2.5,4.1,1376.0,187.0,35.4,32.4,402R-00756,2895 West 8th Avenue,Denver
Denver,Denver,80204,25430.0,1031.0,8.8,1.4,1720.0,263.0,30.2,13.6,2838.0,356.0,7.4,3.2,3502.0,444.0,3.9,2.2,3010.0,399.0,10.7,3.9,4470.0,400.0,9.5,3.1,3414.0,369.0,5.7,3.2,1802.0,323.0,12.8,5.8,1565.0,225.0,9.2,6.6,1733.0,220.0,2.5,4.1,1376.0,187.0,35.4,32.4,402R-00515,3937 West Colfax Avenue,Denver
Denver,Denver,80204,25430.0,1031.0,8.8,1.4,1720.0,263.0,30.2,13.6,2838.0,356.0,7.4,3.2,3502.0,444.0,3.9,2.2,3010.0,399.0,10.7,3.9,4470.0,400.0,9.5,3.1,3414.0,369.0,5.7,3.2,1802.0,323.0,12.8,5.8,1565.0,225.0,9.2,6.6,1733.0,220.0,2.5,4.1,1376.0,187.0,35.4,32.4,402R-00613,1136 Yuma Court,Denver
Denver,Denver,80205,27185.0,1129.0,5.2,1.3,884.0,206.0,47.4,29.1,2716.0,688.0,5.3,4.4,5061.0,625.0,3.8,2.7,4088.0,589.0,1.4,1.2,5299.0,509.0,5.8,2.4,3879.0,536.0,7.5,2.8,1557.0,260.0,3.0,3.5,1408.0,260.0,5.2,5.4,1270.0,231.0,7.2,13.8,1023.0,161.0,13.2,17.5,402R-00253,"2119 Larimer Street, Suite 1",Denver
Denver,Denver,80205,27185.0,1129.0,5.2,1.3,884.0,206.0,47.4,29.1,2716.0,688.0,5.3,4.4,5061.0,625.0,3.8,2.7,4088.0,589.0,1.4,1.2,5299.0,509.0,5.8,2.4,3879.0,536.0,7.5,2.8,1557.0,260.0,3.0,3.5,1408.0,260.0,5.2,5.4,1270.0,231.0,7.2,13.8,1023.0,161.0,13.2,17.5,402R-00053,3054 Larimer Street,Denver
Denver,Denver,80205,27185.0,1129.0,5.2,1.3,884.0,206.0,47.4,29.1,2716.0,688.0,5.3,4.4,5061.0,625.0,3.8,2.7,4088.0,589.0,1.4,1.2,5299.0,509.0,5.8,2.4,3879.0,536.0,7.5,2.8,1557.0,260.0,3.0,3.5,1408.0,260.0,5.2,5.4,1270.0,231.0,7.2,13.8,1023.0,161.0,13.2,17.5,402R-00167,2863 Larimer Street,Denver
Denver,Denver,80205,27185.0,1129.0,5.2,1.3,884.0,206.0,47.4,29.1,2716.0,688.0,5.3,4.4,5061.0,625.0,3.8,2.7,4088.0,589.0,1.4,1.2,5299.0,509.0,5.8,2.4,3879.0,536.0,7.5,2.8,1557.0,260.0,3.0,3.5,1408.0,260.0,5.2,5.4,1270.0,231.0,7.2,13.8,1023.0,161.0,13.2,17.5,402R-00026,2615 Welton Street,Denver
Denver,Denver,80205,27185.0,1129.0,5.2,1.3,884.0,206.0,47.4,29.1,2716.0,688.0,5.3,4.4,5061.0,625.0,3.8,2.7,4088.0,589.0,1.4,1.2,5299.0,509.0,5.8,2.4,3879.0,536.0,7.5,2.8,1557.0,260.0,3.0,3.5,1408.0,260.0,5.2,5.4,1270.0,231.0,7.2,13.8,1023.0,161.0,13.2,17.5,402R-00614,3944 High Street,Denver
Denver,Denver,80205,27185.0,1129.0,5.2,1.3,884.0,206.0,47.4,29.1,2716.0,688.0,5.3,4.4,5061.0,625.0,3.8,2.7,4088.0,589.0,1.4,1.2,5299.0,509.0,5.8,2.4,3879.0,536.0,7.5,2.8,1557.0,260.0,3.0,3.5,1408.0,260.0,5.2,5.4,1270.0,231.0,7.2,13.8,1023.0,161.0,13.2,17.5,402R-00019,2042 Arapahoe Street,Denver
Denver,Denver,80205,27185.0,1129.0,5.2,1.3,884.0,206.0,47.4,29.1,2716.0,688.0,5.3,4.4,5061.0,625.0,3.8,2.7,4088.0,589.0,1.4,1.2,5299.0,509.0,5.8,2.4,3879.0,536.0,7.5,2.8,1557.0,260.0,3.0,3.5,1408.0,260.0,5.2,5.4,1270.0,231.0,7.2,13.8,1023.0,161.0,13.2,17.5,402R-00656,3954 Williams Street,Denver
Denver,Denver,80205,27185.0,1129.0,5.2,1.3,884.0,206.0,47.4,29.1,2716.0,688.0,5.3,4.4,5061.0,625.0,3.8,2.7,4088.0,589.0,1.4,1.2,5299.0,509.0,5.8,2.4,3879.0,536.0,7.5,2.8,1557.0,260.0,3.0,3.5,1408.0,260.0,5.2,5.4,1270.0,231.0,7.2,13.8,1023.0,161.0,13.2,17.5,402R-00133,"2117 Larimer Street, #1",Denver
Denver,Denver,80205,27185.0,1129.0,5.2,1.3,884.0,206.0,47.4,29.1,2716.0,688.0,5.3,4.4,5061.0,625.0,3.8,2.7,4088.0,589.0,1.4,1.2,5299.0,509.0,5.8,2.4,3879.0,536.0,7.5,2.8,1557.0,260.0,3.0,3.5,1408.0,260.0,5.2,5.4,1270.0,231.0,7.2,13.8,1023.0,161.0,13.2,17.5,402R-00385,3814 Walnut Street,Denver
Denver,Denver,80205,27185.0,1129.0,5.2,1.3,884.0,206.0,47.4,29.1,2716.0,688.0,5.3,4.4,5061.0,625.0,3.8,2.7,4088.0,589.0,1.4,1.2,5299.0,509.0,5.8,2.4,3879.0,536.0,7.5,2.8,1557.0,260.0,3.0,3.5,1408.0,260.0,5.2,5.4,1270.0,231.0,7.2,13.8,1023.0,161.0,13.2,17.5,402R-00602,800 Park Avenue West,Denver
Denver,Denver,80206,21362.0,735.0,3.5,1,327.0,114.0,12.2,16.2,1379.0,254.0,2.8,2.9,3652.0,441.0,3.6,2.6,3409.0,383.0,2.0,1.4,3998.0,410.0,4.1,2.5,2535.0,332.0,3.7,1.7,1275.0,234.0,2.7,2.9,1439.0,266.0,2.9,3.4,2175.0,221.0,5.5,3.6,1173.0,187.0,7.1,11.4,402R-00086,310 Saint Paul Street,Denver
Denver,Denver,80206,21362.0,735.0,3.5,1,327.0,114.0,12.2,16.2,1379.0,254.0,2.8,2.9,3652.0,441.0,3.6,2.6,3409.0,383.0,2.0,1.4,3998.0,410.0,4.1,2.5,2535.0,332.0,3.7,1.7,1275.0,234.0,2.7,2.9,1439.0,266.0,2.9,3.4,2175.0,221.0,5.5,3.6,1173.0,187.0,7.1,11.4,402R-00400,3121 East Colfax Avenue,Denver
Denver,Denver,80206,21362.0,735.0,3.5,1,327.0,114.0,12.2,16.2,1379.0,254.0,2.8,2.9,3652.0,441.0,3.6,2.6,3409.0,383.0,2.0,1.4,3998.0,410.0,4.1,2.5,2535.0,332.0,3.7,1.7,1275.0,234.0,2.7,2.9,1439.0,266.0,2.9,3.4,2175.0,221.0,5.5,3.6,1173.0,187.0,7.1,11.4,402R-00082,2028 East Colfax Avenue,Denver
Denver,Denver,80207,19624.0,750.0,6.5,1.4,902.0,208.0,44.3,17.8,1111.0,301.0,8.8,5.8,1928.0,352.0,11.8,5.7,2492.0,288.0,1.4,1.4,4151.0,450.0,4.5,2.4,3012.0,321.0,4.1,2,1441.0,258.0,9.1,5.5,1263.0,219.0,5.0,4.2,1999.0,233.0,5.8,7.1,1325.0,199.0,12.3,18.5,402R-00454,3955 Oneida Street,Denver
Denver,Denver,80207,19624.0,750.0,6.5,1.4,902.0,208.0,44.3,17.8,1111.0,301.0,8.8,5.8,1928.0,352.0,11.8,5.7,2492.0,288.0,1.4,1.4,4151.0,450.0,4.5,2.4,3012.0,321.0,4.1,2,1441.0,258.0,9.1,5.5,1263.0,219.0,5.0,4.2,1999.0,233.0,5.8,7.1,1325.0,199.0,12.3,18.5,402R-00004,"3835 Elm Street, Unit C",Denver
Denver,Denver,80207,19624.0,750.0,6.5,1.4,902.0,208.0,44.3,17.8,1111.0,301.0,8.8,5.8,1928.0,352.0,11.8,5.7,2492.0,288.0,1.4,1.4,4151.0,450.0,4.5,2.4,3012.0,321.0,4.1,2,1441.0,258.0,9.1,5.5,1263.0,219.0,5.0,4.2,1999.0,233.0,5.8,7.1,1325.0,199.0,12.3,18.5,402R-00073,3950 Holly Street,Denver
Denver,Denver,80209,22313.0,857.0,4.2,1.3,200.0,82.0,16.5,20.9,1263.0,300.0,3.7,5.2,3504.0,348.0,2.1,1.7,3123.0,396.0,5.2,4.4,4400.0,445.0,3.8,2.2,2940.0,412.0,4.5,3.6,1809.0,329.0,5.7,3.5,1395.0,221.0,12.0,7.2,2293.0,296.0,0.0,4,1386.0,200.0,0.0,22.7,402R-00166,432 South Broadway,Denver
Denver,Denver,80209,22313.0,857.0,4.2,1.3,200.0,82.0,16.5,20.9,1263.0,300.0,3.7,5.2,3504.0,348.0,2.1,1.7,3123.0,396.0,5.2,4.4,4400.0,445.0,3.8,2.2,2940.0,412.0,4.5,3.6,1809.0,329.0,5.7,3.5,1395.0,221.0,12.0,7.2,2293.0,296.0,0.0,4,1386.0,200.0,0.0,22.7,402R-00186,399 South Harrison Street,Denver
Denver,Denver,80209,22313.0,857.0,4.2,1.3,200.0,82.0,16.5,20.9,1263.0,300.0,3.7,5.2,3504.0,348.0,2.1,1.7,3123.0,396.0,5.2,4.4,4400.0,445.0,3.8,2.2,2940.0,412.0,4.5,3.6,1809.0,329.0,5.7,3.5,1395.0,221.0,12.0,7.2,2293.0,296.0,0.0,4,1386.0,200.0,0.0,22.7,402R-00139,985 South Logan Street,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00165,1755 South Broadway,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00601,1909 South Broadway,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00022,1640 East Evans Avenue,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00144,2020 South Broadway,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00096,2057 South Broadway,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00012,1881 South Broadway,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00103,1810 South Broadway,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00101,2262 South Broadway,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00148,2568 South Broadway,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00078,1568 South Broadway,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00587,1911 South Broadway,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00048,2251 South Broadway,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00032,1724 South Broadway,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00041,2383 South Downing Street,Denver
Denver,Denver,80210,30768.0,778.0,4.8,1,2601.0,324.0,18.5,10.2,3257.0,452.0,3.4,2.3,4140.0,479.0,4.3,2.6,3561.0,446.0,6.8,4.2,5252.0,413.0,3.3,1.5,4058.0,314.0,3.4,1.7,1971.0,264.0,7.3,3.6,2130.0,255.0,2.9,2.7,2133.0,232.0,2.1,2.1,1665.0,185.0,0.0,30.3,402R-00058,2001 South Broadway,Denver
