Zipcode,Total Population 2013,Total Population 2013 Margin of Error,Total Unemployment 2013,Total Unemployment 2013 margin of Error,Age Group 16-19 2013,Age Group 16-19 2013 Margin of Error,Age Group 16-19 2013 Unemployment,Age Group 16-19 2013 Unemployment Margin of Error,Age Group 20-24 2013,Age Group 20-24 2013 Margin of Error,Age Group 20-24 2013 Unemployment,Age Group 20-24 2013 Unemployment Margin of Error,Age Group 25-44 2013,Age Group 25-44 2013 Margin of Error,Age Group 25-44 2013 Unemployment,Age Group 25-44 2013 Unemployment Margin of Error,Age Group 45-54 2013,Age Group 45-54 2013 Margin of Error,Age Group 45-54 2013 Unemployment,Age Group 45-54 2013 Unemployment Margin of Error,Age Group 55-64 2013,Age Group 55-64 2013 Margin of Error,Age Group 55-64 2013 Unemployment,Age Group 55-64 2013 Unemployment Margin of Error,Age Group 65-74 2013,Age Group 65-74 2013 Margin of Error,Age Group 65-74 2013 Unemployment,Age Group 65-74 2013 Unemployment Margin of Error,Age Group 75+ 2013,Age Group 75+ 2013 Margin of Error,Age Group 75+ 2013 Unemployment,Age Group 75+ 2013 Unemployment Margin of Error
80919,22190,720,8.8,1.8,1466,274,22.8,12.3,1998,380,19.3,6.8,6161,405,6.6,2.6,4843,413,7.6,4.8,4416,391,6.9,3.2,2308,205,3.7,3.8,998,207,0,42.8
80920,28802,650,7.1,1.2,2679,279,24.4,9.8,2236,328,10.7,5.7,9232,461,4.6,1.6,7119,391,4.9,1.8,4444,398,8.7,3.6,1985,245,9.2,8.4,1107,180,0,43.7
80921,14040,652,6.4,2.2,1002,230,33.3,23.7,846,237,9.7,8.8,4309,432,3.6,1.8,3283,384,4.3,3.1,2415,386,8.5,5.9,1199,249,14.3,16,986,264,0,76.6
80922,18774,784,6.8,1.7,1070,266,13.1,12.1,1295,317,17.1,10.7,8753,646,7.9,2.7,3837,319,2.6,2,2067,336,1,1.6,1220,242,0,11.4,532,164,-,**
80923,19418,766,6.8,1.8,1214,289,20.1,12.5,1136,312,11.6,8.1,10280,704,7.2,3,4014,384,2.4,1.7,1703,300,6.8,3.7,738,157,0,19.3,333,108,0,82.3
80924,3214,274,7.8,4.6,193,78,17.7,26.7,219,103,48.5,37.9,1821,207,1.4,1.7,568,154,4.7,5.5,347,119,18.3,16.2,9,15,-,**,57,39,-,**
80925,4599,495,8.7,3.1,326,114,48.1,18.9,254,125,0,22.6,2263,355,7.4,5.1,959,237,4.9,5.4,535,191,11.8,12.3,145,75,13.9,24.1,117,72,-,**
80926,1024,219,3.4,3.7,0,12,-,**,53,60,0,68,381,124,7.2,8.2,115,77,0,31,264,116,0,23.1,137,62,0,33.2,74,39,0,64.7
80927,741,272,20.5,18,17,28,-,**,25,41,-,**,520,226,11.7,12.2,93,81,56.3,52.2,59,58,0,57.1,27,28,-,**,0,12,-,**
80928,888,224,9,6,56,38,57.1,43.6,37,24,0,82.3,307,144,7.1,7.1,155,56,10,12.2,235,128,7.1,11.3,67,30,0,52.4,31,22,0,100
80929,267,176,0,15.9,0,12,-,**,20,30,0,66.3,19,29,-,**,71,65,0,34.8,105,116,0,35.7,38,43,0,79.3,14,21,0,79.3
80930,696,163,7.8,7.8,44,44,39.4,60.6,20,23,65,59.7,218,105,3.6,9,96,63,0,37.6,76,59,0,41.5,178,109,0,42.8,64,78,0,42.4
80938,34,53,-,**,0,12,-,**,0,12,-,**,0,12,-,**,17,27,-,**,17,26,-,**,0,12,-,**,0,12,-,**
80939,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
80951,2640,339,6.6,5.2,109,79,61.1,57.3,257,123,0,17.6,1753,279,8.2,7.6,312,113,1.4,3.1,122,79,0,34.4,57,52,0,63.2,30,34,-,**
81001,23073,689,15.9,2.7,1849,276,29.1,11.5,2717,340,23.2,7.5,7019,456,17.6,4.2,3469,330,10.6,4.8,3627,323,3.4,2.6,2075,234,10.2,8.3,2317,250,15,25.5
81003,12267,662,14.7,3,845,207,56.5,20.6,822,194,21,10.1,4782,428,9.1,3.4,1992,267,12.9,7.8,1801,248,17.3,7.2,898,159,5.7,6.7,1127,147,0,41.9
81004,20281,687,13.5,2.3,1322,242,55.8,14.8,2036,289,16.8,7.5,5997,452,12.4,2.9,3463,293,8.2,2.9,3485,299,9.1,4.4,1939,243,1.6,2.3,2039,223,8.8,12.9
81005,23963,646,9.7,1.9,1655,343,28.6,10.6,1577,320,19.5,12.7,6612,402,9.3,3,4253,414,6.7,3.4,4104,335,4.5,2.8,2736,278,5.4,4.7,3026,264,4.6,7.3
81006,9570,453,12.4,3,751,192,31.2,12.5,668,154,23,13,2327,280,9.1,4.6,1948,226,10.7,5.3,1751,223,13.1,7.9,1301,139,0,11.6,824,142,0,47.5
81007,22734,598,7.7,1.6,1558,251,28.1,13.2,1790,317,12,6.4,7249,428,6.8,2.1,4234,354,6,2.5,4236,337,5.6,2.9,2344,203,5.4,6,1323,201,0,50.9
81008,8495,544,9.4,3.2,381,130,25.4,20,675,222,13.9,11.9,3176,500,9.5,4.8,1441,228,6.4,4.2,1248,182,10.5,8.7,922,157,0,13.5,652,158,0,64.7
81019,1212,299,8.9,8.2,78,95,0,53.3,0,12,-,**,352,188,12.8,13.4,83,57,0,43.7,271,140,8.8,15.4,370,174,0,85.6,58,56,0,85.6
81020,837,167,11.7,7.5,71,45,15.4,46.1,41,30,25.7,35.7,155,64,1.9,3.6,117,59,27.1,26.3,162,66,5.2,8,187,60,9.1,16.8,104,43,-,**
81021,9,9,0,100,0,12,-,**,0,12,-,**,6,7,0,100,0,12,-,**,0,12,-,**,3,4,-,**,0,12,-,**
81022,1266,291,15.4,9.7,118,70,61.6,39.9,172,93,15.7,13.1,221,97,6,11.4,260,110,10,14.8,107,63,17.6,21.3,206,124,0,44.7,182,130,0,93.8
81023,933,233,5.1,4.9,69,48,0,89.4,30,31,0,54.1,219,94,9.4,14.3,215,101,0,16.6,239,81,9.9,14.2,107,73,0,42.4,54,39,-,**
81024,95,57,14.6,22.9,0,12,-,**,17,24,-,**,9,14,-,**,19,18,0,98.9,44,34,23.1,30.4,0,12,-,**,6,9,0,100
81025,811,111,11.1,6.8,48,32,0,76.6,64,33,7.3,16,190,63,23.8,16.1,154,57,8.3,9.4,92,42,0,44.7,150,58,0,50.1,113,59,0,100
81027,116,36,14.1,13.9,0,12,-,**,7,10,40,57.6,21,14,0,79.3,24,15,33.3,33,38,23,0,82.3,15,9,0,82.3,11,8,0,100
81029,239,66,4.1,5.6,10,9,-,**,13,11,0,100,31,20,0,60.5,41,22,0,51.6,42,24,15.2,15.3,39,17,0,93.8,63,22,0,76.6
81030,94,40,21.7,18.4,4,5,-,**,18,22,0,100,30,25,23.3,29,5,7,40,56.1,31,19,18.2,27.8,1,2,-,**,5,8,-,**
81033,375,195,17.5,19.5,31,39,100,63.2,42,51,0,100,149,138,24.1,37.1,81,72,0,33.5,45,30,0,57.1,15,14,0,100,12,12,-,**
81036,811,100,4.7,3.9,72,33,31.6,30.5,82,59,0,38.9,189,59,6.4,8.6,178,49,1.4,2,101,33,1.3,3.8,112,37,0,40.7,77,22,0,100
81038,361,302,0,76.6,0,12,-,**,0,12,-,**,249,165,0,76.6,57,95,-,**,32,61,-,**,23,46,-,**,0,12,-,**
81039,1321,138,14.3,5.7,76,33,81.3,34.2,89,60,43.4,10.7,307,61,4.8,6.1,245,79,15.3,12.4,186,50,3.6,3.7,228,52,14.3,20,190,60,0,100
81040,550,164,0,10.9,52,44,0,85.6,0,12,-,**,163,92,0,24.3,26,26,0,64.7,170,95,0,25.3,139,70,0,61.8,0,12,-,**
81041,560,121,7.2,4.5,68,39,13,22.6,46,37,18.8,17.4,145,56,4.2,7.1,139,65,6.6,7.2,80,40,8.3,16.8,31,20,0,71.9,51,22,0,85.6
81043,42,26,0,60.5,0,12,-,**,0,12,-,**,7,12,0,100,12,18,0,85.6,6,9,0,100,16,16,0,100,1,3,0,100
81044,300,105,2.3,3.7,13,12,100,100,2,3,0,100,105,63,0,29.9,48,32,4.2,11.6,60,43,0,41.1,37,27,-,**,35,20,0,100
81045,57,24,6.8,8.5,3,4,0,100,2,5,0,100,15,10,0,82.3,12,9,25,30,13,12,0,82.3,8,9,0,100,4,4,-,**
81047,1257,125,7.4,3.3,77,37,52.6,42.3,84,37,0,36.3,286,72,3.6,3.4,274,63,7.9,5.6,204,54,8.4,7.2,163,53,0,35.7,169,54,0,63.2
81049,299,68,0,17.9,38,24,0,71.9,10,11,0,100,64,32,0,37,39,19,0,48.1,22,10,0,79.3,78,31,0,68,48,19,0,100
81050,8108,225,10.3,3.2,714,144,33.6,19.5,688,148,15.7,10.1,2258,184,12.8,6,1481,146,3.9,3.7,1252,166,2.4,3.5,859,120,8.5,11.2,856,137,29.2,34
81052,7057,180,10.3,2.7,639,111,32.2,16.6,612,100,13.6,8.6,2163,125,12.7,4.4,1106,84,4.7,3.2,1219,94,5,4.7,700,70,0,15.9,618,76,0,29
81054,4108,304,16,6.3,121,60,11.6,20.4,236,98,29.9,23,1768,193,13.8,11.5,625,115,8.9,8.2,623,83,20.3,14.4,422,77,0,40,313,40,37.8,52.7
81055,1234,182,7.3,6,27,30,0,100,42,35,0,53.3,146,69,12,14.8,220,71,14.5,16.4,302,101,2.8,4.5,303,68,0,31.3,194,75,0,89.4
81057,285,104,2.4,3.4,25,24,0,100,11,12,0,93.8,111,65,5.2,7.9,45,28,0,49.4,54,31,0,48.1,4,4,0,100,35,19,0,100
81058,821,155,10.9,6.2,64,35,8.7,15.4,42,36,25,40.2,243,103,16.1,14.2,147,48,13.8,12.9,115,42,0,39.3,114,44,3.8,10.1,96,33,0,98.9
81059,322,251,10.4,13,17,20,-,**,14,27,-,**,187,195,25,31.7,45,34,0,63.2,28,21,0,61.8,6,9,-,**,25,19,0,89.4
81062,1723,341,42.5,14.5,154,113,66.7,51.9,190,94,44.3,33.4,857,243,54.4,22,250,92,0,37.3,174,80,7.9,12.7,62,37,0,100,36,29,-,**
81063,2035,253,23.6,12,138,95,38.6,40.2,183,120,20,32.1,670,138,33.1,18,351,93,8.8,7.7,298,66,25.5,26.1,208,62,0,85.6,187,46,0,98.9
81064,242,66,0.6,2.2,18,14,0,93.8,12,15,0,85.6,52,35,0,41.9,56,26,2,7.1,36,19,0,58.2,45,26,0,71.9,23,16,0,100
81067,4545,230,14.6,4.5,275,88,79.8,24.2,265,106,34.6,24,1276,180,14.7,6.8,662,128,0.6,1,916,148,8.9,7.3,645,98,13.5,13.7,506,129,0,39.6
81069,1336,216,10.2,9.6,86,73,71.4,50.5,10,17,0,93.8,222,98,0,18.1,212,103,0,18.4,381,124,12.3,13.4,216,90,0,41.1,209,68,0,93.8
81071,210,46,0,22.8,18,12,0,100,3,7,0,100,66,23,0,42.8,43,19,0,48.8,27,12,0,63.2,33,23,0,100,20,12,0,100
81073,1515,113,3.7,2.4,68,28,0,50.9,67,29,6.9,10.4,385,59,7.8,5.7,242,38,0,14.9,313,36,2,2.8,202,43,0,34.1,238,43,0,82.3
81076,577,180,25.5,17.4,93,77,21.8,43.1,98,67,58.8,40.8,90,65,24,26.4,98,43,0,39.6,93,42,8.8,10.9,80,59,-,**,25,15,-,**
81077,352,88,9.6,11.1,19,15,0,79.3,43,30,25,44.9,107,57,11.1,16.9,61,45,0,57.1,65,35,4.1,9,31,29,0,100,26,15,-,**
81081,48,22,38.9,25.5,0,12,-,**,0,12,-,**,5,6,100,100,8,11,0,100,18,12,20,35.5,6,8,-,**,11,14,-,**
81082,9971,271,8.7,2.2,685,87,18.4,10.6,784,81,18.5,8,2607,159,8.1,3.9,1836,103,8.2,4.3,1877,106,4.6,2.8,1172,82,6.2,6.4,1010,57,0,36.7
81084,101,38,0,38.3,3,4,-,**,6,6,-,**,38,24,0,49.4,11,8,0,100,19,11,0,76.6,16,17,0,100,8,8,-,**
81087,106,36,7,12.2,0,12,-,**,2,6,0,100,42,26,11.9,20.1,23,14,0,69.9,10,14,0,93.8,4,7,-,**,25,14,-,**
81089,3500,219,17.5,7,120,82,33.9,46.6,195,87,26.6,24.7,937,162,15.4,15.5,578,110,21.6,10.3,648,156,10.3,10.4,487,102,12.4,16.6,535,90,0,68
81090,884,125,4.6,2.9,67,31,0,43.7,45,24,16.7,23.9,224,71,6.3,5.8,142,37,5.6,5.7,127,37,0,31.3,135,34,0,37,144,49,0,57.1
81091,746,175,12.8,7.2,32,26,0,100,50,46,33.3,25.6,161,92,16.9,14.1,116,51,9.3,11.9,202,71,7.1,9.3,157,56,5.4,8.8,28,18,-,**
81092,693,121,7.7,6.5,48,26,18.4,25.6,67,35,16.1,24.7,196,86,2.8,3.7,173,45,8.7,10.4,115,49,7.1,10.3,31,15,0,98.9,63,32,0,100
81101,11699,195,11.8,3.7,1435,261,32.8,13.4,1548,264,17.5,9.7,3477,104,11,6.7,1911,130,5.5,3.5,1606,79,3.6,4.2,1024,101,5.5,9.9,698,86,0,45.2
81120,1578,177,10.3,4.8,58,32,0,100,104,51,62.9,28.8,387,87,7.7,7.8,343,77,2.7,2.9,320,57,10.6,8.2,231,49,0,41.9,135,42,0,82.3
81121,203,59,18.6,18.1,0,12,-,**,12,11,25,39.9,19,19,52.6,52.6,34,19,0,57.1,105,44,16,17.3,26,19,0,100,7,11,-,**
81122,6044,479,7.4,3,282,97,25.4,25.3,249,117,3.7,6.9,1831,292,5.3,3.1,1268,228,4.5,3.8,1345,249,10.4,9.4,660,133,27,27.4,409,116,-,**
81123,811,143,11.1,6.4,85,52,0,61.8,63,52,11.7,20.9,181,79,21.3,14.9,160,58,9.2,13.6,138,61,8.2,14.2,128,40,1.6,4.4,56,32,0,100
81124,67,60,0,45.2,0,12,-,**,22,26,0,63.2,13,21,0,82.3,13,22,0,100,5,12,-,**,14,18,-,**,0,12,-,**
81125,2411,198,7.2,3.9,211,77,22.1,18.5,235,47,11.5,12.2,724,113,6.9,5.9,389,74,6.3,7.3,461,76,3.9,5.3,182,56,0,38.3,209,46,0,76.6
81126,161,90,0,41.1,12,15,0,85.6,0,12,-,**,24,37,0,60.5,0,12,-,**,56,50,-,**,69,47,0,74.1,0,12,-,**
81128,63,51,37.5,52.6,0,12,-,**,0,12,-,**,33,45,50,50,4,6,-,**,20,17,-,**,6,11,0,100,0,12,-,**
81129,173,76,9.1,15,0,12,-,**,0,12,-,**,45,36,0,100,23,24,-,**,61,34,0,44.2,23,20,100,100,21,23,-,**
81130,714,101,0.8,1.9,6,6,0,100,26,15,0,64.7,85,38,0,34.1,97,34,4.2,9.8,193,50,0,24.1,221,65,0,37,86,31,0,85.6
81131,964,149,11.4,6,24,18,62.5,48,0,12,-,**,261,91,15.1,12,184,54,8.8,10.1,285,82,7.1,8,194,64,6.3,9.1,16,13,-,**
81132,2511,222,9.8,3.6,201,93,13.6,23.7,237,89,33.9,17.9,594,145,7,5,539,102,3.7,3.4,463,104,7.5,6.8,308,80,3.2,6.2,169,54,20.8,30.9
81133,842,188,18.3,12.4,86,59,37.5,47,80,62,0,38.9,83,51,17.9,24,204,84,25,18.8,215,68,0,23.4,130,59,78.9,41.9,44,26,0,89.4
81136,174,55,11.9,11.5,13,11,-,**,11,11,72.7,42.1,26,18,15.4,26.6,22,16,0,74.1,57,30,0,48.1,32,22,0,100,13,13,-,**
81137,4358,368,8.6,2.2,339,92,31,13.9,375,116,26.4,15.1,1165,178,6.9,3.8,1029,148,5,3,834,123,5.1,3.3,402,73,2.1,5.8,214,52,0,100
81138,32,34,0,71.9,0,12,-,**,0,12,-,**,17,27,0,71.9,0,12,-,**,15,22,-,**,0,12,-,**,0,12,-,**
81140,1944,222,9.3,4.7,187,58,51.3,25.6,183,61,10.8,10.7,480,90,1.8,2.5,332,97,4.1,5.5,280,82,19,20.9,204,53,0,49.4,278,59,0,74.1
81141,1036,125,7.8,3.7,132,47,36.7,30.3,57,28,6.5,12,346,75,4.7,4.1,147,46,4.6,6.9,170,53,6.2,6.6,96,31,0,61.8,88,28,0,100
81143,470,99,13.1,8.6,40,27,0,71.9,15,13,100,100,48,25,26.5,27.5,134,52,3.8,6,126,44,19.1,25,77,33,20.7,25.8,30,16,-,**
81144,5555,207,6.4,2.9,345,121,4.4,5.5,318,97,12.4,16.6,1697,150,3.2,2.2,1061,126,10.6,7.3,1049,130,7.1,6.8,500,86,0,29.2,585,65,0,66.3
81146,558,124,4.7,5.1,59,52,0,59.3,35,27,0,50.1,126,53,15.5,17.1,86,43,0,33.5,170,77,0,27.6,33,23,0,100,49,37,-,**
81147,9620,193,9.8,3.5,633,215,13.5,14.1,575,184,24.7,19,2246,218,4.3,3.5,1714,104,11.6,6,2273,87,10,4.3,1360,40,12.8,17.8,819,39,0,34.1
81148,316,90,17.2,10,57,24,16.7,25.8,26,21,56.3,42.1,99,41,17.5,14.7,36,20,6.7,11.9,60,27,0,74.1,29,16,0,100,9,11,-,**
81149,845,140,7.7,5.3,74,45,0,48.1,24,18,0,63.2,170,58,6.5,7.5,176,56,10,11.5,234,85,9.7,13.2,137,40,8.5,11.2,30,18,-,**
81151,1063,135,5.8,2.9,50,26,100,100,74,39,8.8,12.2,323,62,4.3,4.7,197,60,2.3,3.6,170,55,5.7,6.2,158,62,5.7,9.3,91,40,-,**
81152,1006,149,25.9,12.9,39,54,-,**,8,10,0,100,257,102,53.5,19.7,156,58,0,24.4,184,47,0,31.5,181,48,0,82.3,181,25,-,**
81154,1194,221,13.9,10.6,102,80,9.1,16.1,115,106,62.6,35.2,280,88,2.3,3.5,106,51,0,33.5,225,73,2.3,3.5,249,71,0,40.4,117,42,0,100
81155,355,115,19,17.2,0,12,-,**,47,65,72.3,9,16,17,0,74.1,89,48,0,40,92,48,14.1,21.6,94,47,0,51.6,17,12,0,98.9
81201,7547,382,7.3,2.9,368,128,0,31.3,353,101,15.7,16.8,2062,224,10.1,5,1371,184,7.7,6.8,1463,181,1,1.6,930,143,0,20,1000,132,0,41.1
81210,245,112,0,25.2,0,12,-,**,0,12,-,**,0,12,-,**,94,87,0,28.5,46,49,0,74.1,79,65,-,**,26,28,-,**
81211,6209,411,7.2,4.4,138,80,23.3,36.6,343,102,16,16.6,1930,292,1.8,2.9,1072,193,4.1,4.2,1276,202,10.7,9.4,1034,133,17.6,23.6,416,115,0,50.9
81212,25635,650,8,1.5,912,152,34.2,16,1866,184,8.6,6.5,8608,406,5.8,2.3,4484,273,6.5,3.2,4183,275,6.2,3.1,3009,185,10.2,5.8,2573,176,14.4,22.4
81220,111,62,0,59.3,0,12,-,**,22,51,-,**,0,12,-,**,0,12,-,**,47,25,0,59.3,33,23,-,**,9,14,-,**
81221,217,56,16.5,11.5,6,6,-,**,4,6,0,100,43,27,19.5,20.9,37,25,11.5,18.2,34,18,18.2,21.5,52,29,16.7,50.4,41,29,-,**
81222,293,112,7.9,10.2,34,35,0,89.4,0,12,-,**,101,57,0,29.7,110,102,20.7,37.7,41,46,0,50.1,7,11,0,100,0,12,-,**
81223,1319,237,6.4,6.9,86,61,-,**,18,19,25,57.7,172,106,29.3,39.1,272,115,3.7,5.9,376,124,0,28.7,275,82,0,40,120,70,0,82.3
81224,2879,340,9.6,4.5,176,106,4,9.1,96,65,28.7,31.2,1462,216,5.7,4.4,467,139,16.4,16.3,477,146,13.9,13.3,150,74,0,40.7,51,42,-,**
81225,696,151,3.1,4.8,11,16,0,100,67,46,25.4,33.8,226,103,0,14.2,171,75,0,19.8,113,48,0,33.8,78,47,0,45.8,30,30,-,**
81226,8034,615,10.8,3.9,411,111,31.6,19.2,394,169,16.8,14,3453,476,10.7,8.3,1625,246,5.6,5.1,957,186,7.1,5,671,120,6.7,8.6,523,133,0,85.6
81227,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81230,7722,433,7.1,2.3,632,194,18.6,18.1,1597,180,12.7,6.7,2474,245,5,2.9,1023,159,3,2.6,1155,161,5.2,4.3,510,95,3,5.1,331,65,0,100
81231,618,176,30.1,10.7,510,180,37.7,14,108,53,0,39.6,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81232,20,33,40,19.4,8,14,100,100,0,12,-,**,4,9,0,100,8,13,0,100,0,12,-,**,0,12,-,**,0,12,-,**
81233,1054,193,10,9.3,7,10,0,100,151,118,0,24.6,110,69,37.3,31.7,145,66,0,24.6,280,106,9,12.9,208,70,0,49.4,153,84,0,61.8
81235,627,82,4.7,3.6,23,18,50,27.1,5,7,0,100,105,53,2.4,3.5,143,50,9.8,9.7,178,61,0,26.3,115,35,0,44.7,58,24,0,100
81236,873,176,8.4,10.9,10,20,0,93.8,0,12,-,**,110,84,0,25.2,182,130,24.4,26.8,228,104,0,28.3,220,68,0,44.2,123,76,-,**
81237,88,74,38.7,27.9,0,12,-,**,0,12,-,**,0,12,-,**,59,73,49.2,22,16,17,0,74.1,0,12,-,**,13,19,-,**
81239,9,14,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,9,14,-,**,0,12,-,**,0,12,-,**
81240,3153,284,7,3.4,168,81,24.5,33.8,80,67,6.6,11.6,703,171,14.5,8.3,557,129,1.2,1.7,824,172,1.8,2.6,594,144,13.8,21.7,227,95,0,85.6
81241,40,25,0,100,0,12,-,**,0,12,-,**,2,4,-,**,5,8,-,**,13,15,0,100,12,12,0,100,8,14,-,**
81242,878,212,10.2,6.7,93,72,33.3,47.4,124,64,0,22.8,241,111,11.3,13,143,63,13.7,16.1,124,51,9.2,12.6,53,31,0,66.3,100,54,0,85.6
81243,69,36,14.8,19.5,0,12,-,**,0,12,-,**,10,14,40,59.3,7,9,-,**,21,14,0,71.9,31,26,-,**,0,12,-,**
81244,248,74,17.1,19,14,21,0,79.3,19,26,94.7,23.9,72,38,0,38.9,33,21,0,71.9,51,30,0,100,39,26,100,100,20,14,-,**
81248,75,63,0,37,0,12,-,**,0,12,-,**,64,62,0,37,0,12,-,**,0,12,-,**,11,14,-,**,0,12,-,**
81251,100,57,0,35.4,12,15,0,100,0,12,-,**,29,34,0,55.1,36,32,0,63.2,11,16,0,89.4,6,9,-,**,6,10,-,**
81252,3212,169,17.7,8.5,182,75,15.3,24.1,100,57,19,19.3,505,141,1.9,2.1,605,134,36,20.9,1011,161,17.4,12.7,529,115,0,27.2,280,94,0,100
81253,462,140,0,14.8,16,22,-,**,0,12,-,**,63,63,0,37.3,97,79,0,41.5,126,72,0,29.7,9,13,-,**,151,114,-,**
81301,24599,620,5.9,1.3,2163,186,19.7,8.9,2672,246,12,5.4,8347,385,3.3,1.5,3848,303,4.3,3.3,4084,283,5.6,2.9,2082,166,8.7,9.7,1403,147,0,28.3
81303,6404,482,7.2,3.1,361,104,24.9,19.9,554,162,10.1,9.7,2006,308,7.6,5.6,1305,207,5,3,1175,165,5.3,3.4,649,103,0,14.4,354,113,0,82.3
81320,214,74,0,35.1,0,12,-,**,0,12,-,**,0,12,-,**,47,33,0,54.1,70,39,0,50.1,60,30,0,100,37,27,-,**
81321,11136,487,13.4,2.8,789,186,28,20.8,694,187,39.4,20.4,3176,295,11.2,4.7,1945,206,8.3,3.8,2016,200,7.6,4.6,1205,183,13.6,12.2,1311,134,37.8,47.9
81323,4107,388,9.2,3.3,272,87,7.6,11,251,119,19.7,18.3,1128,205,6,5.2,785,153,13.2,8,796,153,0,7.2,626,130,31.7,21.4,249,78,0,53.3
81324,945,114,12.2,8.2,28,23,-,**,28,31,67.9,58.6,292,93,8.3,9.1,139,48,11,14.6,169,60,12.6,11.5,183,61,0,50.1,106,42,0,93.8
81325,84,49,7.3,15.1,4,7,100,100,0,12,-,**,45,44,0,50.9,5,9,0,100,30,22,0,85.6,0,12,-,**,0,12,-,**
81326,1797,185,5,3.2,150,52,5.6,12,83,44,8.8,15,438,94,7,7.3,394,112,0,10.8,450,91,7.3,6.7,192,65,0,44.2,90,40,0,100
81327,584,164,7,11.4,47,47,100,68,13,23,-,**,83,86,0,45.2,114,69,0,32.9,205,128,0,23.1,49,41,0,98.9,73,49,-,**
81328,3382,337,10.5,3.8,125,65,0,57.1,187,73,4.7,7.9,836,180,15.1,8.5,557,118,8.6,6.7,935,193,11.1,7.7,498,117,0,19.3,244,77,0,59.3
81330,8,13,0,100,0,12,-,**,0,12,-,**,0,12,-,**,8,13,0,100,0,12,-,**,0,12,-,**,0,12,-,**
81331,216,123,17.2,26.8,0,12,-,**,0,12,-,**,12,22,-,**,61,59,0,52.4,62,48,57.1,57.1,81,109,0,51.6,0,12,-,**
81332,183,47,7.3,7.7,12,14,0,100,15,14,0,93.8,68,32,0,36.7,29,20,24.1,23.9,25,20,16.7,27.7,25,18,-,**,9,10,-,**
81334,949,180,5.6,4.1,126,58,0,63.2,80,62,35.3,47.2,363,93,5.8,6.5,204,55,0,19.5,90,48,4.8,7.4,78,35,0,98.9,8,9,-,**
81335,97,98,22.7,41,0,12,-,**,0,12,-,**,22,29,100,63.2,12,18,0,85.6,63,95,0,37.3,0,12,-,**,0,12,-,**
81401,17935,434,11.6,3.1,854,206,25.8,12.9,1258,160,26,11.8,5297,272,12.1,5.2,2854,280,5.6,3.6,3188,260,6.4,3.1,2472,246,12.8,10.9,2012,205,0,29.7
81403,9029,467,10.4,2.6,740,204,22.1,18.1,430,151,14.2,12.7,2131,243,13.6,5.1,1852,278,6.4,4,1732,255,7.3,3.9,1344,231,7.7,10,800,177,0,68
81410,1386,277,4.3,4,48,39,0,76.6,0,12,-,**,175,98,11.9,17,234,108,2.2,3.7,375,149,3.7,5.7,293,120,0,26.9,261,92,-,**
81411,6,8,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,6,8,-,**,0,12,-,**
81413,4471,280,11.4,3.5,188,66,32.4,25.1,227,95,23.5,20.4,907,153,11,7.5,639,127,8.2,6.7,964,176,9.6,6.4,904,160,9.3,9.3,642,110,0,56
81415,1122,221,8.4,6.2,42,39,100,74.1,18,15,40,60,239,101,4.4,4.6,226,107,1.1,2.1,269,136,12.8,18.5,156,86,0,82.3,172,123,-,**
81416,10693,374,11.5,3.6,733,174,15.3,10,704,177,36.9,18.7,3318,259,10.9,5.4,1966,241,8.8,5.8,1597,217,6,4,1263,208,4.1,6.3,1112,181,0,32.4
81418,1407,163,16.1,7.6,89,47,-,**,56,38,27.8,42.6,339,141,2.7,4.8,234,89,31.5,18,259,106,12.9,13.8,220,84,26.1,36.4,210,78,-,**
81419,3189,346,15,4.4,174,64,60,32.2,187,108,13,20.5,713,147,13.1,6.7,581,133,18.3,12.3,726,168,12.3,9.4,539,165,7,10.7,269,87,0,39.6
81422,449,94,16.5,10,44,39,0,46.3,34,21,44,40.9,70,37,5.4,7.6,111,48,15.2,13.6,74,37,21.2,23.8,75,38,64.3,37,41,22,0,100
81423,1300,135,3.8,2.6,16,13,0,100,42,28,0,45.8,395,107,7.9,6,292,70,0,12.8,299,85,3.5,5.5,193,71,0,41.1,63,50,0,100
81424,899,134,19,9.9,70,33,100,71.9,69,43,63.1,26.9,140,52,20.3,14.3,249,58,4.6,5.5,203,60,5.1,7.6,93,38,55.6,51.1,75,36,-,**
81425,3853,330,9.1,3.1,338,124,12.9,22.1,120,71,3.5,6.2,1291,189,12.6,4.8,730,152,6.2,6.4,625,174,3.2,3.9,439,100,2.3,3.5,310,118,78.3,50
81426,90,31,2.4,6.5,0,12,-,**,0,12,-,**,62,28,0,38.6,16,13,0,74.1,8,10,25,75,2,4,0,100,2,4,-,**
81427,755,151,8.1,5.1,50,35,44,56,36,39,0,49.4,134,74,0,24.1,186,63,9.8,10.9,157,59,8.3,9.7,155,56,7.8,10.8,37,20,-,**
