Zipcode,Total Population 2013,Total Population 2013 Margin of Error,Total Unemployment 2013,Total Unemployment 2013 margin of Error,Age Group 16-19 2013,Age Group 16-19 2013 Margin of Error,Age Group 16-19 2013 Unemployment,Age Group 16-19 2013 Unemployment Margin of Error,Age Group 20-24 2013,Age Group 20-24 2013 Margin of Error,Age Group 20-24 2013 Unemployment,Age Group 20-24 2013 Unemployment Margin of Error,Age Group 25-44 2013,Age Group 25-44 2013 Margin of Error,Age Group 25-44 2013 Unemployment,Age Group 25-44 2013 Unemployment Margin of Error,Age Group 45-54 2013,Age Group 45-54 2013 Margin of Error,Age Group 45-54 2013 Unemployment,Age Group 45-54 2013 Unemployment Margin of Error,Age Group 55-64 2013,Age Group 55-64 2013 Margin of Error,Age Group 55-64 2013 Unemployment,Age Group 55-64 2013 Unemployment Margin of Error,Age Group 65-74 2013,Age Group 65-74 2013 Margin of Error,Age Group 65-74 2013 Unemployment,Age Group 65-74 2013 Unemployment Margin of Error,Age Group 75+ 2013,Age Group 75+ 2013 Margin of Error,Age Group 75+ 2013 Unemployment,Age Group 75+ 2013 Unemployment Margin of Error
81428,3174,318,9.2,6.5,213,85,22.2,27.4,206,101,44.4,51.9,773,155,8.6,6.8,578,133,5.4,4.8,676,169,4.2,4.7,445,126,0,18.1,283,101,0,100
81429,97,43,0,43.7,0,12,-,**,0,12,-,**,7,10,0,100,0,12,-,**,43,32,0,50.9,42,34,0,100,5,7,0,100
81430,489,187,0.6,1.3,24,43,-,**,7,12,0,100,108,76,1.9,4.2,107,65,0,25.7,122,71,0,29,121,130,0,100,0,12,-,**
81431,381,120,0,11.5,53,40,0,82.3,14,21,0,79.3,125,60,0,25.5,51,47,0,43.7,101,48,0,31.5,16,16,0,100,21,20,-,**
81432,2344,191,11.1,5.4,130,57,38.2,51.3,73,42,27.4,30.1,547,108,13.3,9.7,489,106,11.1,13,583,107,3.3,2.8,404,96,7.4,7.7,118,59,-,**
81433,553,98,19,9,10,12,100,100,67,63,27.1,52.9,198,59,13.9,9.8,124,41,14,14.3,86,44,32.3,27.5,49,26,15.2,23.9,19,15,0,93.8
81434,155,86,4.3,7.9,52,56,0,93.8,0,12,-,**,8,13,0,100,34,29,0,50.9,31,20,17.6,21.1,6,9,-,**,24,35,-,**
81435,4232,237,7.3,2.6,158,65,0,22,371,61,14.4,12.8,1867,138,7,3.7,827,99,9,8.2,792,130,3.3,3.9,168,75,6.9,9.8,49,52,-,**
81501,20115,724,10.8,1.9,2318,368,21.3,7.8,3368,416,13.1,5.3,6492,528,8.6,3.2,2930,336,11.5,4.4,2054,280,5.1,3.7,1522,209,9.9,6.9,1431,220,19.7,30.2
81503,11428,540,9.7,2.7,712,228,23.9,18.1,973,276,7.8,6,3479,412,8.6,3.8,1922,257,7.1,3.7,2198,326,12.1,6.4,1199,178,10,10.4,945,169,0,32.1
81504,22839,756,8.9,1.7,1328,267,17.2,10.1,2089,337,8.6,6.8,8305,522,10.6,3.1,3928,394,5.7,2.5,3403,403,6.3,3.1,2160,256,6.7,6,1626,281,0,26.7
81505,7218,546,7,2.6,407,134,28.7,25.7,655,235,15.4,9.9,2069,374,4.7,4.3,1078,189,6.4,6.1,1395,258,4.4,3.6,978,203,5.3,5.7,636,183,0,49.4
81506,8880,473,5.5,2.1,287,109,25.8,32,597,245,2.4,3.7,2128,303,7.6,5.1,1315,193,6.4,5.4,1580,291,2.6,2.6,1243,193,3.3,5.3,1730,219,0,28.3
81507,12416,438,5.1,1.8,766,208,12.2,10.3,378,150,18,18.9,2971,311,4.6,2.9,2336,317,5.4,3.7,2768,258,3.3,2.5,1841,244,0,7.8,1356,212,0,41.9
81520,10376,545,14.9,3.5,555,172,29.9,21.3,920,253,13,10,4026,465,16.7,5.6,1621,318,12.2,7.4,1590,285,9.1,6.3,967,197,13.5,15.3,697,172,0,53.3
81521,11719,579,7.5,2.6,927,245,36.4,17,832,291,12,10.4,3814,372,4.6,4.2,2130,298,4.1,3.9,1893,328,6.4,5.7,1039,200,9.4,14.8,1084,223,0,36.3
81522,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81523,834,238,2.7,4.2,11,20,-,**,29,31,0,55.1,136,96,0,39.3,307,198,0,11.4,214,148,7.5,12.4,113,121,0,53.3,24,28,-,**
81524,1701,341,1.7,2.6,189,107,0,28.3,55,70,0,40,546,242,0,7.9,363,156,5.9,9.1,315,137,0,19.1,153,115,-,**,80,49,-,**
81525,673,195,2.6,4.1,50,49,-,**,15,25,-,**,299,147,0,12.3,100,58,0,27.2,108,70,14.5,19.6,26,29,-,**,75,77,-,**
81526,4457,309,7.6,2.8,231,85,0,34.4,179,73,19.8,19.5,932,170,11.8,6.8,1206,220,5.8,4.8,1017,179,4.4,4,451,120,5.1,8.2,441,115,0,60.5
81527,1483,243,9,6.3,45,39,0,100,44,35,25,37.1,434,145,7.2,10,294,153,5.2,8.6,360,137,14.3,13.5,167,99,0,50.9,139,84,-,**
81601,12827,508,6.4,1.8,766,161,22.2,12.9,1306,283,5.8,5.8,4804,407,5.9,2.5,2352,290,5.1,3.9,2025,267,7.1,4.1,852,163,0,11.6,722,169,0,53.3
81610,343,112,10.1,8.4,6,10,0,100,29,28,30.8,34.7,123,74,9.1,12.7,27,18,9.5,22.9,73,38,11.1,16.9,39,24,0,100,46,28,0,100
81611,8390,411,6,2.6,305,123,7.3,12.7,338,139,15.6,19.1,3042,418,5.1,3.6,1656,231,5.7,4.7,1588,228,3.3,3.5,989,146,23.2,24.9,472,135,0,22.6
81612,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81615,2439,196,4.3,5.7,139,82,0,71.9,217,159,0,13.9,1047,281,6.9,10.1,461,190,0,8.1,338,173,5.8,9.3,237,127,0,35.4,0,12,-,**
81620,8614,645,4.3,2.5,427,160,21.4,32.8,1167,442,7.9,8.1,4624,587,3.1,3.6,1180,357,3.7,4.6,835,283,3.2,5.2,294,135,0,17,87,78,-,**
81621,5546,683,11.5,5.9,368,143,43.3,35.8,563,310,20,23.9,2016,438,8.2,5.6,1216,264,11,8.3,905,246,6.3,6.1,400,163,6.2,8,78,73,72.1,54.8
81623,11464,857,9.6,3.5,909,242,31.8,22.1,577,243,12.3,13,4322,546,7.8,4.1,2254,387,6.4,4.9,2052,316,10,5.1,906,181,15.4,14.3,444,164,27.5,40
81624,1252,228,9.2,5.5,127,194,0,29,117,62,7.3,12.1,289,100,6.6,8.6,189,53,23.9,16.4,295,71,4.8,4.4,136,50,20,24.7,99,62,0,100
81625,9626,161,7,1.9,775,126,16,12.8,805,129,10.2,10.8,3125,140,6.8,2.6,1937,96,7.7,3.4,1621,83,2.7,2.1,801,40,5.7,8.5,562,53,0,54.1
81630,624,102,12.3,4.5,37,28,36.8,41.6,41,29,26.8,25.6,163,46,13.5,9,181,51,6.6,5.4,84,38,3.1,6,41,18,37.5,47.2,77,29,0,100
81631,5997,579,4.4,2.5,215,132,0,24.3,159,118,46,37.9,2879,464,0,1.3,1047,322,9.1,6.8,1064,297,6.5,8.7,424,193,0,10.9,209,124,-,**
81632,7218,678,2.7,1.7,585,185,0,12.4,553,227,2.5,4,3168,534,1.6,1.9,1396,391,3.5,3.3,909,216,2,3.3,438,161,22.5,32.7,169,117,0,82.3
81633,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81635,4984,457,7.9,3.4,538,192,22,18.2,225,150,0,13.5,1605,262,6.7,3.5,790,197,3.8,5.1,935,274,16.6,15.7,485,152,0,21.6,406,128,0,55.1
81637,5795,424,8.8,3.9,583,224,65.2,29.3,277,147,0,12.3,2494,393,7.6,5.2,1401,310,1.9,1.7,788,240,8.9,10.4,150,86,0,63.2,102,78,0,93.8
81638,123,73,0,29.7,0,12,-,**,4,8,0,100,10,13,0,93.8,15,20,0,76.6,89,71,0,38.3,5,7,-,**,0,12,-,**
81639,1824,207,5.7,3.1,135,54,12.9,20.4,45,28,0,44.2,663,144,6.7,5,447,84,3.9,4.1,333,84,0,12.7,133,53,0,55.1,68,37,100,76.6
81640,192,88,4.1,7.4,14,25,-,**,7,10,0,100,53,50,7.5,18,15,16,0,100,51,31,0,76.6,18,18,0,100,34,28,0,98.9
81641,2746,334,3.7,2.4,78,49,40.4,36.2,124,81,6.4,9.7,895,134,0,4.4,709,103,0,5.1,483,90,14.6,11.5,245,83,0,25.3,212,75,0,63.2
81642,95,79,0,38,0,12,-,**,10,17,-,**,0,12,-,**,21,26,0,64.7,19,31,0,68,45,37,0,64.7,0,12,-,**
81643,638,145,8.7,6.8,69,50,0,46.9,31,28,0,68,90,53,0,32.4,154,67,8.9,13.2,134,59,10.2,14.5,92,59,40.6,24.2,68,37,-,**
81645,903,182,5.1,3.6,5,5,-,**,77,48,17.2,15.6,393,106,4.8,7.3,241,120,4.7,5.6,84,44,0,39.6,94,51,0,48.8,9,9,0,100
81646,127,58,0,30.2,0,12,-,**,0,12,-,**,10,14,0,100,33,39,0,51.6,27,41,0,57.1,25,31,-,**,32,29,0,63.2
81647,4972,512,11,4.4,308,144,72.9,37.2,341,156,20.3,25.3,2072,267,7.1,5.1,1254,244,11.1,8.5,508,215,4,6.9,406,123,0,18.9,83,52,0,98.9
81648,1984,362,5.1,2.9,302,97,22.1,23.9,138,98,0,33.8,565,162,2.5,2.9,389,105,2.2,3.6,288,76,6.3,7.2,184,88,8.9,14.2,118,43,0,74.1
81649,235,64,1.5,2.2,11,11,-,**,18,14,0,85.6,99,41,3.4,5,60,40,0,38.3,26,20,0,60.5,15,12,0,85.6,6,7,0,100
81650,10112,763,8.9,3,688,203,29,16.4,867,332,22.4,19.4,4300,393,7.8,3.9,1820,313,5.9,5.2,1431,303,0,2.8,590,196,12.5,14.1,416,137,0,38.6
81652,3481,340,11.9,4.5,301,95,58,32.9,304,123,29.4,20.7,1220,162,8.1,5.9,637,136,4.2,4.1,667,211,7.9,6.3,244,102,43.8,45.5,108,56,0,100
81653,23,21,0,79.3,0,12,-,**,0,12,-,**,23,21,0,79.3,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81654,774,203,2.6,3.9,0,12,-,**,3,6,-,**,285,153,0,11.9,182,86,0,18.9,196,99,4.2,7.9,82,57,23.8,37.6,26,28,-,**
81655,29,47,0,55.1,0,12,-,**,0,12,-,**,29,47,0,55.1,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81656,351,182,6,11.3,22,29,-,**,0,12,-,**,142,137,12.2,26.6,88,53,0,38.9,70,53,0,35.1,12,14,-,**,17,28,0,100
81657,5234,281,7.1,6.2,66,48,0,63.2,444,253,0,7.9,2028,387,12.1,12.8,843,289,5.6,5.7,1035,281,2.6,4.2,582,171,0,12.7,236,124,0,42.8
82063,52,58,0,43.7,0,12,-,**,0,12,-,**,27,41,0,57.1,8,12,0,100,11,16,0,89.4,0,12,-,**,6,9,-,**
