City,County,Zipcode,Total Population 2014,Total Population 2014 Margin of Error,Total Unemployment 2014,Total Unemployment 2014 margin of Error,Age Group 16-19 2014,Age Group 16-19 2014 Margin of Error,Age Group 16-19 2014 Unemployment,Age Group 16-19 2014 Unemployment Margin of Error,Age Group 20-24 2014,Age Group 20-24 2014 Margin of Error,Age Group 20-24 2014 Unemployment,Age Group 20-24 2014 Unemployment Margin of Error,Age Group 25-44 2014,Age Group 25-44 2014 Margin of Error,Age Group 25-44 2014 Unemployment,Age Group 25-44 2014 Unemployment Margin of Error,Age Group 45-54 2014,Age Group 45-54 2014 Margin of Error,Age Group 45-54 2014 Unemployment,Age Group 45-54 2014 Unemployment Margin of Error,Age Group 55-64 2014,Age Group 55-64 2014 Margin of Error,Age Group 55-64 2014 Unemployment,Age Group 55-64 2014 Unemployment Margin of Error,Age Group 65-74 2014,Age Group 65-74 2014 Margin of Error,Age Group 65-74 2014 Unemployment,Age Group 65-74 2014 Unemployment Margin of Error,Age Group 75+ 2014,Age Group 75+ 2014 Margin of Error,Age Group 75+ 2014 Unemployment,Age Group 75+ 2014 Unemployment Margin of Error
Aurora,Arapahoe,80041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora,Adams,80042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora,Arapahoe,80044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora,Adams,80045,602.0,117.0,3.7,5.8,0.0,12.0,-,**,162.0,102.0,0,39.6,329.0,121.0,0,12.1,29.0,22.0,0,71.9,45.0,31.0,31.1,44.3,37.0,62.0,0,85.6,0.0,12.0,-,**
Aurora,Arapahoe,80046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora,Arapahoe,80047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agate,Elbert,80101,260.0,68.0,2.3,3.6,10.0,14.0,-,**,3.0,5.0,-,**,96.0,46.0,0,31.5,17.0,15.0,0,100,73.0,34.0,7.9,11.9,38.0,19.0,-,**,23.0,20.0,0,100
Bennett,Adams,80102,4128.0,384.0,10.5,3.2,346.0,127.0,31.6,22.3,192.0,82.0,33.6,27.8,1325.0,230.0,9.5,4.6,994.0,187.0,8.1,4.3,854.0,178.0,5,4.8,255.0,79.0,10.6,16.2,162.0,60.0,0,71.9
Byers,Arapahoe,80103,2068.0,271.0,5.9,3.4,76.0,37.0,100,100,115.0,64.0,0,27.2,609.0,160.0,5.7,8.4,498.0,136.0,11.4,7.2,412.0,133.0,1.6,2.3,266.0,64.0,3.7,6.3,92.0,60.0,0,93.8
Castle Rock,Douglas,80104,21212.0,679.0,5.7,1.2,1472.0,259.0,10.5,7.5,1338.0,336.0,6.6,5.2,8119.0,516.0,5.3,2.2,4775.0,372.0,4,2.7,2973.0,327.0,7.3,3.6,1702.0,207.0,5.8,5.2,833.0,171.0,36.9,31.1
Deer Trail,Arapahoe,80105,907.0,144.0,9.3,4.3,23.0,19.0,0,100,20.0,15.0,0,71.9,286.0,90.0,7,6.1,144.0,47.0,16,10.9,238.0,65.0,12.3,9,121.0,42.0,0,40.4,75.0,34.0,0,100
Elbert,El Paso,80106,3453.0,422.0,6.5,3.4,387.0,131.0,9.9,14,181.0,92.0,7,10.7,820.0,196.0,3.5,4.4,892.0,225.0,7.3,6.1,776.0,163.0,8.6,7.9,282.0,104.0,2.7,6.2,115.0,57.0,0,100
Elizabeth,Elbert,80107,9674.0,475.0,7.6,2.4,815.0,217.0,36.4,22.7,455.0,136.0,7.5,11.5,2361.0,242.0,5.7,3.6,2443.0,234.0,4.8,2.7,2283.0,195.0,8.7,4.5,941.0,127.0,0,10.3,376.0,64.0,0,76.6
Castle Rock,Douglas,80108,17518.0,677.0,6.1,1.6,1459.0,282.0,19.8,12,710.0,194.0,5.5,6.1,5582.0,453.0,3.4,1.9,3976.0,448.0,7.2,3.7,3106.0,386.0,4.1,2.7,1990.0,206.0,8.9,6.6,695.0,185.0,0,33.8
Castle Rock,Douglas,80109,13545.0,502.0,4.4,2,885.0,263.0,21.7,18.7,890.0,340.0,18.7,18.9,5839.0,347.0,1.4,1.1,2567.0,307.0,5,4.1,2007.0,401.0,2.9,3.3,794.0,131.0,0,15.4,563.0,184.0,-,**
Englewood,Arapahoe,80110,17247.0,653.0,9.6,2.5,882.0,195.0,36.9,22.2,1750.0,260.0,13.6,5.8,6770.0,464.0,7.7,2.9,2872.0,368.0,10.9,3.7,2576.0,332.0,6.9,3.4,1197.0,225.0,3.3,4,1200.0,142.0,0,34.1
Englewood,Arapahoe,80111,23810.0,678.0,4.2,0.8,1755.0,234.0,9.8,6.3,1302.0,336.0,7.8,4.2,7910.0,450.0,4,1.4,5006.0,369.0,3.5,1.5,4516.0,400.0,3.8,1.9,2068.0,230.0,2.7,2.9,1253.0,242.0,4.5,6.8
Englewood,Arapahoe,80112,24470.0,753.0,4.9,1.4,1538.0,336.0,39.9,17.6,2137.0,349.0,8,4.8,9471.0,624.0,2.9,1.6,4204.0,335.0,4.2,2.2,3761.0,303.0,4.3,2.2,2222.0,288.0,0.9,1.4,1137.0,202.0,0,23.1
Englewood,Arapahoe,80113,17433.0,563.0,7.9,1.7,826.0,189.0,9.7,9.6,1291.0,248.0,13.4,7.9,6030.0,396.0,6.9,2.1,3414.0,319.0,7.4,3.2,2914.0,285.0,8,3.6,1518.0,208.0,7.4,7.1,1440.0,226.0,14.3,15.5
Franktown,Douglas,80116,3268.0,369.0,3.9,2.5,281.0,124.0,0,34.1,97.0,67.0,0,27.8,449.0,136.0,6.7,7.1,814.0,155.0,1.6,2.7,889.0,194.0,6.9,6.3,578.0,198.0,0,15.7,160.0,74.0,0,89.4
Kiowa,Elbert,80117,2188.0,240.0,8.8,3.5,138.0,60.0,100,100,136.0,79.0,20,22,499.0,115.0,8.3,6.4,537.0,130.0,8.4,7.9,439.0,102.0,5.5,5.4,295.0,107.0,0,38.3,144.0,58.0,0,71.9
Larkspur,Douglas,80118,4527.0,378.0,5.6,1.9,384.0,200.0,0,37,222.0,87.0,0,14.6,822.0,195.0,1.1,1.8,1201.0,170.0,6.4,3.6,1030.0,141.0,11.4,5.5,527.0,120.0,0,25.2,341.0,99.0,0,100
Littleton,Arapahoe,80120,25062.0,460.0,7.6,1.4,1666.0,205.0,22,9.4,1840.0,294.0,13.9,6.4,7387.0,414.0,7.2,2.3,4560.0,403.0,4.7,2,4127.0,262.0,5.6,2.2,2713.0,227.0,6.6,5.9,2769.0,278.0,0,14.5
Littleton,Arapahoe,80121,14782.0,440.0,6.9,1.8,756.0,186.0,8.3,13.1,657.0,207.0,2.8,3.9,4180.0,350.0,9.3,3.2,2552.0,262.0,1.9,1.4,2733.0,292.0,8.4,5,2069.0,223.0,7.4,5.4,1835.0,241.0,6.9,11.7
Littleton,Arapahoe,80122,25147.0,632.0,7.1,1.5,1407.0,211.0,19.5,9.9,1198.0,217.0,18.9,9.2,7506.0,490.0,5.4,1.8,5288.0,419.0,3.6,1.5,4737.0,401.0,8.3,3,3015.0,305.0,10,6.2,1996.0,249.0,24.6,19.4
Littleton,Jefferson,80123,36593.0,933.0,6.1,1.2,1988.0,261.0,19.8,7.9,2258.0,298.0,10.7,4.8,12339.0,733.0,4.8,1.5,7058.0,525.0,6.8,3,6607.0,431.0,4.5,2,3842.0,265.0,3.4,3.3,2501.0,240.0,4.1,7
Littleton,Douglas,80124,14885.0,423.0,4.5,1.2,1135.0,224.0,17.5,13,1044.0,331.0,6,5.1,5662.0,418.0,3.3,1.9,3179.0,305.0,3.1,2,2239.0,253.0,3.9,2.7,1168.0,187.0,12.1,11.2,458.0,125.0,0,40.4
Littleton,Douglas,80125,7757.0,387.0,5.4,2,435.0,120.0,26.7,27.4,322.0,152.0,14,11.8,3117.0,290.0,2,1.7,1723.0,220.0,4,3.1,1225.0,233.0,10.9,8.2,658.0,132.0,13.2,14.3,277.0,82.0,0,82.3
Littleton,Douglas,80126,30394.0,783.0,4.4,0.8,2512.0,363.0,16.9,6.7,1540.0,238.0,5.3,3.9,11066.0,586.0,2.3,1,7514.0,459.0,4.3,1.8,4808.0,388.0,5.9,2.1,1825.0,229.0,1,1.7,1129.0,196.0,0,32.9
Littleton,Jefferson,80127,35056.0,825.0,5.2,0.9,2916.0,356.0,23.7,7.8,2295.0,333.0,6.9,4.3,10449.0,533.0,4.2,1.3,8364.0,496.0,2.3,1,6825.0,466.0,6.5,1.9,2766.0,236.0,3.8,3.3,1441.0,202.0,0,30.5
Littleton,Jefferson,80128,28681.0,599.0,6.4,1.3,1982.0,304.0,16.3,9.1,1784.0,328.0,18.9,8.2,9252.0,462.0,4.6,1.5,6560.0,481.0,3.5,1.3,4891.0,478.0,8.2,3,2559.0,209.0,1.9,2.2,1653.0,192.0,11.7,14.6
Littleton,Douglas,80129,20451.0,544.0,3.5,1,1497.0,242.0,13.5,8.3,1151.0,191.0,4.5,5.4,8029.0,407.0,2.9,1.4,4473.0,335.0,3.4,2,2933.0,279.0,1.8,1.7,1352.0,183.0,9.8,9.4,1016.0,170.0,0,32.9
Littleton,Douglas,80130,20164.0,629.0,4.8,1.3,1218.0,232.0,25.8,15.6,899.0,249.0,3.4,4.3,9123.0,529.0,4,1.6,3956.0,383.0,4.6,2,2469.0,295.0,4.4,2.2,1732.0,217.0,0,6.4,767.0,167.0,16,22.9
Louviers,Douglas,80131,144.0,99.0,0,47.5,0.0,12.0,-,**,0.0,12.0,-,**,18.0,19.0,0,100,21.0,26.0,0,85.6,40.0,39.0,0,74.1,51.0,50.0,0,100,14.0,19.0,-,**
Monument,El Paso,80132,15272.0,675.0,6.3,1.8,1195.0,204.0,30,13.7,798.0,246.0,6.5,7.3,3594.0,335.0,4.3,3.3,4129.0,417.0,3.3,2.1,3021.0,332.0,8.6,4.6,1718.0,260.0,5.2,6.8,817.0,208.0,0,35.7
Palmer Lake,El Paso,80133,1657.0,173.0,4.5,3.1,77.0,49.0,0,42.8,29.0,25.0,0,69.9,642.0,152.0,2.7,3.9,407.0,126.0,4.5,4,312.0,108.0,9.7,9.7,108.0,62.0,0,57.1,82.0,61.0,-,**
Parker,Douglas,80134,42532.0,888.0,4.6,0.8,2977.0,341.0,11.5,6.4,2563.0,355.0,10.3,5.3,17905.0,731.0,3.3,0.9,9446.0,480.0,4.1,1.5,5926.0,439.0,5,2,2309.0,273.0,8.5,6.8,1406.0,242.0,0,36.7
Sedalia,Douglas,80135,3249.0,361.0,8,2.9,241.0,102.0,12.2,13.1,143.0,61.0,0,30.7,521.0,117.0,11.2,9.3,877.0,207.0,8.8,6.1,807.0,141.0,4.9,5,439.0,102.0,0,23.9,221.0,82.0,100,98.9
Strasburg,Adams,80136,3817.0,324.0,8.8,3.6,328.0,104.0,13.6,23.6,162.0,93.0,21.8,21.9,1247.0,178.0,7,6.5,925.0,170.0,9.9,8,691.0,164.0,8.3,5.2,338.0,121.0,0,29.9,126.0,66.0,0,53.3
Watkins,Adams,80137,1031.0,263.0,6.7,4.5,279.0,179.0,25,24.5,15.0,25.0,0,76.6,171.0,66.0,0,20.3,207.0,96.0,6.8,7.5,163.0,71.0,10.7,12.6,105.0,59.0,0,52.4,91.0,59.0,-,**
Parker,Douglas,80138,23061.0,818.0,4.8,1.1,1588.0,295.0,5.3,7.4,1517.0,311.0,14.7,8.1,7401.0,431.0,4,1.6,5813.0,475.0,2.4,1.3,3896.0,404.0,6.5,2.7,1843.0,207.0,3.8,4.5,1003.0,207.0,0,50.9
Englewood,Arapahoe,80150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Englewood,Arapahoe,80151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Englewood,Arapahoe,80155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton,Arapahoe,80160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton,Arapahoe,80161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton,Jefferson,80162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton,Douglas,80163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton,Arapahoe,80165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton,Arapahoe,80166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80202,11183.0,903.0,6.4,2.9,280.0,152.0,32.8,26.7,1474.0,424.0,0,2.7,6112.0,780.0,4.5,2.4,1354.0,262.0,14.1,12.2,1154.0,206.0,14.7,15.6,563.0,155.0,22.1,22.2,246.0,100.0,0,48.8
Denver,Denver,80203,19556.0,794.0,4.6,1.3,77.0,58.0,46.7,53.3,2675.0,412.0,2.3,1.6,11546.0,745.0,4.9,1.7,1886.0,374.0,3.2,2.6,2023.0,360.0,5.9,3.3,969.0,192.0,8.7,14,380.0,129.0,0,44.7
Denver,Denver,80204,24351.0,1060.0,11.1,1.9,1588.0,315.0,26.9,15.1,2851.0,362.0,10.7,5.4,10773.0,782.0,10.6,2.2,3179.0,289.0,11.1,4.3,3114.0,394.0,9.5,3.2,1652.0,209.0,6.3,7.4,1194.0,168.0,20.6,32
Denver,Denver,80205,25483.0,1064.0,11.3,2,1009.0,224.0,34.2,16.9,2463.0,513.0,14.4,6.3,13196.0,805.0,7.6,2,3704.0,483.0,20.8,6.3,2721.0,332.0,16.2,6.7,1254.0,176.0,3,6.7,1136.0,183.0,16.9,23.4
Denver,Denver,80206,19034.0,708.0,4.7,1,248.0,94.0,23.4,24.4,1668.0,296.0,2.9,2.7,9102.0,523.0,3.6,1.3,2399.0,278.0,9,3.6,2853.0,325.0,5.6,2.7,1754.0,257.0,3.9,3.2,1010.0,186.0,7.8,11.3
Denver,Denver,80207,18043.0,792.0,8.7,2,901.0,191.0,56.2,17.5,1032.0,241.0,9.2,6.8,7652.0,551.0,6.8,2.2,2963.0,351.0,8.3,5.4,2489.0,295.0,5.7,3.4,1762.0,202.0,12.4,11,1244.0,210.0,0,37.6
Denver,Denver,80208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80209,20724.0,811.0,5.4,1.3,308.0,124.0,16.9,17.3,1089.0,293.0,7.5,6.4,9871.0,708.0,4.7,1.6,2987.0,414.0,6.8,4.1,3325.0,346.0,5.7,3,1765.0,262.0,3.6,4.1,1379.0,196.0,0,28.7
Denver,Denver,80210,30759.0,1146.0,6.5,1.1,2570.0,725.0,19.6,8.2,3448.0,589.0,5.7,3.5,13014.0,693.0,5.8,1.5,4354.0,379.0,6.6,3,3845.0,309.0,6.1,2.7,1783.0,220.0,4.1,4.1,1745.0,225.0,0,36
Denver,Denver,80211,27775.0,832.0,7.4,1.4,1192.0,277.0,13.8,12.5,1628.0,330.0,19.1,9.2,14535.0,687.0,6.2,1.7,3734.0,450.0,4.6,2.4,3353.0,364.0,10.7,4.6,1979.0,237.0,7.3,6.4,1354.0,194.0,0,43.3
Denver,Denver,80212,15873.0,822.0,7.2,1.9,562.0,192.0,16.6,23,794.0,289.0,20,14.8,7179.0,626.0,5,1.8,2535.0,366.0,6.3,4,2345.0,324.0,10.1,5.1,1346.0,227.0,9.4,11.9,1112.0,190.0,0,27.2
Denver,Jefferson,80214,20746.0,853.0,10.3,2,925.0,244.0,54.6,22.8,2039.0,399.0,9.5,6.4,8106.0,632.0,8.5,3.7,3560.0,442.0,13.9,5.7,2924.0,366.0,5.2,3.8,1397.0,222.0,5.5,6.8,1795.0,264.0,11.7,21.2
Denver,Jefferson,80215,15134.0,663.0,8.2,1.9,658.0,167.0,20.6,13,1345.0,361.0,12,7.1,4486.0,458.0,8.3,2.4,2605.0,299.0,6.5,3.8,2756.0,265.0,6.5,3.8,1503.0,213.0,3.9,4.6,1781.0,228.0,5.6,9.9
Denver,Denver,80216,8154.0,772.0,13.2,4.1,717.0,238.0,15.4,14.2,1180.0,307.0,19.1,12.5,3498.0,466.0,11.3,4,1249.0,203.0,13.5,7.7,882.0,163.0,12.5,8.1,359.0,83.0,0,29.4,269.0,66.0,0,100
Denver,Denver,80217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80218,16918.0,758.0,6.1,1.6,262.0,104.0,12.2,20.2,1462.0,273.0,12.5,7.3,8964.0,626.0,4.3,1.8,1796.0,318.0,9.9,5.5,2408.0,261.0,4.7,3.8,1216.0,204.0,11.3,9.4,810.0,187.0,0,49.4
Denver,Denver,80219,46383.0,1641.0,10.9,1.3,3696.0,433.0,29.8,9.8,4383.0,514.0,11.6,3.6,20037.0,1046.0,11.8,2,6844.0,510.0,5.7,2,5502.0,493.0,9.3,3.3,3328.0,307.0,2.9,3.5,2593.0,286.0,0,18.3
Denver,Denver,80220,29428.0,1070.0,8.1,1.4,1716.0,361.0,42.7,15,2368.0,405.0,21.9,7.5,12508.0,817.0,5.4,1.6,4964.0,489.0,8.7,3.5,4211.0,390.0,3.3,2.7,2328.0,256.0,0.9,1.4,1333.0,243.0,0,28.5
Denver,Adams,80221,31508.0,949.0,11.1,1.6,2250.0,373.0,29,9.6,3283.0,489.0,15.6,5.4,12525.0,635.0,9.1,2,5153.0,476.0,10.2,2.9,4246.0,365.0,8.9,3.5,2056.0,244.0,16,11.9,1995.0,255.0,0,23.3
Denver,Denver,80222,17196.0,600.0,9.7,2,735.0,176.0,38,20.6,1549.0,357.0,10.9,5.1,6760.0,456.0,7.8,2.7,2609.0,285.0,9.8,4.8,2504.0,279.0,9.6,5.6,1220.0,170.0,6.4,6.5,1819.0,188.0,0,45.2
Denver,Denver,80223,13870.0,785.0,7.5,2.3,835.0,212.0,11.9,10.6,1412.0,334.0,9.1,7.2,5820.0,496.0,5.9,2.5,2199.0,317.0,9.9,7.2,1999.0,335.0,8.2,4.7,921.0,147.0,2.8,4.3,684.0,171.0,11.4,22.5
Denver,Denver,80224,14504.0,759.0,9.3,2.6,419.0,139.0,10.6,16.5,959.0,295.0,11.4,10.9,5109.0,507.0,11.3,4.2,2106.0,269.0,11.2,7.3,2333.0,320.0,2.2,1.8,1558.0,202.0,6.5,6.5,2020.0,223.0,0,14.4
Denver,Jefferson,80225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Jefferson,80226,25522.0,765.0,7.5,1.4,1834.0,324.0,34.6,11.1,2468.0,459.0,7.1,3.7,9305.0,574.0,5.9,1.8,3500.0,357.0,6,2.5,3781.0,319.0,6.8,3.4,2400.0,245.0,4.1,3.4,2234.0,248.0,19.7,27.8
