City_x,County,Zipcode,Total Population 2012,Total Population 2012 Margin of Error,Total Unemployment 2012,Total Unemployment 2012 margin of Error,Age Group 16-19 2012,Age Group 16-19 2012 Margin of Error,Age Group 16-19 2012 Unemployment,Age Group 16-19 2012 Unemployment Margin of Error,Age Group 20-24 2012,Age Group 20-24 2012 Margin of Error,Age Group 20-24 2012 Unemployment,Age Group 20-24 2012 Unemployment Margin of Error,Age Group 25-44 2012,Age Group 25-44 2012 Margin of Error,Age Group 25-44 2012 Unemployment,Age Group 25-44 2012 Unemployment Margin of Error,Age Group 45-54 2012,Age Group 45-54 2012 Margin of Error,Age Group 45-54 2012 Unemployment,Age Group 45-54 2012 Unemployment Margin of Error,Age Group 55-64 2012,Age Group 55-64 2012 Margin of Error,Age Group 55-64 2012 Unemployment,Age Group 55-64 2012 Unemployment Margin of Error,Age Group 65-74 2012,Age Group 65-74 2012 Margin of Error,Age Group 65-74 2012 Unemployment,Age Group 65-74 2012 Unemployment Margin of Error,Age Group 75+ 2012,Age Group 75+ 2012 Margin of Error,Age Group 75+ 2012 Unemployment,Age Group 75+ 2012 Unemployment Margin of Error,License,Street,City_y
Aurora,Arapahoe,80012,34945.0,1061.0,10.5,1.2,2272.0,315.0,48.3,10.9,3351.0,518.0,15.1,4.7,13226.0,703.0,7.9,2,6079.0,484.0,6.9,2.6,5061.0,335.0,6.6,3,2769.0,303.0,12.1,8.1,2187.0,250.0,0,23.3,402R-00297,350 South Potomac Street,Aurora
Aurora,Arapahoe,80013,52718.0,1205.0,8.8,1.1,3878.0,402.0,34.4,6.3,4364.0,485.0,11.8,4.7,21939.0,911.0,8,1.7,10423.0,599.0,5.9,1.6,8077.0,457.0,5.4,2.2,2850.0,262.0,7.9,4.8,1187.0,216.0,0,35.5,402R-00377,19151 East Quincy Avenue,Aurora
Aurora,Arapahoe,80013,52718.0,1205.0,8.8,1.1,3878.0,402.0,34.4,6.3,4364.0,485.0,11.8,4.7,21939.0,911.0,8,1.7,10423.0,599.0,5.9,1.6,8077.0,457.0,5.4,2.2,2850.0,262.0,7.9,4.8,1187.0,216.0,0,35.5,402R-00275,16840 East Iliff Avenue,Aurora
Aurora,Arapahoe,80014,29954.0,1004.0,7.8,1.3,1413.0,302.0,32.7,14.6,2057.0,406.0,9.9,5.7,10042.0,795.0,6.6,2.1,4447.0,479.0,5.5,2.2,4951.0,463.0,7.8,2.4,3309.0,326.0,6.1,4.6,3735.0,383.0,16.2,19.5,402R-00296,1901 South Havana Street,Aurora
Aurora,Arapahoe,80014,29954.0,1004.0,7.8,1.3,1413.0,302.0,32.7,14.6,2057.0,406.0,9.9,5.7,10042.0,795.0,6.6,2.1,4447.0,479.0,5.5,2.2,4951.0,463.0,7.8,2.4,3309.0,326.0,6.1,4.6,3735.0,383.0,16.2,19.5,402R-00317,"11002 East Yale Avenue, Unit A",Aurora
Aurora,Arapahoe,80014,29954.0,1004.0,7.8,1.3,1413.0,302.0,32.7,14.6,2057.0,406.0,9.9,5.7,10042.0,795.0,6.6,2.1,4447.0,479.0,5.5,2.2,4951.0,463.0,7.8,2.4,3309.0,326.0,6.1,4.6,3735.0,383.0,16.2,19.5,402R-00579,16821 East Iliff Avenue,Aurora
Aurora,Arapahoe,80014,29954.0,1004.0,7.8,1.3,1413.0,302.0,32.7,14.6,2057.0,406.0,9.9,5.7,10042.0,795.0,6.6,2.1,4447.0,479.0,5.5,2.2,4951.0,463.0,7.8,2.4,3309.0,326.0,6.1,4.6,3735.0,383.0,16.2,19.5,402R-00300,3179 South Peoria Court,Aurora
Aurora,Arapahoe,80015,47258.0,894.0,7.5,1,4003.0,326.0,32.7,7.3,3100.0,412.0,13.1,4.8,19336.0,735.0,6.6,1.4,10386.0,525.0,4.6,1.6,6915.0,411.0,5.4,2,2213.0,270.0,8.3,7.5,1305.0,213.0,0,64.2,402R-00364,19005 East Quincy Avenue,Aurora
Aurora,Arapahoe,80015,47258.0,894.0,7.5,1,4003.0,326.0,32.7,7.3,3100.0,412.0,13.1,4.8,19336.0,735.0,6.6,1.4,10386.0,525.0,4.6,1.6,6915.0,411.0,5.4,2,2213.0,270.0,8.3,7.5,1305.0,213.0,0,64.2,402R-00305,"4343 South Buckley Road, Unit E",Aurora
Aurora,Arapahoe,80015,47258.0,894.0,7.5,1,4003.0,326.0,32.7,7.3,3100.0,412.0,13.1,4.8,19336.0,735.0,6.6,1.4,10386.0,525.0,4.6,1.6,6915.0,411.0,5.4,2,2213.0,270.0,8.3,7.5,1305.0,213.0,0,64.2,402R-00666,19370 East Quincy Avenue,Aurora
Aurora,Arapahoe,80016,29295.0,686.0,5,1.1,2050.0,329.0,24.2,9.2,1894.0,326.0,4.5,3.2,11273.0,552.0,3.5,1.4,6452.0,452.0,5.3,2.6,4059.0,399.0,3.8,1.6,2646.0,254.0,4.8,3.9,921.0,195.0,0,37,402R-00304,6260 South Gun Club Road,Aurora
Aurora,Arapahoe,80016,29295.0,686.0,5,1.1,2050.0,329.0,24.2,9.2,1894.0,326.0,4.5,3.2,11273.0,552.0,3.5,1.4,6452.0,452.0,5.3,2.6,4059.0,399.0,3.8,1.6,2646.0,254.0,4.8,3.9,921.0,195.0,0,37,402R-00316,14655 East Arapahoe Road,Aurora
Aurora,Arapahoe,80017,25304.0,1007.0,10.7,1.7,2048.0,387.0,43.8,14.9,2747.0,479.0,14.4,6.6,10725.0,650.0,8.1,2.3,4565.0,480.0,7.5,3.7,3353.0,359.0,10.8,4,1418.0,190.0,6.2,7.1,448.0,139.0,0,64.2,402R-00307,1712 South Chambers Road,Aurora
Commerce City,Adams,80022,30164.0,864.0,11.1,2.2,2183.0,360.0,33.9,9.9,2612.0,368.0,18.6,7.4,13294.0,602.0,8,2.6,4826.0,482.0,13,3.8,3808.0,411.0,7.8,3.8,2030.0,244.0,4.3,4.1,1411.0,189.0,0,59.2,402R-00655,5846 Dahlia Street,Commerce City
Commerce City,Adams,80022,30164.0,864.0,11.1,2.2,2183.0,360.0,33.9,9.9,2612.0,368.0,18.6,7.4,13294.0,602.0,8,2.6,4826.0,482.0,13,3.8,3808.0,411.0,7.8,3.8,2030.0,244.0,4.3,4.1,1411.0,189.0,0,59.2,402R-00688,5301 Vasquez Boulevard Unit 101,Commerce City
Commerce City,Adams,80022,30164.0,864.0,11.1,2.2,2183.0,360.0,33.9,9.9,2612.0,368.0,18.6,7.4,13294.0,602.0,8,2.6,4826.0,482.0,13,3.8,3808.0,411.0,7.8,3.8,2030.0,244.0,4.3,4.1,1411.0,189.0,0,59.2,402R-00712,5715 Fairfax Street,Commerce City
Commerce City,Adams,80022,30164.0,864.0,11.1,2.2,2183.0,360.0,33.9,9.9,2612.0,368.0,18.6,7.4,13294.0,602.0,8,2.6,4826.0,482.0,13,3.8,3808.0,411.0,7.8,3.8,2030.0,244.0,4.3,4.1,1411.0,189.0,0,59.2,402R-00774,5385 Quebec Street,Commerce City
Commerce City,Adams,80022,30164.0,864.0,11.1,2.2,2183.0,360.0,33.9,9.9,2612.0,368.0,18.6,7.4,13294.0,602.0,8,2.6,4826.0,482.0,13,3.8,3808.0,411.0,7.8,3.8,2030.0,244.0,4.3,4.1,1411.0,189.0,0,59.2,402R-00577,5844 Dahlia Street,Commerce City
Commerce City,Adams,80022,30164.0,864.0,11.1,2.2,2183.0,360.0,33.9,9.9,2612.0,368.0,18.6,7.4,13294.0,602.0,8,2.6,4826.0,482.0,13,3.8,3808.0,411.0,7.8,3.8,2030.0,244.0,4.3,4.1,1411.0,189.0,0,59.2,402R-00550,5433 Quebec Street,Commerce City
Lafayette,Boulder,80026,21040.0,522.0,8.3,1.5,1135.0,242.0,17.8,12.9,1544.0,323.0,12.6,6.6,7892.0,442.0,5.2,2.1,4324.0,332.0,8.1,3.3,3653.0,359.0,13,3.6,1459.0,211.0,9,9.9,1033.0,263.0,0,26.5,402R-00703,1669 Coal Creek Drive,Lafayette
Lafayette,Boulder,80026,21040.0,522.0,8.3,1.5,1135.0,242.0,17.8,12.9,1544.0,323.0,12.6,6.6,7892.0,442.0,5.2,2.1,4324.0,332.0,8.1,3.3,3653.0,359.0,13,3.6,1459.0,211.0,9,9.9,1033.0,263.0,0,26.5,402R-00215,"400 West South Boulder Road, Suite 2700",Lafayette
Lafayette,Boulder,80026,21040.0,522.0,8.3,1.5,1135.0,242.0,17.8,12.9,1544.0,323.0,12.6,6.6,7892.0,442.0,5.2,2.1,4324.0,332.0,8.1,3.3,3653.0,359.0,13,3.6,1459.0,211.0,9,9.9,1033.0,263.0,0,26.5,402R-00678,1325 South Public Road,Lafayette
Louisville,Boulder,80027,24267.0,346.0,4.3,1.1,1653.0,253.0,11.5,6.9,1850.0,312.0,8.9,6.5,9133.0,366.0,2,1,5758.0,309.0,5,2.1,3615.0,358.0,6,2.7,1308.0,180.0,1.4,2.7,950.0,204.0,-,**,402R-00203,"1100 West Dillon Road, Unit D-3",Louisville
Louisville,Boulder,80027,24267.0,346.0,4.3,1.1,1653.0,253.0,11.5,6.9,1850.0,312.0,8.9,6.5,9133.0,366.0,2,1,5758.0,309.0,5,2.1,3615.0,358.0,6,2.7,1308.0,180.0,1.4,2.7,950.0,204.0,-,**,402R-00214,"1156 West Dillon Road, Unit 3",Louisville
Wheat Ridge,Jefferson,80033,20559.0,515.0,10.1,2.4,1215.0,248.0,41.2,16.8,1597.0,308.0,17.2,10.5,6136.0,466.0,7.6,2.6,4031.0,348.0,6.8,3.5,3186.0,314.0,9.7,4.2,1770.0,238.0,9.2,7.1,2624.0,353.0,0,24.6,402R-00763,10185 West 49th Avenue,Wheat Ridge
Wheat Ridge,Jefferson,80033,20559.0,515.0,10.1,2.4,1215.0,248.0,41.2,16.8,1597.0,308.0,17.2,10.5,6136.0,466.0,7.6,2.6,4031.0,348.0,6.8,3.5,3186.0,314.0,9.7,4.2,1770.0,238.0,9.2,7.1,2624.0,353.0,0,24.6,402R-00154,4800 Lamar Street,Wheat Ridge
Wheat Ridge,Jefferson,80033,20559.0,515.0,10.1,2.4,1215.0,248.0,41.2,16.8,1597.0,308.0,17.2,10.5,6136.0,466.0,7.6,2.6,4031.0,348.0,6.8,3.5,3186.0,314.0,9.7,4.2,1770.0,238.0,9.2,7.1,2624.0,353.0,0,24.6,402R-00184,9085 West 44th Avenue,Wheat Ridge
Wheat Ridge,Jefferson,80033,20559.0,515.0,10.1,2.4,1215.0,248.0,41.2,16.8,1597.0,308.0,17.2,10.5,6136.0,466.0,7.6,2.6,4031.0,348.0,6.8,3.5,3186.0,314.0,9.7,4.2,1770.0,238.0,9.2,7.1,2624.0,353.0,0,24.6,402R-00153,4845 Van Gordon Street,Wheat Ridge
Englewood,Arapahoe,80110,16532.0,653.0,10.4,1.9,877.0,216.0,33.5,17.1,1324.0,194.0,14.2,5.2,6744.0,453.0,8.8,2.6,2999.0,359.0,12.6,5.3,2145.0,285.0,4.4,2.5,1272.0,213.0,5.9,6.8,1171.0,169.0,0,35.8,402R-00757,2800 West Hampden Avenue,Sheridan
Englewood,Arapahoe,80110,16532.0,653.0,10.4,1.9,877.0,216.0,33.5,17.1,1324.0,194.0,14.2,5.2,6744.0,453.0,8.8,2.6,2999.0,359.0,12.6,5.3,2145.0,285.0,4.4,2.5,1272.0,213.0,5.9,6.8,1171.0,169.0,0,35.8,402R-00737,3926 South Federal Boulevard,Sheridan
Englewood,Arapahoe,80110,16532.0,653.0,10.4,1.9,877.0,216.0,33.5,17.1,1324.0,194.0,14.2,5.2,6744.0,453.0,8.8,2.6,2999.0,359.0,12.6,5.3,2145.0,285.0,4.4,2.5,1272.0,213.0,5.9,6.8,1171.0,169.0,0,35.8,402R-00652,5005 South Federal Boulevard,Englewood
Englewood,Arapahoe,80110,16532.0,653.0,10.4,1.9,877.0,216.0,33.5,17.1,1324.0,194.0,14.2,5.2,6744.0,453.0,8.8,2.6,2999.0,359.0,12.6,5.3,2145.0,285.0,4.4,2.5,1272.0,213.0,5.9,6.8,1171.0,169.0,0,35.8,402R-00743,3318 South Federal Boulevard,Sheridan
Englewood,Arapahoe,80110,16532.0,653.0,10.4,1.9,877.0,216.0,33.5,17.1,1324.0,194.0,14.2,5.2,6744.0,453.0,8.8,2.6,2999.0,359.0,12.6,5.3,2145.0,285.0,4.4,2.5,1272.0,213.0,5.9,6.8,1171.0,169.0,0,35.8,402R-00715,4444 South Federal Boulevard,Sheridan
Englewood,Arapahoe,80113,16757.0,558.0,7.8,1.5,801.0,153.0,21.1,14,1291.0,267.0,16,9.1,5588.0,367.0,6.7,2.3,3277.0,324.0,5,2.2,2796.0,269.0,7.2,3.3,1362.0,172.0,12.6,8.6,1642.0,266.0,4.8,7.6,402R-00659,4332 South Broadway,Englewood
Littleton,Jefferson,80123,35518.0,819.0,6.1,1,1915.0,284.0,23.1,10.8,2537.0,380.0,8.7,3.8,12057.0,518.0,4.8,1.5,6855.0,508.0,6.8,2.7,6346.0,443.0,4.4,2,3419.0,304.0,4,3.7,2389.0,268.0,0,17.2,402R-00380,7870 West Quincy Avenue,Denver
Littleton,Jefferson,80127,33717.0,677.0,5.5,0.8,2669.0,292.0,32.2,8.1,1884.0,297.0,6,4.6,10592.0,464.0,5,1.5,8765.0,373.0,1.6,0.8,6140.0,403.0,5.7,1.7,2364.0,230.0,3.6,4.3,1303.0,207.0,0,36.7,402R-00590,4550 South Kipling Street #4,Denver
Denver,Denver,80202,10124.0,693.0,6.2,2.7,194.0,118.0,38.1,26.4,1753.0,476.0,0,2.4,4947.0,654.0,3.7,2.3,1140.0,252.0,16.5,15,1166.0,172.0,17.7,14,601.0,148.0,22,25.7,323.0,104.0,0,61.6,402R-00081,"1617 Wazee Street, Unit B",Denver
Denver,Denver,80202,10124.0,693.0,6.2,2.7,194.0,118.0,38.1,26.4,1753.0,476.0,0,2.4,4947.0,654.0,3.7,2.3,1140.0,252.0,16.5,15,1166.0,172.0,17.7,14,601.0,148.0,22,25.7,323.0,104.0,0,61.6,402R-00027,"910 16th Street, Suite 805",Denver
Denver,Denver,80202,10124.0,693.0,6.2,2.7,194.0,118.0,38.1,26.4,1753.0,476.0,0,2.4,4947.0,654.0,3.7,2.3,1140.0,252.0,16.5,15,1166.0,172.0,17.7,14,601.0,148.0,22,25.7,323.0,104.0,0,61.6,402R-00068,1201 20th Street,Denver
Denver,Denver,80202,10124.0,693.0,6.2,2.7,194.0,118.0,38.1,26.4,1753.0,476.0,0,2.4,4947.0,654.0,3.7,2.3,1140.0,252.0,16.5,15,1166.0,172.0,17.7,14,601.0,148.0,22,25.7,323.0,104.0,0,61.6,402R-00070,1538 Wazee Street Suit 100,Denver
Denver,Denver,80202,10124.0,693.0,6.2,2.7,194.0,118.0,38.1,26.4,1753.0,476.0,0,2.4,4947.0,654.0,3.7,2.3,1140.0,252.0,16.5,15,1166.0,172.0,17.7,14,601.0,148.0,22,25.7,323.0,104.0,0,61.6,402R-00056,"403 16th Street, Suite 1",Denver
Denver,Denver,80202,10124.0,693.0,6.2,2.7,194.0,118.0,38.1,26.4,1753.0,476.0,0,2.4,4947.0,654.0,3.7,2.3,1140.0,252.0,16.5,15,1166.0,172.0,17.7,14,601.0,148.0,22,25.7,323.0,104.0,0,61.6,402R-00054,"1620 Market Street, Suite 5W",Denver
Denver,Denver,80202,10124.0,693.0,6.2,2.7,194.0,118.0,38.1,26.4,1753.0,476.0,0,2.4,4947.0,654.0,3.7,2.3,1140.0,252.0,16.5,15,1166.0,172.0,17.7,14,601.0,148.0,22,25.7,323.0,104.0,0,61.6,402R-00700,1995 Wewatta Street,Denver
Denver,Denver,80203,18485.0,822.0,4.7,1.3,171.0,113.0,8.4,16,3166.0,423.0,1.8,1.7,10324.0,736.0,4.8,1.8,1893.0,311.0,4.2,3.2,1584.0,283.0,8.5,5.3,916.0,150.0,15.3,20.6,431.0,118.0,0,48.1,402R-00237,"70 Broadway, Suite 50",Denver
Denver,Denver,80203,18485.0,822.0,4.7,1.3,171.0,113.0,8.4,16,3166.0,423.0,1.8,1.7,10324.0,736.0,4.8,1.8,1893.0,311.0,4.2,3.2,1584.0,283.0,8.5,5.3,916.0,150.0,15.3,20.6,431.0,118.0,0,48.1,402R-00142,"1 Broadway, Unit A-150",Denver
Denver,Denver,80203,18485.0,822.0,4.7,1.3,171.0,113.0,8.4,16,3166.0,423.0,1.8,1.7,10324.0,736.0,4.8,1.8,1893.0,311.0,4.2,3.2,1584.0,283.0,8.5,5.3,916.0,150.0,15.3,20.6,431.0,118.0,0,48.1,402R-00083,970 Lincoln Street,Denver
Denver,Denver,80203,18485.0,822.0,4.7,1.3,171.0,113.0,8.4,16,3166.0,423.0,1.8,1.7,10324.0,736.0,4.8,1.8,1893.0,311.0,4.2,3.2,1584.0,283.0,8.5,5.3,916.0,150.0,15.3,20.6,431.0,118.0,0,48.1,402R-00111,"3980 Franklin Street, Unit 101",Denver
Denver,Denver,80203,18485.0,822.0,4.7,1.3,171.0,113.0,8.4,16,3166.0,423.0,1.8,1.7,10324.0,736.0,4.8,1.8,1893.0,311.0,4.2,3.2,1584.0,283.0,8.5,5.3,916.0,150.0,15.3,20.6,431.0,118.0,0,48.1,402R-00112,1660 North Pearl Street,Denver
Denver,Denver,80203,18485.0,822.0,4.7,1.3,171.0,113.0,8.4,16,3166.0,423.0,1.8,1.7,10324.0,736.0,4.8,1.8,1893.0,311.0,4.2,3.2,1584.0,283.0,8.5,5.3,916.0,150.0,15.3,20.6,431.0,118.0,0,48.1,402R-00408,105 East 7th Avenue,Denver
Denver,Denver,80203,18485.0,822.0,4.7,1.3,171.0,113.0,8.4,16,3166.0,423.0,1.8,1.7,10324.0,736.0,4.8,1.8,1893.0,311.0,4.2,3.2,1584.0,283.0,8.5,5.3,916.0,150.0,15.3,20.6,431.0,118.0,0,48.1,402R-00479,745 East 6th Avenue,Denver
Denver,Denver,80203,18485.0,822.0,4.7,1.3,171.0,113.0,8.4,16,3166.0,423.0,1.8,1.7,10324.0,736.0,4.8,1.8,1893.0,311.0,4.2,3.2,1584.0,283.0,8.5,5.3,916.0,150.0,15.3,20.6,431.0,118.0,0,48.1,402R-00076,20 East 9th Avenue,Denver
Denver,Denver,80203,18485.0,822.0,4.7,1.3,171.0,113.0,8.4,16,3166.0,423.0,1.8,1.7,10324.0,736.0,4.8,1.8,1893.0,311.0,4.2,3.2,1584.0,283.0,8.5,5.3,916.0,150.0,15.3,20.6,431.0,118.0,0,48.1,402R-00769,1250 Grant Street,Denver
Denver,Denver,80203,18485.0,822.0,4.7,1.3,171.0,113.0,8.4,16,3166.0,423.0,1.8,1.7,10324.0,736.0,4.8,1.8,1893.0,311.0,4.2,3.2,1584.0,283.0,8.5,5.3,916.0,150.0,15.3,20.6,431.0,118.0,0,48.1,402R-00340,260 Broadway,Denver
Denver,Denver,80203,18485.0,822.0,4.7,1.3,171.0,113.0,8.4,16,3166.0,423.0,1.8,1.7,10324.0,736.0,4.8,1.8,1893.0,311.0,4.2,3.2,1584.0,283.0,8.5,5.3,916.0,150.0,15.3,20.6,431.0,118.0,0,48.1,402R-00449,852 North Broadway,Denver
Denver,Denver,80203,18485.0,822.0,4.7,1.3,171.0,113.0,8.4,16,3166.0,423.0,1.8,1.7,10324.0,736.0,4.8,1.8,1893.0,311.0,4.2,3.2,1584.0,283.0,8.5,5.3,916.0,150.0,15.3,20.6,431.0,118.0,0,48.1,402R-00031,330 East Colfax Avenue,Denver
Denver,Denver,80204,23291.0,986.0,10.9,2,1740.0,394.0,21.4,11.8,2835.0,413.0,13.9,5.5,10720.0,639.0,9.2,2.7,2832.0,336.0,13.3,4.4,2452.0,305.0,7.3,4.2,1587.0,206.0,8.1,9.3,1125.0,176.0,32.3,30.9,402R-00055,2059 West 9th Avenue,Denver
Denver,Denver,80204,23291.0,986.0,10.9,2,1740.0,394.0,21.4,11.8,2835.0,413.0,13.9,5.5,10720.0,639.0,9.2,2.7,2832.0,336.0,13.3,4.4,2452.0,305.0,7.3,4.2,1587.0,206.0,8.1,9.3,1125.0,176.0,32.3,30.9,402R-00187,445 Federal Boulevard,Denver
Denver,Denver,80204,23291.0,986.0,10.9,2,1740.0,394.0,21.4,11.8,2835.0,413.0,13.9,5.5,10720.0,639.0,9.2,2.7,2832.0,336.0,13.3,4.4,2452.0,305.0,7.3,4.2,1587.0,206.0,8.1,9.3,1125.0,176.0,32.3,30.9,402R-00105,1269 Elati Street,Denver
Denver,Denver,80204,23291.0,986.0,10.9,2,1740.0,394.0,21.4,11.8,2835.0,413.0,13.9,5.5,10720.0,639.0,9.2,2.7,2832.0,336.0,13.3,4.4,2452.0,305.0,7.3,4.2,1587.0,206.0,8.1,9.3,1125.0,176.0,32.3,30.9,402R-00361,4801 West Colfax Avenue,Denver
Denver,Denver,80204,23291.0,986.0,10.9,2,1740.0,394.0,21.4,11.8,2835.0,413.0,13.9,5.5,10720.0,639.0,9.2,2.7,2832.0,336.0,13.3,4.4,2452.0,305.0,7.3,4.2,1587.0,206.0,8.1,9.3,1125.0,176.0,32.3,30.9,402R-00396,1133 Bannock Street,Denver
Denver,Denver,80204,23291.0,986.0,10.9,2,1740.0,394.0,21.4,11.8,2835.0,413.0,13.9,5.5,10720.0,639.0,9.2,2.7,2832.0,336.0,13.3,4.4,2452.0,305.0,7.3,4.2,1587.0,206.0,8.1,9.3,1125.0,176.0,32.3,30.9,402R-00126,990 West 6th Avenue Suite #5,Denver
Denver,Denver,80204,23291.0,986.0,10.9,2,1740.0,394.0,21.4,11.8,2835.0,413.0,13.9,5.5,10720.0,639.0,9.2,2.7,2832.0,336.0,13.3,4.4,2452.0,305.0,7.3,4.2,1587.0,206.0,8.1,9.3,1125.0,176.0,32.3,30.9,402R-00152,"1355 Santa Fe Drive, Suite F",Denver
Denver,Denver,80204,23291.0,986.0,10.9,2,1740.0,394.0,21.4,11.8,2835.0,413.0,13.9,5.5,10720.0,639.0,9.2,2.7,2832.0,336.0,13.3,4.4,2452.0,305.0,7.3,4.2,1587.0,206.0,8.1,9.3,1125.0,176.0,32.3,30.9,402R-00005,"777 Canosa Court, Unit 102",Denver
Denver,Denver,80204,23291.0,986.0,10.9,2,1740.0,394.0,21.4,11.8,2835.0,413.0,13.9,5.5,10720.0,639.0,9.2,2.7,2832.0,336.0,13.3,4.4,2452.0,305.0,7.3,4.2,1587.0,206.0,8.1,9.3,1125.0,176.0,32.3,30.9,402R-00543,419 West 13th Avenue,Denver
Denver,Denver,80204,23291.0,986.0,10.9,2,1740.0,394.0,21.4,11.8,2835.0,413.0,13.9,5.5,10720.0,639.0,9.2,2.7,2832.0,336.0,13.3,4.4,2452.0,305.0,7.3,4.2,1587.0,206.0,8.1,9.3,1125.0,176.0,32.3,30.9,402R-00045,1630 North Federal Boulevard,Denver
Denver,Denver,80204,23291.0,986.0,10.9,2,1740.0,394.0,21.4,11.8,2835.0,413.0,13.9,5.5,10720.0,639.0,9.2,2.7,2832.0,336.0,13.3,4.4,2452.0,305.0,7.3,4.2,1587.0,206.0,8.1,9.3,1125.0,176.0,32.3,30.9,402R-00756,2895 West 8th Avenue,Denver
