City_x,County,Zipcode,Total Population 2013,Total Population 2013 Margin of Error,Total Unemployment 2013,Total Unemployment 2013 margin of Error,Age Group 16-19 2013,Age Group 16-19 2013 Margin of Error,Age Group 16-19 2013 Unemployment,Age Group 16-19 2013 Unemployment Margin of Error,Age Group 20-24 2013,Age Group 20-24 2013 Margin of Error,Age Group 20-24 2013 Unemployment,Age Group 20-24 2013 Unemployment Margin of Error,Age Group 25-44 2013,Age Group 25-44 2013 Margin of Error,Age Group 25-44 2013 Unemployment,Age Group 25-44 2013 Unemployment Margin of Error,Age Group 45-54 2013,Age Group 45-54 2013 Margin of Error,Age Group 45-54 2013 Unemployment,Age Group 45-54 2013 Unemployment Margin of Error,Age Group 55-64 2013,Age Group 55-64 2013 Margin of Error,Age Group 55-64 2013 Unemployment,Age Group 55-64 2013 Unemployment Margin of Error,Age Group 65-74 2013,Age Group 65-74 2013 Margin of Error,Age Group 65-74 2013 Unemployment,Age Group 65-74 2013 Unemployment Margin of Error,Age Group 75+ 2013,Age Group 75+ 2013 Margin of Error,Age Group 75+ 2013 Unemployment,Age Group 75+ 2013 Unemployment Margin of Error,License,Street,City_y
Antonito,Conejos,81120,1578.0,177.0,10.3,4.8,58.0,32.0,0,100,104.0,51.0,62.9,28.8,387.0,87.0,7.7,7.8,343.0,77.0,2.7,2.9,320.0,57.0,10.6,8.2,231.0,49.0,0,41.9,135.0,42.0,0,82.3,402R-00471,106 East 4th Avenue,Antonito
Antonito,Conejos,81120,1578.0,177.0,10.3,4.8,58.0,32.0,0,100,104.0,51.0,62.9,28.8,387.0,87.0,7.7,7.8,343.0,77.0,2.7,2.9,320.0,57.0,10.6,8.2,231.0,49.0,0,41.9,135.0,42.0,0,82.3,402R-00482,315 Main Street,Antonito
Antonito,Conejos,81120,1578.0,177.0,10.3,4.8,58.0,32.0,0,100,104.0,51.0,62.9,28.8,387.0,87.0,7.7,7.8,343.0,77.0,2.7,2.9,320.0,57.0,10.6,8.2,231.0,49.0,0,41.9,135.0,42.0,0,82.3,402R-00547,5320 US Highway 285,Antonito
Crestone,Saguache,81131,964.0,149.0,11.4,6,24.0,18.0,62.5,48,0.0,12.0,-,**,261.0,91.0,15.1,12,184.0,54.0,8.8,10.1,285.0,82.0,7.1,8,194.0,64.0,6.3,9.1,16.0,13.0,-,**,402R-00692,152 Silver Avenue,Crestone
Fort Garland,Costilla,81133,842.0,188.0,18.3,12.4,86.0,59.0,37.5,47,80.0,62.0,0,38.9,83.0,51.0,17.9,24,204.0,84.0,25,18.8,215.0,68.0,0,23.4,130.0,59.0,78.9,41.9,44.0,26.0,0,89.4,402R-00249,401 4th Avenue,Fort Garland
Fort Garland,Costilla,81133,842.0,188.0,18.3,12.4,86.0,59.0,37.5,47,80.0,62.0,0,38.9,83.0,51.0,17.9,24,204.0,84.0,25,18.8,215.0,68.0,0,23.4,130.0,59.0,78.9,41.9,44.0,26.0,0,89.4,402R-00508,29577 Highway 159,Fort Garland
Moffat,Saguache,81143,470.0,99.0,13.1,8.6,40.0,27.0,0,71.9,15.0,13.0,100,100,48.0,25.0,26.5,27.5,134.0,52.0,3.8,6,126.0,44.0,19.1,25,77.0,33.0,20.7,25.8,30.0,16.0,-,**,402R-00581,17034 Highway 17,Moffat
Moffat,Saguache,81143,470.0,99.0,13.1,8.6,40.0,27.0,0,71.9,15.0,13.0,100,100,48.0,25.0,26.5,27.5,134.0,52.0,3.8,6,126.0,44.0,19.1,25,77.0,33.0,20.7,25.8,30.0,16.0,-,**,402R-00232,60250 County Road T,Moffat
Pagosa Springs,Archuleta,81147,9620.0,193.0,9.8,3.5,633.0,215.0,13.5,14.1,575.0,184.0,24.7,19,2246.0,218.0,4.3,3.5,1714.0,104.0,11.6,6,2273.0,87.0,10,4.3,1360.0,40.0,12.8,17.8,819.0,39.0,0,34.1,402R-00247,"600 Cloman Boulevard, Suite 1 & 2",Pagosa Springs
Pagosa Springs,Archuleta,81147,9620.0,193.0,9.8,3.5,633.0,215.0,13.5,14.1,575.0,184.0,24.7,19,2246.0,218.0,4.3,3.5,1714.0,104.0,11.6,6,2273.0,87.0,10,4.3,1360.0,40.0,12.8,17.8,819.0,39.0,0,34.1,402R-00263,235 Bastille Drive,Pagosa Springs
Pagosa Springs,Archuleta,81147,9620.0,193.0,9.8,3.5,633.0,215.0,13.5,14.1,575.0,184.0,24.7,19,2246.0,218.0,4.3,3.5,1714.0,104.0,11.6,6,2273.0,87.0,10,4.3,1360.0,40.0,12.8,17.8,819.0,39.0,0,34.1,402R-00534,270 East Pagosa Street,Pagosa Springs
Pagosa Springs,Archuleta,81147,9620.0,193.0,9.8,3.5,633.0,215.0,13.5,14.1,575.0,184.0,24.7,19,2246.0,218.0,4.3,3.5,1714.0,104.0,11.6,6,2273.0,87.0,10,4.3,1360.0,40.0,12.8,17.8,819.0,39.0,0,34.1,402R-00667,127 Goldmine Drive,Pagosa Springs
Pagosa Springs,Archuleta,81147,9620.0,193.0,9.8,3.5,633.0,215.0,13.5,14.1,575.0,184.0,24.7,19,2246.0,218.0,4.3,3.5,1714.0,104.0,11.6,6,2273.0,87.0,10,4.3,1360.0,40.0,12.8,17.8,819.0,39.0,0,34.1,402R-00542,"356 East Pagosa Street, Unit B",Pagosa Springs
San Luis,Costilla,81152,1006.0,149.0,25.9,12.9,39.0,54.0,-,**,8.0,10.0,0,100,257.0,102.0,53.5,19.7,156.0,58.0,0,24.4,184.0,47.0,0,31.5,181.0,48.0,0,82.3,181.0,25.0,-,**,402R-00511,327 Main Street,San Luis
San Luis,Costilla,81152,1006.0,149.0,25.9,12.9,39.0,54.0,-,**,8.0,10.0,0,100,257.0,102.0,53.5,19.7,156.0,58.0,0,24.4,184.0,47.0,0,31.5,181.0,48.0,0,82.3,181.0,25.0,-,**,402R-00429,205 Main Street,San Luis
Villa Grove,Saguache,81155,355.0,115.0,19,17.2,0.0,12.0,-,**,47.0,65.0,72.3,9,16.0,17.0,0,74.1,89.0,48.0,0,40,92.0,48.0,14.1,21.6,94.0,47.0,0,51.6,17.0,12.0,0,98.9,402R-00622,34132 Highway 285,Villa Grove
Salida,Chaffee,81201,7547.0,382.0,7.3,2.9,368.0,128.0,0,31.3,353.0,101.0,15.7,16.8,2062.0,224.0,10.1,5,1371.0,184.0,7.7,6.8,1463.0,181.0,1,1.6,930.0,143.0,0,20,1000.0,132.0,0,41.1,402R-00248,248 East US Highway 50,Salida
Salida,Chaffee,81201,7547.0,382.0,7.3,2.9,368.0,128.0,0,31.3,353.0,101.0,15.7,16.8,2062.0,224.0,10.1,5,1371.0,184.0,7.7,6.8,1463.0,181.0,1,1.6,930.0,143.0,0,20,1000.0,132.0,0,41.1,402R-00241,"230 West 16th Street,  Unit C",Salida
Salida,Chaffee,81201,7547.0,382.0,7.3,2.9,368.0,128.0,0,31.3,353.0,101.0,15.7,16.8,2062.0,224.0,10.1,5,1371.0,184.0,7.7,6.8,1463.0,181.0,1,1.6,930.0,143.0,0,20,1000.0,132.0,0,41.1,402R-00381,"840 Oak Street, Suites A, B & C",Salida
Crested Butte,Gunnison,81224,2879.0,340.0,9.6,4.5,176.0,106.0,4,9.1,96.0,65.0,28.7,31.2,1462.0,216.0,5.7,4.4,467.0,139.0,16.4,16.3,477.0,146.0,13.9,13.3,150.0,74.0,0,40.7,51.0,42.0,-,**,402R-00228,"329 Belleview Avenue, Unit A",Crested Butte
Crested Butte,Gunnison,81224,2879.0,340.0,9.6,4.5,176.0,106.0,4,9.1,96.0,65.0,28.7,31.2,1462.0,216.0,5.7,4.4,467.0,139.0,16.4,16.3,477.0,146.0,13.9,13.3,150.0,74.0,0,40.7,51.0,42.0,-,**,402R-00413,"310 North Belleview Avenue, Unit 2",Crested Butte
Crested Butte,Gunnison,81224,2879.0,340.0,9.6,4.5,176.0,106.0,4,9.1,96.0,65.0,28.7,31.2,1462.0,216.0,5.7,4.4,467.0,139.0,16.4,16.3,477.0,146.0,13.9,13.3,150.0,74.0,0,40.7,51.0,42.0,-,**,402R-00205,423 Belleview Avenue Unit 1,Crested Butte
Crested Butte,Gunnison,81224,2879.0,340.0,9.6,4.5,176.0,106.0,4,9.1,96.0,65.0,28.7,31.2,1462.0,216.0,5.7,4.4,467.0,139.0,16.4,16.3,477.0,146.0,13.9,13.3,150.0,74.0,0,40.7,51.0,42.0,-,**,402R-00750,309 Belleview Avenue Unit 1A,Crested Butte
Gunnison,Gunnison,81230,7722.0,433.0,7.1,2.3,632.0,194.0,18.6,18.1,1597.0,180.0,12.7,6.7,2474.0,245.0,5,2.9,1023.0,159.0,3,2.6,1155.0,161.0,5.2,4.3,510.0,95.0,3,5.1,331.0,65.0,0,100,402R-00615,"500 West Highway 50, Unit 103",Gunnison
Gunnison,Gunnison,81230,7722.0,433.0,7.1,2.3,632.0,194.0,18.6,18.1,1597.0,180.0,12.7,6.7,2474.0,245.0,5,2.9,1023.0,159.0,3,2.6,1155.0,161.0,5.2,4.3,510.0,95.0,3,5.1,331.0,65.0,0,100,402R-00509,901 West New York Avenue,Gunnison
Gunnison,Gunnison,81230,7722.0,433.0,7.1,2.3,632.0,194.0,18.6,18.1,1597.0,180.0,12.7,6.7,2474.0,245.0,5,2.9,1023.0,159.0,3,2.6,1155.0,161.0,5.2,4.3,510.0,95.0,3,5.1,331.0,65.0,0,100,402R-00521,"500 West Highway 50, Suite 102",Gunnison
Gunnison,Gunnison,81230,7722.0,433.0,7.1,2.3,632.0,194.0,18.6,18.1,1597.0,180.0,12.7,6.7,2474.0,245.0,5,2.9,1023.0,159.0,3,2.6,1155.0,161.0,5.2,4.3,510.0,95.0,3,5.1,331.0,65.0,0,100,402R-00499,500 West Highway 50 Unit 101,Gunnison
Gunnison,Gunnison,81230,7722.0,433.0,7.1,2.3,632.0,194.0,18.6,18.1,1597.0,180.0,12.7,6.7,2474.0,245.0,5,2.9,1023.0,159.0,3,2.6,1155.0,161.0,5.2,4.3,510.0,95.0,3,5.1,331.0,65.0,0,100,402R-00505,1198 B North Main Street,Gunnison
Gunnison,Gunnison,81230,7722.0,433.0,7.1,2.3,632.0,194.0,18.6,18.1,1597.0,180.0,12.7,6.7,2474.0,245.0,5,2.9,1023.0,159.0,3,2.6,1155.0,161.0,5.2,4.3,510.0,95.0,3,5.1,331.0,65.0,0,100,402R-00533,650 B South 11th Street,Gunnison
Gunnison,Gunnison,81230,7722.0,433.0,7.1,2.3,632.0,194.0,18.6,18.1,1597.0,180.0,12.7,6.7,2474.0,245.0,5,2.9,1023.0,159.0,3,2.6,1155.0,161.0,5.2,4.3,510.0,95.0,3,5.1,331.0,65.0,0,100,402R-00538,827 North Main Street,Gunnison
Durango,La Plata,81301,24599.0,620.0,5.9,1.3,2163.0,186.0,19.7,8.9,2672.0,246.0,12,5.4,8347.0,385.0,3.3,1.5,3848.0,303.0,4.3,3.3,4084.0,283.0,5.6,2.9,2082.0,166.0,8.7,9.7,1403.0,147.0,0,28.3,402R-00261,1185 Camino Del Rio,Durango
Durango,La Plata,81301,24599.0,620.0,5.9,1.3,2163.0,186.0,19.7,8.9,2672.0,246.0,12,5.4,8347.0,385.0,3.3,1.5,3848.0,303.0,4.3,3.3,4084.0,283.0,5.6,2.9,2082.0,166.0,8.7,9.7,1403.0,147.0,0,28.3,402R-00530,"145 East College Drive, Units 1, 2, 3, 4 & 5",Durango
Durango,La Plata,81301,24599.0,620.0,5.9,1.3,2163.0,186.0,19.7,8.9,2672.0,246.0,12,5.4,8347.0,385.0,3.3,1.5,3848.0,303.0,4.3,3.3,4084.0,283.0,5.6,2.9,2082.0,166.0,8.7,9.7,1403.0,147.0,0,28.3,402R-00404,120 East 36th Street,Durango
Durango,La Plata,81301,24599.0,620.0,5.9,1.3,2163.0,186.0,19.7,8.9,2672.0,246.0,12,5.4,8347.0,385.0,3.3,1.5,3848.0,303.0,4.3,3.3,4084.0,283.0,5.6,2.9,2082.0,166.0,8.7,9.7,1403.0,147.0,0,28.3,402R-00480,1644 County Road 203,Durango
Durango,La Plata,81301,24599.0,620.0,5.9,1.3,2163.0,186.0,19.7,8.9,2672.0,246.0,12,5.4,8347.0,385.0,3.3,1.5,3848.0,303.0,4.3,3.3,4084.0,283.0,5.6,2.9,2082.0,166.0,8.7,9.7,1403.0,147.0,0,28.3,402R-00612,927 Highway 3,Durango
Durango,La Plata,81301,24599.0,620.0,5.9,1.3,2163.0,186.0,19.7,8.9,2672.0,246.0,12,5.4,8347.0,385.0,3.3,1.5,3848.0,303.0,4.3,3.3,4084.0,283.0,5.6,2.9,2082.0,166.0,8.7,9.7,1403.0,147.0,0,28.3,402R-00336,742 1/2 Main Avenue,Durango
Durango,La Plata,81301,24599.0,620.0,5.9,1.3,2163.0,186.0,19.7,8.9,2672.0,246.0,12,5.4,8347.0,385.0,3.3,1.5,3848.0,303.0,4.3,3.3,4084.0,283.0,5.6,2.9,2082.0,166.0,8.7,9.7,1403.0,147.0,0,28.3,402R-00402,"3473 Main Avenue, Units 10 &11",Durango
Durango,La Plata,81301,24599.0,620.0,5.9,1.3,2163.0,186.0,19.7,8.9,2672.0,246.0,12,5.4,8347.0,385.0,3.3,1.5,3848.0,303.0,4.3,3.3,4084.0,283.0,5.6,2.9,2082.0,166.0,8.7,9.7,1403.0,147.0,0,28.3,402R-00343,965 1/2  Main Avenue,Durango
Durango,La Plata,81303,6404.0,482.0,7.2,3.1,361.0,104.0,24.9,19.9,554.0,162.0,10.1,9.7,2006.0,308.0,7.6,5.6,1305.0,207.0,5,3,1175.0,165.0,5.3,3.4,649.0,103.0,0,14.4,354.0,113.0,0,82.3,402R-00243,72 Shuttle Street #G,Durango
Durango,La Plata,81303,6404.0,482.0,7.2,3.1,361.0,104.0,24.9,19.9,554.0,162.0,10.1,9.7,2006.0,308.0,7.6,5.6,1305.0,207.0,5,3,1175.0,165.0,5.3,3.4,649.0,103.0,0,14.4,354.0,113.0,0,82.3,402R-00683,37 County Road 232,Durango
Durango,La Plata,81303,6404.0,482.0,7.2,3.1,361.0,104.0,24.9,19.9,554.0,162.0,10.1,9.7,2006.0,308.0,7.6,5.6,1305.0,207.0,5,3,1175.0,165.0,5.3,3.4,649.0,103.0,0,14.4,354.0,113.0,0,82.3,402R-00422,208 Parker Avenue Suite E,Durango
Cortez,Montezuma,81321,11136.0,487.0,13.4,2.8,789.0,186.0,28,20.8,694.0,187.0,39.4,20.4,3176.0,295.0,11.2,4.7,1945.0,206.0,8.3,3.8,2016.0,200.0,7.6,4.6,1205.0,183.0,13.6,12.2,1311.0,134.0,37.8,47.9,402R-00717,1020 South Broadway Avenue,Cortez
Cortez,Montezuma,81321,11136.0,487.0,13.4,2.8,789.0,186.0,28,20.8,694.0,187.0,39.4,20.4,3176.0,295.0,11.2,4.7,1945.0,206.0,8.3,3.8,2016.0,200.0,7.6,4.6,1205.0,183.0,13.6,12.2,1311.0,134.0,37.8,47.9,402R-00353,1531 North Lebanon Road,Cortez
Cortez,Montezuma,81321,11136.0,487.0,13.4,2.8,789.0,186.0,28,20.8,694.0,187.0,39.4,20.4,3176.0,295.0,11.2,4.7,1945.0,206.0,8.3,3.8,2016.0,200.0,7.6,4.6,1205.0,183.0,13.6,12.2,1311.0,134.0,37.8,47.9,402R-00388,1104 East Main Street,Cortez
Cortez,Montezuma,81321,11136.0,487.0,13.4,2.8,789.0,186.0,28,20.8,694.0,187.0,39.4,20.4,3176.0,295.0,11.2,4.7,1945.0,206.0,8.3,3.8,2016.0,200.0,7.6,4.6,1205.0,183.0,13.6,12.2,1311.0,134.0,37.8,47.9,402R-00355,1819 East Main Street,Cortez
Cortez,Montezuma,81321,11136.0,487.0,13.4,2.8,789.0,186.0,28,20.8,694.0,187.0,39.4,20.4,3176.0,295.0,11.2,4.7,1945.0,206.0,8.3,3.8,2016.0,200.0,7.6,4.6,1205.0,183.0,13.6,12.2,1311.0,134.0,37.8,47.9,402R-00563,695 North Broadway,Cortez
Cortez,Montezuma,81321,11136.0,487.0,13.4,2.8,789.0,186.0,28,20.8,694.0,187.0,39.4,20.4,3176.0,295.0,11.2,4.7,1945.0,206.0,8.3,3.8,2016.0,200.0,7.6,4.6,1205.0,183.0,13.6,12.2,1311.0,134.0,37.8,47.9,402R-00390,310 East Main Street,Cortez
Mancos,Montezuma,81328,3382.0,337.0,10.5,3.8,125.0,65.0,0,57.1,187.0,73.0,4.7,7.9,836.0,180.0,15.1,8.5,557.0,118.0,8.6,6.7,935.0,193.0,11.1,7.7,498.0,117.0,0,19.3,244.0,77.0,0,59.3,402R-00706,198 East Frontage Road,Mancos
Mancos,Montezuma,81328,3382.0,337.0,10.5,3.8,125.0,65.0,0,57.1,187.0,73.0,4.7,7.9,836.0,180.0,15.1,8.5,557.0,118.0,8.6,6.7,935.0,193.0,11.1,7.7,498.0,117.0,0,19.3,244.0,77.0,0,59.3,402R-00356,449 Railroad Avenue,Mancos
Mancos,Montezuma,81328,3382.0,337.0,10.5,3.8,125.0,65.0,0,57.1,187.0,73.0,4.7,7.9,836.0,180.0,15.1,8.5,557.0,118.0,8.6,6.7,935.0,193.0,11.1,7.7,498.0,117.0,0,19.3,244.0,77.0,0,59.3,402R-00432,385 North Willow,Mancos
Ridgway,Ouray,81432,2344.0,191.0,11.1,5.4,130.0,57.0,38.2,51.3,73.0,42.0,27.4,30.1,547.0,108.0,13.3,9.7,489.0,106.0,11.1,13,583.0,107.0,3.3,2.8,404.0,96.0,7.4,7.7,118.0,59.0,-,**,402R-00155,157 Highway 550 Suite B,Ridgway
Ridgway,Ouray,81432,2344.0,191.0,11.1,5.4,130.0,57.0,38.2,51.3,73.0,42.0,27.4,30.1,547.0,108.0,13.3,9.7,489.0,106.0,11.1,13,583.0,107.0,3.3,2.8,404.0,96.0,7.4,7.7,118.0,59.0,-,**,402R-00512,402 Palomino Trail,Ridgway
Ridgway,Ouray,81432,2344.0,191.0,11.1,5.4,130.0,57.0,38.2,51.3,73.0,42.0,27.4,30.1,547.0,108.0,13.3,9.7,489.0,106.0,11.1,13,583.0,107.0,3.3,2.8,404.0,96.0,7.4,7.7,118.0,59.0,-,**,402R-00270,"153 Highway 550, Unit 103",Ridgway
Silverton,San Juan,81433,553.0,98.0,19,9,10.0,12.0,100,100,67.0,63.0,27.1,52.9,198.0,59.0,13.9,9.8,124.0,41.0,14,14.3,86.0,44.0,32.3,27.5,49.0,26.0,15.2,23.9,19.0,15.0,0,93.8,402R-00455,1330 Greene Street,Silverton
Silverton,San Juan,81433,553.0,98.0,19,9,10.0,12.0,100,100,67.0,63.0,27.1,52.9,198.0,59.0,13.9,9.8,124.0,41.0,14,14.3,86.0,44.0,32.3,27.5,49.0,26.0,15.2,23.9,19.0,15.0,0,93.8,402R-00264,124 East 13th Street Unit A,Silverton
Silverton,San Juan,81433,553.0,98.0,19,9,10.0,12.0,100,100,67.0,63.0,27.1,52.9,198.0,59.0,13.9,9.8,124.0,41.0,14,14.3,86.0,44.0,32.3,27.5,49.0,26.0,15.2,23.9,19.0,15.0,0,93.8,402R-00768,"71463 US Highway 550, Unit A",Silverton
Telluride,San Miguel,81435,4232.0,237.0,7.3,2.6,158.0,65.0,0,22,371.0,61.0,14.4,12.8,1867.0,138.0,7,3.7,827.0,99.0,9,8.2,792.0,130.0,3.3,3.9,168.0,75.0,6.9,9.8,49.0,52.0,-,**,402R-00091,"300 West Colorado Avenue, Unit 2C, Suites B-H",Telluride
Telluride,San Miguel,81435,4232.0,237.0,7.3,2.6,158.0,65.0,0,22,371.0,61.0,14.4,12.8,1867.0,138.0,7,3.7,827.0,99.0,9,8.2,792.0,130.0,3.3,3.9,168.0,75.0,6.9,9.8,49.0,52.0,-,**,402R-00182,115 West Colorado Avenue,Telluride
Telluride,San Miguel,81435,4232.0,237.0,7.3,2.6,158.0,65.0,0,22,371.0,61.0,14.4,12.8,1867.0,138.0,7,3.7,827.0,99.0,9,8.2,792.0,130.0,3.3,3.9,168.0,75.0,6.9,9.8,49.0,52.0,-,**,402R-00663,119 West Colorado Avenue,Telluride
Telluride,San Miguel,81435,4232.0,237.0,7.3,2.6,158.0,65.0,0,22,371.0,61.0,14.4,12.8,1867.0,138.0,7,3.7,827.0,99.0,9,8.2,792.0,130.0,3.3,3.9,168.0,75.0,6.9,9.8,49.0,52.0,-,**,402R-00149,135 South Spruce Street,Telluride
Telluride,San Miguel,81435,4232.0,237.0,7.3,2.6,158.0,65.0,0,22,371.0,61.0,14.4,12.8,1867.0,138.0,7,3.7,827.0,99.0,9,8.2,792.0,130.0,3.3,3.9,168.0,75.0,6.9,9.8,49.0,52.0,-,**,402R-00134,"250 South Fir Street, #5 & #6",Telluride
Palisade,Mesa,81526,4457.0,309.0,7.6,2.8,231.0,85.0,0,34.4,179.0,73.0,19.8,19.5,932.0,170.0,11.8,6.8,1206.0,220.0,5.8,4.8,1017.0,179.0,4.4,4,451.0,120.0,5.1,8.2,441.0,115.0,0,60.5,402R-00695,"125 Peach Avenue, Unit C",Palisade
Palisade,Mesa,81526,4457.0,309.0,7.6,2.8,231.0,85.0,0,34.4,179.0,73.0,19.8,19.5,932.0,170.0,11.8,6.8,1206.0,220.0,5.8,4.8,1017.0,179.0,4.4,4,451.0,120.0,5.1,8.2,441.0,115.0,0,60.5,402R-00714,"528 Iowa Avenue, Units A & B",Palisade
Palisade,Mesa,81526,4457.0,309.0,7.6,2.8,231.0,85.0,0,34.4,179.0,73.0,19.8,19.5,932.0,170.0,11.8,6.8,1206.0,220.0,5.8,4.8,1017.0,179.0,4.4,4,451.0,120.0,5.1,8.2,441.0,115.0,0,60.5,402R-00711,1041 North River Road,Palisade
Glenwood Springs,Garfield,81601,12827.0,508.0,6.4,1.8,766.0,161.0,22.2,12.9,1306.0,283.0,5.8,5.8,4804.0,407.0,5.9,2.5,2352.0,290.0,5.1,3.9,2025.0,267.0,7.1,4.1,852.0,163.0,0,11.6,722.0,169.0,0,53.3,402R-00189,1420 Devereux Road,Glenwood Springs
Glenwood Springs,Garfield,81601,12827.0,508.0,6.4,1.8,766.0,161.0,22.2,12.9,1306.0,283.0,5.8,5.8,4804.0,407.0,5.9,2.5,2352.0,290.0,5.1,3.9,2025.0,267.0,7.1,4.1,852.0,163.0,0,11.6,722.0,169.0,0,53.3,402R-00212,1030 Grand Avenue,Glenwood Springs
Glenwood Springs,Garfield,81601,12827.0,508.0,6.4,1.8,766.0,161.0,22.2,12.9,1306.0,283.0,5.8,5.8,4804.0,407.0,5.9,2.5,2352.0,290.0,5.1,3.9,2025.0,267.0,7.1,4.1,852.0,163.0,0,11.6,722.0,169.0,0,53.3,402R-00674,716 Grand Avenue,Glenwood Springs
Glenwood Springs,Garfield,81601,12827.0,508.0,6.4,1.8,766.0,161.0,22.2,12.9,1306.0,283.0,5.8,5.8,4804.0,407.0,5.9,2.5,2352.0,290.0,5.1,3.9,2025.0,267.0,7.1,4.1,852.0,163.0,0,11.6,722.0,169.0,0,53.3,402R-00174,2922 South Glen Avenue,Glenwood Springs
Glenwood Springs,Garfield,81601,12827.0,508.0,6.4,1.8,766.0,161.0,22.2,12.9,1306.0,283.0,5.8,5.8,4804.0,407.0,5.9,2.5,2352.0,290.0,5.1,3.9,2025.0,267.0,7.1,4.1,852.0,163.0,0,11.6,722.0,169.0,0,53.3,402R-00462,"216 6th Street, Suite A",Glenwood Springs
Glenwood Springs,Garfield,81601,12827.0,508.0,6.4,1.8,766.0,161.0,22.2,12.9,1306.0,283.0,5.8,5.8,4804.0,407.0,5.9,2.5,2352.0,290.0,5.1,3.9,2025.0,267.0,7.1,4.1,852.0,163.0,0,11.6,722.0,169.0,0,53.3,402R-00486,2150 Devereux Road,Glenwood Springs
Glenwood Springs,Garfield,81601,12827.0,508.0,6.4,1.8,766.0,161.0,22.2,12.9,1306.0,283.0,5.8,5.8,4804.0,407.0,5.9,2.5,2352.0,290.0,5.1,3.9,2025.0,267.0,7.1,4.1,852.0,163.0,0,11.6,722.0,169.0,0,53.3,402R-00742,51701 Highway 6 & 24,Glenwood Springs
Dinosaur,Moffat,81610,343.0,112.0,10.1,8.4,6.0,10.0,0,100,29.0,28.0,30.8,34.7,123.0,74.0,9.1,12.7,27.0,18.0,9.5,22.9,73.0,38.0,11.1,16.9,39.0,24.0,0,100,46.0,28.0,0,100,402R-00746,800 East 3rd Street,Dinosaur
Dinosaur,Moffat,81610,343.0,112.0,10.1,8.4,6.0,10.0,0,100,29.0,28.0,30.8,34.7,123.0,74.0,9.1,12.7,27.0,18.0,9.5,22.9,73.0,38.0,11.1,16.9,39.0,24.0,0,100,46.0,28.0,0,100,402R-00762,609 Brontosaurus Boulevard,Dinosaur
Dinosaur,Moffat,81610,343.0,112.0,10.1,8.4,6.0,10.0,0,100,29.0,28.0,30.8,34.7,123.0,74.0,9.1,12.7,27.0,18.0,9.5,22.9,73.0,38.0,11.1,16.9,39.0,24.0,0,100,46.0,28.0,0,100,402R-00699,420 East Brontosaurus Boulevard,Dinosaur
Aspen,Pitkin,81611,8390.0,411.0,6,2.6,305.0,123.0,7.3,12.7,338.0,139.0,15.6,19.1,3042.0,418.0,5.1,3.6,1656.0,231.0,5.7,4.7,1588.0,228.0,3.3,3.5,989.0,146.0,23.2,24.9,472.0,135.0,0,22.6,402R-00752,"720 East Durant Avenue, Unit E-3",Aspen
Aspen,Pitkin,81611,8390.0,411.0,6,2.6,305.0,123.0,7.3,12.7,338.0,139.0,15.6,19.1,3042.0,418.0,5.1,3.6,1656.0,231.0,5.7,4.7,1588.0,228.0,3.3,3.5,989.0,146.0,23.2,24.9,472.0,135.0,0,22.6,402R-00160,"710 East Durant Ave, Unit E-1",Aspen
Aspen,Pitkin,81611,8390.0,411.0,6,2.6,305.0,123.0,7.3,12.7,338.0,139.0,15.6,19.1,3042.0,418.0,5.1,3.6,1656.0,231.0,5.7,4.7,1588.0,228.0,3.3,3.5,989.0,146.0,23.2,24.9,472.0,135.0,0,22.6,402R-00140,"520 East Cooper Avenue, Unit LL2 & LL3",Aspen
Aspen,Pitkin,81611,8390.0,411.0,6,2.6,305.0,123.0,7.3,12.7,338.0,139.0,15.6,19.1,3042.0,418.0,5.1,3.6,1656.0,231.0,5.7,4.7,1588.0,228.0,3.3,3.5,989.0,146.0,23.2,24.9,472.0,135.0,0,22.6,402R-00209,409 East Hyman Avenue,Aspen
Aspen,Pitkin,81611,8390.0,411.0,6,2.6,305.0,123.0,7.3,12.7,338.0,139.0,15.6,19.1,3042.0,418.0,5.1,3.6,1656.0,231.0,5.7,4.7,1588.0,228.0,3.3,3.5,989.0,146.0,23.2,24.9,472.0,135.0,0,22.6,402R-00585,"520 East Cooper Avenue, Suites 202A and 202B",Aspen
Aspen,Pitkin,81611,8390.0,411.0,6,2.6,305.0,123.0,7.3,12.7,338.0,139.0,15.6,19.1,3042.0,418.0,5.1,3.6,1656.0,231.0,5.7,4.7,1588.0,228.0,3.3,3.5,989.0,146.0,23.2,24.9,472.0,135.0,0,22.6,402R-00487,"400 East Hyman Avenue, Unit A102",Aspen
Aspen,Pitkin,81611,8390.0,411.0,6,2.6,305.0,123.0,7.3,12.7,338.0,139.0,15.6,19.1,3042.0,418.0,5.1,3.6,1656.0,231.0,5.7,4.7,1588.0,228.0,3.3,3.5,989.0,146.0,23.2,24.9,472.0,135.0,0,22.6,402R-00379,308 South Hunter Street,Aspen
Avon,Eagle,81620,8614.0,645.0,4.3,2.5,427.0,160.0,21.4,32.8,1167.0,442.0,7.9,8.1,4624.0,587.0,3.1,3.6,1180.0,357.0,3.7,4.6,835.0,283.0,3.2,5.2,294.0,135.0,0,17,87.0,78.0,-,**,402R-00221,"041290 Highway 6, Unit #B5",Avon
