Zipcode,Total Population 2015,Total Population 2015 Margin of Error,Total Unemployment 2015,Total Unemployment 2015 margin of Error,Age Group 16-19 2015,Age Group 16-19 2015 Margin of Error,Age Group 16-19 2015 Unemployment,Age Group 16-19 2015 Unemployment Margin of Error,Age Group 20-24 2015,Age Group 20-24 2015 Margin of Error,Age Group 20-24 2015 Unemployment,Age Group 20-24 2015 Unemployment Margin of Error,Age Group 25-29 2015,Age Group 25-29 2015 Margin of Error,Age Group 25-29 2015 Unemployment,Age Group 25-29 2015 Unemployment Margin of Error,Age Group 30-34 2015,Age Group 30-34 2015 Margin of Error,Age Group 30-34 2015 Unemployment,Age Group 30-34 2015 Unemployment Margin of Error,Age Group 35-44 2015,Age Group 35-44 2015 Margin of Error,Age Group 35-44 2015 Unemployment,Age Group 35-44 2015 Unemployment Margin of Error,Age Group 45-54 2015,Age Group 45-54 2015 Margin of Error,Age Group 45-54 2015 Unemployment,Age Group 45-54 2015 Unemployment Margin of Error,Age Group 55-64 2015,Age Group 55-64 2015 Margin of Error,Age Group 55-64 2015 Unemployment,Age Group 55-64 2015 Unemployment Margin of Error,Age Group 60-64 2015,Age Group 60-64 2015 Margin of Error,Age Group 60-64 2015 Unemployment,Age Group 60-64 2015 Unemployment Margin of Error,Age Group 65-74 2015,Age Group 65-74 2015 Margin of Error,Age Group 65-74 2015 Unemployment,Age Group 65-74 2015 Unemployment Margin of Error,Age Group 75+ 2015,Age Group 75+ 2015 Margin of Error,Age Group 75+ 2015 Unemployment,Age Group 75+ 2015 Unemployment Margin of Error
80918,39364,799,8.2,1.3,3516,398,28.6,7.1,4644,559,14.7,6.4,4370,439,6.3,2.7,3235,362,4.6,2,5378,443,3.6,1.8,6350,389,5.5,1.5,3161,282,6.7,3.1,2796,314,6,3.4,3962,268,6.5,4.9,1952,256,11.8,14.3
80919,22872,823,7,1.3,1348,245,21.3,11.8,2056,441,13.5,6.2,1096,246,6.8,4.9,1853,295,2.8,2.1,3130,339,7,3.3,4482,345,4.5,2,2535,309,5.5,4.3,2454,322,11,5.8,2633,253,2.9,2.6,1285,254,0,45.6
80920,29519,734,7.4,1.3,2853,346,31.2,10.3,2365,351,11,5.7,2156,302,5.4,3.3,2049,277,1.3,1.4,4871,454,4.3,2.1,6954,472,5,1.6,2407,334,6,4.7,2449,347,10.4,4.3,2111,244,9.9,7.3,1304,249,0,32
80921,14689,698,4.9,1.7,1231,252,8.9,12.8,705,257,11.2,9.9,659,203,5.2,8.2,798,282,0,6.3,2983,354,3.3,3.1,3433,359,3.1,3,1569,347,9,6.3,1176,343,6.7,6.3,1309,244,5,7.7,826,268,0,60.7
80922,19584,772,6.2,1.9,1140,267,15.3,11.3,1559,368,17.1,10.6,2104,355,7.8,5.3,2826,446,7.4,4.6,3916,472,4.9,3.4,3655,333,1.9,1.9,1423,281,1.4,2.2,939,219,3.8,5.5,1374,250,1.4,7.7,648,178,0,71.2
80923,20979,812,6.1,2,1404,349,12.4,11.7,1473,365,12.7,8,2917,509,7.9,8.5,2954,561,7.9,8.5,4768,538,5.9,3.4,3850,396,3,2.1,1190,254,1.7,2.6,791,210,0,7.2,1105,213,0,7.3,527,197,0,45.6
80924,4498,318,8,5.2,279,87,15.5,17.8,396,162,37.4,32.9,365,152,8.6,8.3,341,117,0,11.3,1583,186,2.2,2.6,841,157,5,4.5,297,118,5.2,7.9,199,74,17,24.4,94,53,0,60.7,103,57,-,**
80925,5321,549,6.9,3.2,314,133,51.3,24.4,557,224,13,13.4,775,232,3.1,5.6,774,265,10.2,10.2,991,245,0,5.1,1067,216,3,4.4,294,137,0,12.4,204,132,10,18.1,225,115,22.9,38.5,120,76,-,**
80926,1469,317,11.7,10.3,43,43,100,100,117,108,0,67.2,193,144,24.6,31.6,72,65,0,46.2,224,90,5.1,8.8,297,140,9.9,16.6,125,77,0,31.4,147,70,0,29.5,140,70,26,33.9,111,57,0,52.9
80927,1168,380,14.2,11.5,92,65,0,50.4,58,59,0,37.4,151,135,18.5,35.6,202,124,23.7,28.9,293,144,0,27.9,242,141,11,15.1,50,61,0,71.2,20,31,100,63.7,48,63,-,**,12,18,-,**
80928,980,205,14.1,8.2,49,37,64.7,51.6,26,18,0,85.9,68,49,42.9,46,58,55,-,**,195,94,2.7,4.6,175,57,9.9,11.9,167,76,18.3,18.6,116,75,15.4,27.6,84,29,0,42,42,25,25,32.8
80929,275,148,0,15.7,19,24,-,**,15,24,0,73.6,14,23,-,**,0,11,-,**,25,40,0,57,83,64,0,29.5,62,53,0,48.9,18,27,0,67.2,35,49,-,**,4,9,-,**
80930,852,207,9.8,9,32,29,100,100,16,27,100,71.2,217,147,0,21,62,49,42.9,27.9,56,42,0,38.1,127,71,0,34.6,107,69,0,44,93,52,0,50.4,121,100,0,44.5,21,23,-,**
80938,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80939,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80951,2963,423,10.9,6.8,146,92,48.4,51.6,437,315,0,8.2,549,145,6.2,12,565,167,7,8.9,715,263,26.2,14.3,315,126,5.6,8.1,98,71,0,28.7,49,41,0,40.7,46,42,0,100,43,42,-,**
81001,23550,731,14.1,2.5,1879,235,31.9,10.8,2931,329,14.9,5.4,1939,328,18.3,10,1882,228,19.1,8.4,3649,327,8.1,3.9,3324,351,13.7,4.6,1825,270,5.2,4.9,1666,214,5.1,4.2,2172,216,12.6,9.2,2283,241,33.3,45.1
81003,12939,806,14.5,2.8,837,171,35.7,18.1,988,192,13.6,8.1,1104,207,17.9,9.5,1267,325,10.9,7.6,2283,285,9.9,5.1,2169,275,17.2,9.3,954,158,8.8,6.6,944,153,18.1,11,1060,175,4.9,7.1,1333,423,0,42.5
81004,20115,642,13.7,2.2,1206,195,47.4,14.3,1957,308,16.8,5.9,1780,262,11.1,5.2,2016,264,12.2,5.1,2416,248,14.3,5.5,3352,326,12.1,4.3,1792,235,8,4.8,1745,242,5.6,4.6,2064,227,8,8.5,1787,176,12.3,15.1
81005,24399,737,7.8,1.8,1474,235,21.3,12.5,1590,343,9.2,5.8,1888,325,18.8,8.3,1702,236,4.4,3.4,3468,300,7.6,3.8,3781,350,5.8,2.6,2400,296,5.7,3.6,1960,327,1.1,1.7,3023,265,2.6,2.8,3113,342,3.3,5.7
81006,9332,441,12.6,3.1,571,139,36.1,15.5,701,189,19.4,13.2,524,132,8.6,9.4,581,128,11.5,9.4,1310,195,14,7.4,1741,218,8.4,4.2,945,146,10.6,8.9,871,173,11.4,8.5,1226,152,4.4,5,862,139,0,36.7
81007,23575,603,7.9,1.5,1726,211,29.8,11.7,1881,240,16.5,6.2,1690,261,17.2,8.5,1638,260,7.3,4.8,3771,373,3.8,2.2,4513,318,4.7,2.2,1722,212,1.2,1.3,2125,288,5.3,3.3,3069,236,2.3,2.7,1440,220,0,33.9
81008,8196,442,9.1,3.1,502,111,16,14.3,578,192,2.7,3.1,686,265,14.7,10.9,838,233,14.3,10.9,1213,283,5.4,7.6,1284,255,10.2,8.3,733,207,10.4,7.8,668,235,1.7,2.7,945,144,0,12.1,749,178,0,47.5
81019,1429,293,1.7,2.5,113,102,0,41.1,81,78,0,37.7,81,88,0,60.7,100,68,11,17.5,245,155,0,22.5,74,73,0,37.7,145,93,0,25.3,184,107,0,22.5,319,143,0,45.1,87,61,0,95
81020,878,181,12.8,8.7,75,53,100,100,38,26,46.7,53.3,56,38,0,40.3,22,24,0,76.1,148,71,5.2,6.5,133,61,19,21.4,65,39,4.3,8.7,69,31,0,65.4,180,59,20,32.8,92,37,-,**
81021,13,13,0,90.1,0,11,-,**,0,11,-,**,10,12,0,90.1,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,3,4,-,**,0,11,-,**
81022,1340,315,9.9,7.7,93,75,52.6,52.6,107,80,0,24.1,60,65,0,39.9,39,52,0,45.6,221,98,31.9,25.8,164,85,0,18.4,69,40,0,43,179,120,0,24.9,220,110,0,30.9,188,121,0,58.2
81023,1044,192,2.6,4,56,41,0,100,41,34,0,44.5,60,62,-,**,13,20,0,79,163,112,4.5,13.2,192,67,0,18.7,90,54,0,37.4,180,92,8.5,15.4,146,66,0,73.6,103,44,0,57
81024,130,79,0,36.3,0,11,-,**,13,19,-,**,0,11,-,**,0,11,-,**,9,12,-,**,73,68,0,48.2,9,13,-,**,9,13,0,95,11,15,0,85.9,6,9,0,100
81025,763,119,12.7,10.5,59,38,0,58.2,63,32,0,35.6,40,24,14.7,18.6,60,32,5.4,7.6,89,39,21.2,15.2,147,60,27.6,31.4,41,20,0,67.2,62,32,0,55.9,106,42,0,85.9,96,48,-,**
81027,92,32,2.1,4.7,0,11,-,**,4,6,0,100,4,4,0,100,5,6,0,100,9,7,0,100,8,6,12.5,28.9,7,7,0,100,21,16,0,100,22,19,0,71.2,12,10,0,100
81029,221,45,0,24.3,16,13,0,100,25,14,0,65.4,15,10,0,90.1,4,5,0,100,11,11,0,100,29,15,0,54.8,22,11,0,79,19,12,0,79,26,13,0,100,54,22,0,100
81030,121,47,28.4,16.2,3,5,-,**,3,6,0,100,14,16,57.1,57.1,13,14,61.5,51.8,8,12,0,100,20,15,17.6,26.3,34,21,16.7,25.6,9,9,0,100,8,9,0,100,9,8,-,**
81033,155,68,39.3,21.1,32,28,100,58.2,8,12,0,100,0,11,-,**,16,22,25,53.2,19,17,0,100,32,23,4.3,9.1,4,4,100,100,9,11,-,**,15,10,60,58.4,20,17,-,**
81036,849,104,2.8,2.7,86,59,0,44,72,54,0,41.6,43,27,0,44.5,39,21,0,46.2,89,44,12.4,13.9,157,47,1.6,2.1,70,24,0,38.4,55,17,5.7,7.6,123,48,0,40.3,115,35,0,73.6
81038,645,538,0,63.7,0,11,-,**,0,11,-,**,163,126,-,**,47,93,-,**,233,220,0,63.7,105,171,-,**,18,37,-,**,37,73,-,**,42,84,-,**,0,11,-,**
81039,1397,132,15,6.3,54,26,50,42.5,86,55,42.5,11,88,43,3.3,7.6,144,42,18,16,154,52,5.2,8,215,60,22.3,17.5,135,48,3.2,4.7,94,34,0,39.9,236,51,5.3,8.4,191,49,28.6,48.9
81040,384,93,0,22,26,36,-,**,0,11,-,**,0,11,-,**,0,11,-,**,53,40,0,65.4,29,32,0,57,51,43,0,82.3,57,36,0,46.2,121,46,0,57,47,48,-,**
81041,539,104,12.7,9.1,67,40,25,29.1,54,33,8.8,14.8,12,10,0,100,54,35,15,17.5,91,43,22,30.1,66,31,4.9,11.5,45,21,3.3,10.7,69,31,18.6,20.8,50,21,0,55.9,31,17,0,100
81043,26,14,0,69.1,0,11,-,**,0,11,-,**,0,11,-,**,7,8,0,100,4,5,0,100,2,3,0,100,6,7,0,100,4,6,-,**,2,3,0,100,1,2,0,100
81044,240,111,2.7,4.7,15,16,100,100,1,3,-,**,5,9,0,100,39,66,0,53.8,31,36,0,65.4,43,31,0,100,43,47,0,44,6,8,-,**,31,26,0,100,26,16,0,100
81045,76,27,0,38.4,5,6,0,100,3,4,0,100,6,6,0,100,0,11,-,**,17,11,0,73.6,2,3,0,100,24,19,0,59.4,2,3,0,100,9,8,-,**,8,5,-,**
81047,1179,141,5.5,2.5,73,47,28.6,41.1,90,50,0,33.3,85,52,7.4,12.3,64,34,0,41.1,176,71,0.6,1.4,213,57,8.4,6.9,96,32,15.2,14.1,101,33,0,36,123,38,5.6,7.9,158,54,0,71.2
81049,263,54,0.7,1.3,25,16,0,100,5,10,0,100,3,5,0,100,6,7,0,100,32,25,0,52,39,18,2.6,5.2,25,15,0,63.7,15,10,0,85.9,75,22,0,63.7,38,15,0,100
81050,7505,203,10.6,3.5,731,114,44.1,22,580,184,15.5,10.7,463,158,1.7,3.1,645,127,28.8,13.2,1060,182,4.1,5.5,1262,191,7.1,5.7,648,149,0,6.9,457,133,0,12.1,865,126,5.9,7.3,794,113,44.7,38.3
81052,7115,189,10.1,2.6,627,131,7.7,6.7,560,117,28.1,19.6,545,80,19.5,8.6,483,76,15,10.5,1109,107,6.4,4.6,1139,66,3.9,3,520,125,5.2,7.5,665,140,9.7,9.7,827,48,0,12.9,640,46,0,48.2
81054,3688,406,10.9,5.4,70,42,14.3,46.5,60,44,0,100,431,135,8.3,10.5,485,126,1.1,3.6,682,145,17.7,17.4,613,113,10.7,11,291,76,23.5,22.1,307,76,8.7,13.9,464,79,0,36.3,285,37,0,100
81055,1097,160,3.8,3.6,14,25,-,**,67,72,0,36.3,21,24,0,62.2,43,39,0,46.2,58,38,38.3,34.9,231,68,2,3.6,147,60,1.7,3,158,45,0,27.9,238,75,0,33.6,120,64,0,95
81057,364,168,4,4.8,36,27,14.3,46.7,6,14,25,75,5,7,20,65.4,56,80,0,38.4,90,73,12.2,21.1,68,49,0,42,36,21,0,47.5,23,20,0,69.1,12,19,0,100,32,21,0,100
81058,762,99,10,6.1,82,40,65.4,34.6,50,31,31.6,28.5,32,20,0,52,47,28,16.2,25.5,102,31,1.6,3,134,37,0,30.3,61,23,14.3,22,69,27,0,55.9,98,35,3.8,7.8,87,30,0,73.6
81059,497,385,10.7,16.8,4,6,-,**,15,29,-,**,118,125,0,90.1,62,114,-,**,93,100,0,100,104,90,0,60.7,22,32,0,100,38,33,33.3,46.5,18,29,-,**,23,18,0,100
81062,1775,302,39,15.1,137,93,100,54.8,203,109,43,33.1,168,72,17.9,27,201,89,78,42.8,360,109,54.9,27.6,307,120,5.6,8.8,70,42,0,67.2,185,59,11.8,19,103,60,85.7,44.2,41,21,-,**
81063,1887,300,23.3,11.7,117,51,44.8,33.4,211,139,18.9,28.8,188,97,50,26,108,37,0,52.9,241,72,34.1,21.8,410,102,7.9,6.7,133,52,31.7,28.4,125,55,27.8,34.5,180,62,0,71.2,174,36,0,100
81064,233,54,3.3,3.6,20,18,-,**,16,14,0,76.1,2,3,0,100,4,4,0,100,18,13,0,90.1,67,28,7.1,7.7,11,10,0,95,20,10,0,82.3,35,15,0,100,40,15,0,100
81067,4774,252,9.9,3.7,278,99,73.6,34.4,408,105,17.4,14.3,316,106,9.1,13.9,196,95,6.2,12.4,735,132,7.9,6.5,700,132,4.2,5.2,489,125,8.3,7.6,494,120,5.3,6.1,632,126,0,13.6,526,121,0,42.5
81069,1270,241,5.3,4.5,55,44,0,55.9,19,24,21.1,28.7,10,17,0,90.1,25,30,0,71.2,135,82,12.4,17.1,147,70,3,5.6,203,79,3.3,5.1,281,145,0,24.7,253,79,11.4,16.3,142,90,0,73.6
81071,212,38,0,19.7,18,10,0,100,9,9,0,95,12,8,0,90.1,26,17,0,67.2,51,29,0,47.5,33,14,0,54.8,12,8,0,95,14,9,0,90.1,16,10,0,90.1,21,11,0,100
81073,1550,109,5.4,2.3,92,32,0,45.6,69,29,9.2,13,102,32,0,32.7,115,26,3.9,6,205,49,14.5,9.1,207,34,6,7.2,152,36,0,20.4,138,37,6.8,9.2,211,33,0,32,259,51,0,60.7
81076,575,196,16.8,11.3,99,83,15.1,27.6,67,52,34,40.7,14,17,0,100,73,87,13.5,33.8,34,28,0,48.9,67,36,0,44.5,62,46,1.9,6.8,32,19,33.3,47.4,111,83,47.6,13.3,16,9,-,**
81077,378,120,6.1,5,26,25,0,62.2,46,35,29.2,55.9,49,38,0,44.5,27,24,0,54.8,35,22,0,48.2,50,42,23.8,33.3,41,24,0,51.2,31,18,8.3,15,29,20,0,100,44,32,0,100
81081,43,18,15.4,20.4,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,2,4,-,**,10,8,0,100,8,6,50,50,9,10,-,**,14,13,0,100
81082,9534,316,9.3,2.6,649,81,20.4,13,704,89,26.9,11.8,654,83,4.2,3.1,645,135,2.1,2.7,1163,102,8.2,6,1446,134,9.9,6.6,985,123,4.2,3.2,921,120,3.5,4.1,1328,81,11,12.6,1039,63,0,33
81084,103,46,0,39.9,0,11,-,**,5,5,-,**,2,3,0,100,3,5,0,100,32,29,0,52,7,7,0,100,8,7,0,100,3,5,0,100,31,27,0,100,12,10,-,**
81087,145,45,3,5.6,0,11,-,**,4,6,0,100,19,22,0,71.2,12,13,0,82.3,35,25,8.6,15.5,14,13,0,85.9,8,9,0,100,15,17,0,73.6,11,10,-,**,27,20,-,**
81089,3745,183,20.4,5.9,107,71,51.4,33.2,171,112,32.9,28.5,230,120,86.4,22.8,282,123,12.3,20,387,98,4.2,7.9,619,135,19.7,10.9,353,90,16.3,17,361,92,18.7,20.5,678,100,3.9,9.6,557,120,0,40.3
81090,793,92,5,4,39,23,0,71.2,51,26,17.6,22.4,36,21,0,51.2,52,28,0,44.5,80,40,26.6,19.9,141,41,0,20,74,32,0,37.7,82,30,0,42.5,118,30,0,35.6,120,37,0,76.1
81091,540,116,11.5,7.3,18,18,0,100,18,28,0,90.1,17,16,0,69.1,31,18,50,50,63,36,20,33.1,89,43,3.1,6.2,69,40,9.1,13.4,98,33,7.5,11.7,110,46,11.1,16,27,18,0,100
81092,620,124,9.8,6.9,44,35,18.2,34.7,81,43,16.4,24.6,25,25,0,57,38,25,15.8,21,97,47,1.1,2.2,126,40,13.6,11.7,76,33,10.7,14.5,41,22,0,58.2,27,19,0,95,65,25,0,100
81101,12056,239,10.7,3.5,1306,212,24.6,18.4,1969,217,13.8,8.1,1024,33,8.8,7.1,931,20,19.4,15.8,1552,92,9.4,8,1705,115,4.5,5.1,855,153,4.7,5.5,861,142,5.4,5.5,1104,50,6.6,10,749,40,0,41.1
81120,1590,153,14,5.8,92,31,0,85.9,112,52,53.1,32.4,94,40,53.7,34.6,110,44,8.8,12.2,164,51,0,22.5,287,60,2.2,4.1,169,53,29.9,16.6,160,48,0,30.3,272,49,0,32,130,39,0,100
81121,203,49,17.5,13.2,0,11,-,**,11,16,54.5,54.5,13,12,30.8,38.6,0,11,-,**,6,9,0,100,38,24,8,14.2,37,23,0,63.7,33,17,37.5,38.9,37,17,0,82.3,28,18,-,**
81122,6539,503,5,3,447,116,9.8,11.8,230,97,0,14,415,142,1.7,3,595,166,1.1,1.2,1054,197,1.1,1.6,1367,241,5.4,4.3,780,211,14.2,14.1,561,144,5.7,6.9,669,134,11.3,14.2,421,139,-,**
81123,828,130,14,9.6,40,33,0,67.2,35,26,23.3,29.5,66,55,3.4,8.1,90,60,36.8,20.5,130,63,0,27.7,160,53,28.2,25.4,71,35,0,34.3,46,21,22.2,30.9,105,32,2.1,6.7,85,24,0,100
81124,89,56,0,48.2,0,11,-,**,10,15,0,90.1,14,20,0,76.1,4,7,0,100,24,23,0,100,2,4,-,**,2,7,-,**,2,4,-,**,31,22,-,**,0,11,-,**
81125,2516,208,8,3.7,216,74,20.8,23.6,226,56,7.4,10.6,185,49,0,22.5,161,62,13.8,19.6,374,102,7.2,10.8,470,72,12.5,8.9,277,59,3,5.2,218,78,4.6,7.6,190,53,0,34.9,199,48,0,55.9
81126,216,103,0,43,20,34,0,63.7,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,39,36,0,65.4,34,38,-,**,26,23,-,**,81,40,0,100,16,18,-,**
81128,128,85,64,41.9,12,20,-,**,0,11,-,**,32,42,100,50.4,38,43,-,**,0,11,-,**,23,26,0,85.9,0,11,-,**,16,13,-,**,7,11,0,100,0,11,-,**
81129,95,52,14.3,22.1,0,11,-,**,0,11,-,**,0,11,-,**,5,7,0,100,8,11,-,**,15,18,-,**,30,20,0,57,8,11,-,**,16,18,100,100,13,11,-,**
81130,704,90,0.9,2.1,9,11,-,**,11,10,0,100,12,13,0,100,15,12,0,73.6,82,38,0,30.6,94,34,4.2,9.4,70,23,0,39.1,123,28,0,36,175,42,0,57,113,34,0,100
81131,990,181,12,8.3,6,9,-,**,0,11,-,**,61,38,52.3,47.8,61,36,0,41.1,157,69,19.2,22.6,125,51,0,28.7,86,52,0,57,253,88,11.5,14.7,228,71,0,31.1,13,9,-,**
81132,2693,255,8.6,2.8,172,94,0,95,334,103,24.2,13.3,150,68,4,6.3,155,73,14.7,15.7,313,76,5.6,5.5,523,125,2.5,2.5,285,98,4.2,5.6,160,54,9.5,14,352,82,1.2,4.1,249,69,21.2,39.9
81133,764,122,10.8,8.9,78,55,0,38.4,43,31,22.6,37,0,11,-,**,27,33,64.3,54.1,40,38,0,45.1,113,61,26.3,34.6,140,54,0,26.1,97,28,0,48.2,138,42,45,44.1,88,35,0,60.7
81136,96,37,11.9,17.6,0,11,-,**,5,8,100,100,6,9,0,100,5,7,0,100,3,7,-,**,11,11,0,100,12,9,0,100,17,15,0,90.1,21,20,0,100,16,16,-,**
81137,4627,251,6,1.8,305,74,24.8,16.6,347,103,11.6,8.6,340,90,4.5,3.3,233,57,8.3,5.4,560,101,4.5,2.7,1089,145,3.6,2.3,424,71,5.9,5.2,530,90,4.5,3.7,535,79,0,24.3,264,63,0,73.6
81138,43,38,0,52.9,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,18,29,0,67.2,4,8,0,100,7,11,0,100,14,17,-,**,0,11,-,**,0,11,-,**
81140,2029,197,9.3,3.9,127,52,65.4,33.7,149,63,8.7,13.4,193,71,0,18.6,142,50,21,17.2,212,86,3,5,257,70,9.9,10.9,203,68,2.8,3.8,195,92,0,30.9,240,46,0,43.5,311,61,0,37
81141,1049,140,9.5,4.9,118,40,34.5,31.2,133,57,19.8,19.6,70,36,0,38.1,56,23,26.2,21.6,154,50,0,20.9,145,52,3.8,6.2,101,46,10,11.4,68,22,14.8,16.1,111,35,0,71.2,93,30,0,100
81143,522,121,20.4,12.2,52,36,-,**,16,15,-,**,16,15,68.8,46.5,20,21,30,45.3,35,25,30,49.3,132,54,4.4,10,58,31,0,42,59,32,58.3,53.7,97,49,51.9,42.5,37,22,-,**
81144,5379,279,6,2.8,281,67,2.4,6,308,123,13.3,17.3,567,153,4.8,7.5,309,116,11.2,11.7,933,121,2.3,2.9,888,134,8.2,6.7,624,150,8.8,9.1,401,125,0,11.4,541,83,0,27.7,527,76,0,100
81146,452,117,3.3,3.3,37,38,0,62.2,51,33,0,55.9,35,18,21.9,23.3,17,14,0,82.3,68,43,0,36,74,41,3.2,5.3,21,20,0,100,52,27,0,53.8,58,25,0,58.2,39,32,0,100
81147,9817,142,7.4,2.7,587,161,22.4,17.1,610,146,12,13.8,428,127,3.8,6.8,549,102,4.7,4.7,1230,131,3.8,3.4,1563,109,7.7,5.2,1082,144,1.6,1.8,1352,134,10.5,7.5,1602,48,10.5,14.5,814,59,0,36.7
81148,257,55,14,10,34,18,75,65,31,21,0,55.9,21,17,64.7,46.6,12,10,0,100,45,19,4,15.3,33,13,8.3,20.4,25,13,0,79,13,9,0,100,19,10,0,100,24,15,-,**
81149,746,128,10.6,6.2,33,29,0,60.7,18,17,0,95,52,29,5,11.4,35,22,7.4,17.4,76,38,4.2,6.9,115,46,14.1,16.7,127,47,13.4,17,84,41,0,44.5,127,41,29.4,24.4,79,36,0,69.1
81151,1082,139,7.9,3.8,57,26,44.4,39.2,54,34,17.9,23,76,36,14.9,19.7,91,24,0,31.1,204,69,9.3,7.3,268,73,4.2,4.7,111,47,5.6,7.9,60,31,0,51.2,114,39,3.8,13.5,47,30,-,**
81152,1066,164,17,9.8,46,50,-,**,54,49,18.8,25,12,12,0,82.3,104,70,58.7,39.8,166,70,36.4,26.4,144,62,0,22.4,69,43,0,43.5,126,41,0,53.8,188,46,0,44,157,37,-,**
81154,1082,198,11.5,8.9,57,48,13.6,32.9,49,53,100,40.7,15,14,0,95,146,51,0,24.5,54,34,0,43.5,89,44,0,37.4,172,85,3.2,4.7,80,36,5.4,10.1,277,80,0,29.5,143,53,0,100
81155,343,126,22.3,17.5,0,11,-,**,45,62,75.6,8.1,0,11,-,**,12,14,0,82.3,17,21,0,100,77,45,0,40.3,37,27,29.7,37.6,33,37,0,52,94,52,0,67.2,28,18,0,100
81201,7855,352,6.4,2.4,320,136,22.6,25.1,329,111,11.9,13.5,560,133,22,14,498,134,8.7,8.1,1132,178,3.5,2.8,1348,178,4.7,4.1,896,175,3.3,3.6,729,149,0,6.5,1064,149,0,9.8,979,124,0,54.8
81210,151,90,0,21.4,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,105,82,0,24.5,0,11,-,**,31,31,0,67.2,11,16,-,**,4,7,-,**
81211,6223,432,4.9,3.2,230,94,16.3,29.1,325,86,17.1,18.2,494,183,20.2,26.4,563,118,0,9.9,863,213,0.6,1,989,225,4.8,4.4,655,232,2.3,3.6,511,144,0,12.2,1080,151,0,12,513,129,0,40.3
81212,25795,794,8.7,2,1012,142,36.2,16.4,1765,219,11.6,7.4,2240,206,7.5,5.1,2584,389,2.6,2.2,3595,419,7.3,4.5,4448,289,6.5,3.4,2302,228,8.3,4.7,1793,237,7.7,5.5,3236,221,4.2,4.7,2820,157,13.4,17.4
81220,141,90,45.8,48,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,30,39,73.3,54.5,19,15,-,**,84,55,0,67.2,8,7,-,**
81221,232,63,25.2,22.4,6,5,-,**,19,21,0,65.4,38,37,63.2,38.8,5,5,0,100,24,21,0,79,40,25,14.3,25.7,19,13,15.4,29.4,18,11,0,100,32,22,16.7,39,31,21,-,**
81222,295,117,3,4.5,21,32,-,**,0,11,-,**,0,11,-,**,24,27,0,58.2,101,63,0,25.3,65,73,12.1,23.4,22,36,0,60.7,7,11,0,100,30,39,0,59.4,25,23,-,**
81223,1378,257,9.6,6.7,35,36,-,**,6,10,-,**,0,11,-,**,21,27,0,100,88,77,44.8,49.9,218,102,11.8,12.7,232,104,6.4,10.6,305,121,7,10.9,362,86,0,40.3,111,61,0,90.1
81224,2983,332,3.8,2.7,197,107,0,24.5,106,90,0,24.3,398,147,0,7.3,368,130,0,8.9,806,163,3.2,3.5,343,112,3.7,5.6,341,159,10.7,15.7,149,75,26.9,23.8,226,84,0,37,49,37,-,**
81225,821,168,3.7,6.1,19,18,0,100,73,61,34.2,46.1,68,45,0,34.6,66,52,0,34.6,155,83,0,18.8,217,89,0,14.4,33,18,0,62.2,73,45,0,38.1,93,49,0,41.1,24,26,-,**
81226,7872,599,11.2,3.6,325,102,48.7,25.7,467,152,11.7,8.6,651,160,7.6,10.7,1234,348,20,19.9,1621,315,12,13.6,1378,237,4.3,3.5,555,174,13,10,454,120,4.4,5.5,731,130,5.2,9.6,456,123,0,100
81227,8,12,0,100,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,8,12,0,100,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
81230,7665,335,7.6,2.4,531,157,25.9,17.7,1585,186,13,7.6,575,138,5.8,6,676,157,6.4,6,1032,186,1.9,2.7,1031,165,4.1,3.5,658,152,5.9,5.9,612,138,6.5,5.1,577,105,0,13.2,388,49,0,100
81231,724,143,37.8,11.5,648,138,43.9,12.2,76,57,0,38.1,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
81232,6,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,6,11,-,**,0,11,-,**,0,11,-,**
81233,802,174,3.5,5.5,10,16,-,**,42,69,0,44,13,22,100,79,17,23,0,95,20,28,0,63.7,122,69,0,28.9,109,53,0,28.9,171,87,0,37,174,59,0,43.5,124,65,0,85.9
81235,629,70,2.6,1.9,23,17,25,28.7,7,6,57.1,57.1,31,23,0,51.2,35,29,5.6,13.4,55,34,0,38.4,138,46,2.5,4.8,79,31,0,35.6,78,30,0,39.9,133,35,0,37,50,25,0,100
