City,County,Zipcode,Total Population 2012,Total Population 2012 Margin of Error,Total Unemployment 2012,Total Unemployment 2012 margin of Error,Age Group 16-19 2012,Age Group 16-19 2012 Margin of Error,Age Group 16-19 2012 Unemployment,Age Group 16-19 2012 Unemployment Margin of Error,Age Group 20-24 2012,Age Group 20-24 2012 Margin of Error,Age Group 20-24 2012 Unemployment,Age Group 20-24 2012 Unemployment Margin of Error,Age Group 25-44 2012,Age Group 25-44 2012 Margin of Error,Age Group 25-44 2012 Unemployment,Age Group 25-44 2012 Unemployment Margin of Error,Age Group 45-54 2012,Age Group 45-54 2012 Margin of Error,Age Group 45-54 2012 Unemployment,Age Group 45-54 2012 Unemployment Margin of Error,Age Group 55-64 2012,Age Group 55-64 2012 Margin of Error,Age Group 55-64 2012 Unemployment,Age Group 55-64 2012 Unemployment Margin of Error,Age Group 65-74 2012,Age Group 65-74 2012 Margin of Error,Age Group 65-74 2012 Unemployment,Age Group 65-74 2012 Unemployment Margin of Error,Age Group 75+ 2012,Age Group 75+ 2012 Margin of Error,Age Group 75+ 2012 Unemployment,Age Group 75+ 2012 Unemployment Margin of Error
Denver,Jefferson,80227,27662.0,1079.0,8.3,1.4,1834.0,368.0,17.2,9.9,2738.0,382.0,12.2,5.3,8969.0,685.0,8,2.1,5061.0,452.0,4.9,1.8,4339.0,392.0,8.8,2.8,2770.0,234.0,6.3,3.7,1951.0,214.0,6.9,11.8
Denver,Jefferson,80228,25066.0,714.0,7.5,1.2,1419.0,221.0,17.3,8.8,2343.0,400.0,14.1,5.7,7793.0,499.0,5.1,1.8,5608.0,383.0,6,2.3,4053.0,416.0,8.2,3.2,2379.0,257.0,13.3,7.7,1471.0,209.0,0,37
Denver,Adams,80229,36481.0,1033.0,10.1,1.6,2641.0,354.0,25.1,8.8,3793.0,424.0,13.9,4.7,16073.0,784.0,7.5,1.6,6209.0,493.0,11.3,3.7,4160.0,403.0,9.2,4,2001.0,225.0,17.2,13.5,1604.0,229.0,19.4,26.3
Denver,Denver,80230,6043.0,376.0,3.2,1.9,307.0,142.0,0,16.8,411.0,159.0,3,4.9,3026.0,356.0,3.5,2.8,983.0,189.0,2.6,3.8,743.0,179.0,0,5.7,260.0,101.0,21.7,23.2,313.0,92.0,0,100
Denver,Denver,80231,27411.0,946.0,6.4,1.4,1214.0,347.0,23.4,18.5,2062.0,396.0,7,4.1,12581.0,903.0,5.6,1.9,4368.0,679.0,4.2,3,3674.0,379.0,7.9,3.6,1793.0,232.0,13.1,9.5,1719.0,310.0,0,26.9
Denver,Jefferson,80232,17222.0,585.0,9.2,1.9,799.0,187.0,27.6,14.6,1307.0,257.0,17.9,8.9,6119.0,393.0,8.6,2.3,2799.0,328.0,5.2,3,2817.0,262.0,7.8,4.7,1770.0,209.0,6,6.8,1611.0,225.0,28.8,30.9
Denver,Adams,80233,35178.0,904.0,8.9,1.2,2575.0,393.0,30.4,8.7,3444.0,454.0,14.6,5.9,14628.0,689.0,8.6,2,6174.0,504.0,3.9,1.7,4498.0,491.0,5.2,2.7,1943.0,253.0,8.4,9.8,1916.0,289.0,0,39.1
Denver,Adams,80234,20133.0,741.0,8.6,1.8,1361.0,274.0,30.9,14.5,1890.0,386.0,7.4,5.9,8356.0,503.0,6.7,2.2,3730.0,379.0,8.3,3.2,2624.0,380.0,6.5,4.2,1335.0,167.0,20.5,11.5,837.0,158.0,38.9,49.1
Denver,Jefferson,80235,7698.0,490.0,8.6,2.6,466.0,156.0,18.1,21.5,706.0,181.0,10.1,8.2,3172.0,386.0,8.4,4.4,1355.0,184.0,8.6,5.3,944.0,167.0,4.1,5.2,643.0,108.0,16.2,13.5,412.0,120.0,0,74.6
Denver,Denver,80236,13437.0,747.0,8.3,2.3,872.0,205.0,8.3,8.5,1332.0,332.0,11.6,9.4,4986.0,511.0,5.5,2.5,2317.0,341.0,12.1,4.9,1664.0,239.0,10.4,5.8,1048.0,230.0,0,26,1218.0,186.0,0,40.1
Denver,Denver,80237,14984.0,579.0,4.6,1.4,488.0,204.0,4.3,7.9,1179.0,283.0,1,1.5,5785.0,535.0,3.6,1.9,2351.0,284.0,8.4,4.5,2207.0,291.0,5.4,3.5,1251.0,226.0,5.2,5.7,1723.0,201.0,0,16
Denver,Denver,80238,6902.0,379.0,3.8,1.6,59.0,49.0,0,68.8,82.0,70.0,36.4,46.1,5169.0,352.0,3,1.6,772.0,198.0,0,4.8,467.0,132.0,12.3,9.4,266.0,107.0,24.2,23.2,87.0,54.0,-,**
Denver,Denver,80239,28078.0,1075.0,13.3,1.9,2860.0,409.0,42.2,10.7,2760.0,397.0,19.4,6.3,12618.0,774.0,10.9,2.4,4648.0,466.0,10.5,3.3,3064.0,372.0,6.6,3.8,1169.0,174.0,9,10.7,959.0,200.0,0,37
Denver,Adams,80241,23778.0,837.0,6.1,1.3,1704.0,354.0,18.5,12.3,1987.0,316.0,12,7,9602.0,498.0,5,1.5,5072.0,394.0,5.6,2.4,3233.0,365.0,2.6,1.8,1455.0,245.0,12.8,12.7,725.0,208.0,0,36.4
Denver,Denver,80243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80246,11108.0,462.0,6.7,1.9,382.0,146.0,21.9,24.6,1569.0,267.0,3.9,3.3,5145.0,475.0,4.6,1.8,1671.0,301.0,16.1,8.2,1085.0,231.0,5.3,5.7,712.0,184.0,0,15,544.0,148.0,0,82.3
Denver,Arapahoe,80247,21535.0,862.0,7.1,1.6,1022.0,277.0,42,22.7,2178.0,333.0,7.5,4.9,8762.0,668.0,6.3,2.3,2825.0,351.0,5.7,2.9,2452.0,327.0,3.7,2.9,2008.0,310.0,5.6,5.1,2288.0,250.0,7,10.7
Denver,Denver,80248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80249,17474.0,1029.0,7.3,2.4,1188.0,317.0,30.7,20.6,1272.0,380.0,16.3,9.9,8525.0,542.0,5,2.3,2866.0,324.0,6.4,4.4,2270.0,397.0,8.1,6.5,772.0,184.0,0,14.4,581.0,426.0,0,37.9
Denver,Denver,80250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Adams,80260,23305.0,944.0,10,2.1,1711.0,379.0,32.7,16.6,2586.0,472.0,12.5,5.8,9164.0,646.0,6.8,2,3910.0,391.0,11.7,5.2,2470.0,306.0,7.7,4,2068.0,258.0,7.7,7.2,1396.0,206.0,20.5,20.7
Denver,Denver,80261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80264,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**
Denver,Denver,80265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80290,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**
Denver,Denver,80291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80293,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**
Denver,Denver,80294,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**
Denver,Denver,80295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,80299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80301,20123.0,676.0,5.9,1.3,1041.0,206.0,42.7,20,2084.0,368.0,7.8,4.8,7513.0,498.0,5.4,2.1,3892.0,309.0,5.9,2.8,3076.0,343.0,3.3,2.5,1539.0,216.0,3.2,5,978.0,195.0,0,27.3
Boulder,Boulder,80302,24843.0,917.0,8.8,1.7,2610.0,406.0,33.9,8.3,8673.0,776.0,12.1,3.7,6216.0,454.0,5.3,2.3,2405.0,306.0,4.2,3,2607.0,282.0,4.9,2.9,1185.0,179.0,1.6,2.6,1147.0,172.0,0,30.1
Boulder,Boulder,80303,20386.0,724.0,4.2,1.2,1102.0,272.0,19.6,15.1,4891.0,521.0,5.5,3.1,6207.0,576.0,2.1,1.2,2514.0,305.0,4.4,2.7,2433.0,287.0,3.8,2.4,1593.0,187.0,2.7,4.5,1646.0,243.0,0,62.8
Boulder,Boulder,80304,21030.0,730.0,4.6,0.9,1017.0,254.0,20.1,15.6,1852.0,402.0,5.5,3.5,8000.0,486.0,4.1,1.5,3912.0,403.0,2.7,1.5,3615.0,281.0,6.4,2.6,1623.0,236.0,2.4,4.6,1011.0,217.0,0,28.8
Boulder,Boulder,80305,14865.0,546.0,8.1,1.7,996.0,283.0,24.4,13.9,3060.0,438.0,12.6,4.7,4823.0,373.0,5.8,3.2,2273.0,225.0,5.4,2.8,1913.0,221.0,8,3.8,846.0,129.0,0,10.6,954.0,157.0,0,39.4
Boulder,Boulder,80306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80310,5953.0,694.0,33.3,6.5,5178.0,631.0,40.2,7.8,726.0,228.0,6.8,8,27.0,30.0,0,61.6,22.0,35.0,0,65.6,0.0,17.0,-,**,0.0,17.0,-,**,0.0,17.0,-,**
Boulder,Boulder,80314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulder,Boulder,80329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden,Jefferson,80401,31721.0,693.0,6.5,1.2,2672.0,388.0,19.7,7.2,2835.0,359.0,10,5.3,9473.0,538.0,5.5,1.9,5802.0,431.0,4.8,2,5688.0,493.0,6.4,2.4,3107.0,277.0,0.8,1.4,2144.0,288.0,7.7,8.7
Golden,Jefferson,80402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden,Jefferson,80403,15208.0,718.0,6.4,1.9,884.0,179.0,35.1,20.8,782.0,206.0,22.2,14.2,4713.0,443.0,4.2,2.2,3632.0,375.0,2.6,2.4,3094.0,368.0,5.7,3.4,1202.0,243.0,14.7,12.6,901.0,178.0,0,46.4
Golden,Jefferson,80419,259.0,32.0,-,**,11.0,17.0,-,**,19.0,17.0,-,**,180.0,43.0,-,**,37.0,26.0,-,**,12.0,19.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**
Alma,Park,80420,590.0,179.0,1.2,1.5,32.0,31.0,0,100,40.0,45.0,0,48.7,307.0,128.0,2,2.8,108.0,72.0,0,27.1,85.0,41.0,0,44,18.0,4.0,0,72.5,0.0,12.0,-,**
Bailey,Park,80421,7184.0,448.0,10.2,3.3,560.0,110.0,14.5,13.3,302.0,84.0,49.6,17.8,1794.0,236.0,8.2,5.9,2178.0,224.0,5.3,3.2,1446.0,224.0,13.3,7.4,653.0,153.0,0,24.6,251.0,95.0,0,92.8
Black Hawk,Gilpin,80422,3580.0,274.0,6.6,3.5,147.0,61.0,27.6,44.7,106.0,82.0,0,30.9,1153.0,185.0,7.9,5.6,906.0,170.0,4.6,6.6,741.0,178.0,4.3,4.7,407.0,132.0,26.2,34.2,120.0,62.0,0,100
Bond,Eagle,80423,81.0,62.0,33.3,45.9,7.0,11.0,-,**,3.0,10.0,0,100,16.0,24.0,0,82.3,17.0,20.0,100,100,17.0,15.0,46.2,53.8,21.0,34.0,-,**,0.0,12.0,-,**
Breckenridge,Summit,80424,7619.0,574.0,5.9,2.4,236.0,107.0,70.1,44.3,722.0,273.0,8.4,7.9,3551.0,434.0,2.8,2.7,1038.0,228.0,1.3,1.5,1106.0,271.0,9,9.2,799.0,204.0,20.6,21.6,167.0,97.0,0,55.3
Buffalo Creek,Jefferson,80425,133.0,113.0,0,30.9,0.0,12.0,-,**,0.0,12.0,-,**,18.0,27.0,0,100,11.0,17.0,-,**,64.0,64.0,0,42.3,40.0,52.0,0,57.1,0.0,12.0,-,**
Burns,Eagle,80426,213.0,168.0,3.6,7.7,0.0,12.0,-,**,44.0,63.0,0,46.4,45.0,58.0,0,45.9,73.0,77.0,0,37.3,23.0,28.0,50,50,12.0,14.0,-,**,16.0,18.0,-,**
Central City,Gilpin,80427,531.0,164.0,4.9,5.2,15.0,30.0,37.5,62.5,23.0,26.0,0,64.2,235.0,103.0,1.4,2.9,107.0,66.0,0,29.9,118.0,59.0,22.7,29.2,33.0,29.0,0,60.4,0.0,12.0,-,**
Clark,Routt,80428,385.0,153.0,0,11.9,20.0,21.0,-,**,13.0,25.0,0,85.4,216.0,117.0,0,18,72.0,51.0,0,36.1,35.0,28.0,0,79.5,0.0,12.0,-,**,29.0,43.0,-,**
Climax,Lake,80429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coalmont,Jackson,80430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Como,Park,80432,23.0,27.0,0,76.9,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,16.0,24.0,0,76.9,0.0,12.0,-,**,7.0,11.0,-,**
Conifer,Jefferson,80433,7149.0,414.0,2.9,1.3,471.0,172.0,9,10,158.0,65.0,6.2,9.6,2035.0,294.0,1.1,1.2,1751.0,215.0,3,2.3,1797.0,223.0,3.9,2.5,614.0,104.0,4,7.1,323.0,96.0,0,57.1
Cowdrey,Jackson,80434,48.0,21.0,0,48.7,0.0,12.0,-,**,0.0,12.0,-,**,16.0,14.0,0,76.9,7.0,9.0,0,100,10.0,6.0,0,97.3,12.0,12.0,0,100,3.0,5.0,-,**
Dillon,Summit,80435,6961.0,712.0,5.4,2.8,421.0,184.0,0,12.2,845.0,334.0,16,10.6,2999.0,437.0,2.3,3,1411.0,277.0,4.4,3.5,820.0,269.0,8.5,6.8,340.0,126.0,22.9,28.8,125.0,76.0,0,46.4
Dumont,Clear Creek,80436,526.0,178.0,9.4,10.2,38.0,46.0,0,49.9,0.0,12.0,-,**,77.0,72.0,0,34.6,166.0,97.0,15.7,24.4,139.0,94.0,0,28.5,106.0,85.0,32.6,24.6,0.0,12.0,-,**
Evergreen,Jefferson,80437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empire,Clear Creek,80438,269.0,85.0,1.6,2.7,24.0,19.0,0,70.6,9.0,12.0,60,60,66.0,37.0,0,39.7,54.0,28.0,0,43.5,85.0,42.0,0,40.4,21.0,18.0,-,**,10.0,12.0,-,**
Evergreen,Jefferson,80439,18861.0,636.0,6.8,1.6,1296.0,231.0,8.9,6.5,717.0,196.0,23.6,12.8,3980.0,369.0,6.1,2.9,4778.0,361.0,4.7,2.4,4604.0,400.0,6.5,2.7,2333.0,221.0,10.5,6,1153.0,198.0,0,22.6
Fairplay,Park,80440,1943.0,272.0,7,5.2,69.0,39.0,0,52,132.0,81.0,35,36.8,743.0,181.0,0.3,0.6,553.0,135.0,0,7.6,303.0,96.0,26.8,23.5,62.0,48.0,0,46.4,81.0,84.0,-,**
Fraser,Grand,80442,2292.0,643.0,2.5,2.8,54.0,56.0,0,41.9,56.0,48.0,35.7,60.7,1035.0,404.0,0,4.7,303.0,107.0,5.3,8.6,548.0,315.0,1.6,2.4,278.0,166.0,0,17.6,18.0,26.0,-,**
Frisco,Summit,80443,2823.0,230.0,6.2,4,13.0,16.0,0,100,216.0,123.0,0,17.3,1384.0,209.0,8.8,6,452.0,154.0,1.7,2.9,438.0,147.0,0,10.3,272.0,110.0,31.6,35.5,48.0,46.0,0,76.9
Georgetown,Clear Creek,80444,973.0,152.0,4.7,2.3,34.0,38.0,0,100,20.0,21.0,0,100,446.0,119.0,1.5,2.9,242.0,87.0,7.7,6.2,110.0,51.0,8.3,10.1,76.0,34.0,12.5,16.3,45.0,33.0,0,100
Granby,Grand,80446,3400.0,568.0,6,3.8,116.0,94.0,44.2,55.8,207.0,107.0,27.8,29,1178.0,328.0,3.2,2.5,712.0,205.0,2.5,3,741.0,225.0,3.7,3.7,250.0,114.0,0,58.2,196.0,106.0,0,100
Grand Lake,Grand,80447,1364.0,537.0,5.9,8.4,113.0,137.0,-,**,4.0,9.0,0,100,311.0,178.0,13.8,20.8,413.0,264.0,0,10.4,291.0,171.0,6.6,10.8,130.0,108.0,0,37.6,102.0,92.0,-,**
Grant,Park,80448,130.0,103.0,0,31.4,7.0,11.0,0,100,0.0,12.0,-,**,0.0,12.0,-,**,50.0,48.0,0,43.5,21.0,25.0,0,85.4,52.0,57.0,0,70.6,0.0,12.0,-,**
Hartsel,Park,80449,673.0,230.0,2.8,4.7,9.0,15.0,-,**,11.0,17.0,100,92.8,188.0,143.0,0,16.9,61.0,63.0,0,62.8,250.0,138.0,0,23,144.0,89.0,0,54.4,10.0,16.0,-,**
Hot Sulphur Springs,Grand,80451,698.0,252.0,3.9,4.5,22.0,24.0,100,92.8,33.0,41.0,0,53.6,212.0,114.0,3.7,8.2,251.0,146.0,0,14.6,116.0,61.0,3.8,5.9,33.0,33.0,0,100,31.0,41.0,-,**
Idaho Springs,Clear Creek,80452,2379.0,298.0,10.1,6.6,70.0,46.0,100,65.6,56.0,43.0,57.1,46.7,725.0,177.0,1.2,2,651.0,170.0,7.3,7.5,633.0,143.0,18.9,16.9,138.0,66.0,13.6,24.7,106.0,53.0,0,100
Idledale,Jefferson,80453,78.0,83.0,0,46.4,28.0,40.0,0,97.3,0.0,12.0,-,**,0.0,12.0,-,**,9.0,14.0,0,100,25.0,28.0,0,61.6,0.0,12.0,-,**,16.0,24.0,-,**
Indian Hills,Jefferson,80454,920.0,188.0,4.3,5.4,29.0,27.0,30.4,42.6,42.0,47.0,100,79.5,183.0,109.0,0,19.3,301.0,139.0,0,13.5,218.0,94.0,3.7,6,87.0,66.0,0,68.8,60.0,55.0,0,58.2
Jamestown,Boulder,80455,431.0,145.0,0,9.8,34.0,28.0,0,100,6.0,8.0,0,100,147.0,68.0,0,23,98.0,63.0,0,30.9,96.0,62.0,0,32.1,48.0,37.0,0,68.8,2.0,4.0,0,100
Jefferson,Park,80456,715.0,217.0,6.1,10.1,0.0,12.0,-,**,0.0,12.0,-,**,132.0,148.0,0,23,181.0,140.0,14.8,19.9,241.0,142.0,0,41.9,105.0,63.0,0,44,56.0,48.0,0,100
Kittredge,Jefferson,80457,424.0,155.0,12.5,17.3,45.0,73.0,100,45.9,16.0,26.0,0,76.9,216.0,118.0,0,16.4,55.0,48.0,0,41.5,68.0,56.0,0,61.6,17.0,26.0,0,74.6,7.0,10.0,0,100
Kremmling,Grand,80459,2191.0,379.0,7.2,3.7,179.0,96.0,4.9,9.9,159.0,113.0,34.7,26.2,809.0,226.0,5.8,6.1,462.0,149.0,6.1,5.9,413.0,150.0,0,11.2,97.0,53.0,0,64.2,72.0,48.0,0,97.3
Leadville,Lake,80461,5573.0,236.0,7.2,2.7,449.0,166.0,24.9,14.5,345.0,144.0,9.1,10.5,2395.0,236.0,5.7,3.7,913.0,182.0,10.8,9.5,1133.0,239.0,2.8,3.7,232.0,104.0,0,54.4,106.0,67.0,-,**
Mc Coy,Eagle,80463,147.0,113.0,4.8,11.4,20.0,25.0,20,43.8,0.0,12.0,-,**,38.0,43.0,0,74.6,52.0,49.0,0,45.4,37.0,39.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**
Morrison,Jefferson,80465,12178.0,399.0,5.9,1.5,602.0,124.0,17.3,13.5,420.0,118.0,6.2,6.6,3751.0,312.0,6.5,2.9,2808.0,281.0,5.4,2.6,2855.0,295.0,5.3,2.5,1228.0,171.0,0,8,514.0,160.0,0,48.7
Nederland,Boulder,80466,2525.0,348.0,7.7,4.3,123.0,64.0,0,100,54.0,58.0,35.9,32.1,932.0,197.0,4.7,3.7,591.0,185.0,5.1,5.2,455.0,136.0,15.1,11.6,263.0,159.0,12.3,19.4,107.0,67.0,0,100
Oak Creek,Routt,80467,1830.0,247.0,4.2,2.1,59.0,41.0,16.2,23.7,122.0,86.0,0,29.2,763.0,177.0,4.7,4,467.0,102.0,4.4,4.1,286.0,99.0,0,15,113.0,37.0,14.3,26.3,20.0,19.0,-,**
Parshall,Grand,80468,408.0,159.0,0,9.5,0.0,12.0,-,**,23.0,27.0,0,100,157.0,139.0,0,20.2,162.0,96.0,0,21.1,57.0,52.0,0,48.1,0.0,12.0,-,**,9.0,13.0,-,**
Phippsburg,Routt,80469,275.0,145.0,10.2,12.9,0.0,12.0,-,**,46.0,63.0,0,45.4,111.0,92.0,21.6,32.7,47.0,45.0,0,60.4,46.0,46.0,0,45.4,11.0,13.0,0,100,14.0,19.0,-,**
Pine,Jefferson,80470,3142.0,443.0,10.8,4.4,168.0,79.0,44.9,33.2,69.0,48.0,0,45.4,945.0,255.0,16.7,10.1,888.0,195.0,3.5,3.2,635.0,168.0,8.1,6.1,350.0,136.0,0,35.2,87.0,49.0,-,**
Pinecliffe,Boulder,80471,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**
Rand,Jackson,80473,75.0,34.0,0,56.2,7.0,8.0,0,100,0.0,12.0,-,**,3.0,5.0,-,**,15.0,12.0,0,100,3.0,4.0,-,**,36.0,21.0,0,100,11.0,9.0,0,100
Rollinsville,Gilpin,80474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawnee,Park,80475,26.0,43.0,0,60.4,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,26.0,43.0,0,60.4
Silver Plume,Clear Creek,80476,160.0,53.0,13.1,10,3.0,5.0,0,100,3.0,5.0,-,**,73.0,43.0,19.7,19.1,33.0,26.0,0,53.6,35.0,19.0,11.4,19.1,11.0,8.0,40,60,2.0,4.0,-,**
Steamboat Springs,Routt,80477,427.0,242.0,0,8.9,81.0,115.0,0,33.5,50.0,74.0,-,**,167.0,112.0,0,18.8,100.0,125.0,0,28.8,29.0,35.0,0,57.1,0.0,12.0,-,**,0.0,12.0,-,**
Tabernash,Grand,80478,587.0,390.0,0,8.5,111.0,115.0,0,26.5,16.0,37.0,0,76.9,124.0,112.0,0,25.6,152.0,168.0,0,30.6,55.0,82.0,0,41.5,122.0,169.0,0,100,7.0,12.0,-,**
Toponas,Routt,80479,32.0,38.0,0,60.4,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**,26.0,38.0,0,60.4,0.0,12.0,-,**,6.0,9.0,-,**
Walden,Jackson,80480,1021.0,100.0,2.7,2.2,48.0,25.0,0,70.6,31.0,23.0,13.8,17.3,285.0,67.0,2.5,4.6,269.0,71.0,2.4,3.2,157.0,45.0,3.3,5.9,144.0,41.0,0,41.5,87.0,32.0,0,61.6
Ward,Boulder,80481,634.0,261.0,2.9,4.5,25.0,25.0,21.4,54.2,0.0,12.0,-,**,88.0,64.0,0,34,150.0,100.0,0,20.9,274.0,178.0,4.7,9.5,97.0,65.0,0,46.9,0.0,12.0,-,**
Winter Park,Grand,80482,963.0,308.0,2,2.8,34.0,44.0,-,**,29.0,38.0,6.9,19.3,370.0,182.0,0,10.3,156.0,84.0,7.1,12,219.0,112.0,0,23.8,97.0,78.0,0,88.8,58.0,60.0,-,**
Yampa,Routt,80483,495.0,128.0,5,4.7,37.0,29.0,0,100,30.0,25.0,42.3,40.7,150.0,89.0,0,21.2,68.0,34.0,3.2,5.8,129.0,50.0,3.8,5.6,60.0,39.0,0,100,21.0,18.0,-,**
Steamboat Springs,Routt,80487,13603.0,454.0,6.8,2.4,913.0,190.0,39.2,21.2,1183.0,215.0,9.7,10,4550.0,303.0,2.7,2.3,2814.0,206.0,5.6,3.1,2646.0,177.0,7.4,3.6,1027.0,92.0,9.7,14.1,470.0,51.0,21.6,29.8
Steamboat Springs,Routt,80488,48.0,58.0,33.3,32.3,0.0,12.0,-,**,18.0,30.0,0,72.5,0.0,12.0,-,**,0.0,12.0,-,**,30.0,49.0,53.3,8.2,0.0,12.0,-,**,0.0,12.0,-,**
Silverthorne,Summit,80497,214.0,158.0,0,16.5,0.0,12.0,-,**,0.0,12.0,-,**,103.0,116.0,0,28.1,111.0,106.0,0,31.1,0.0,12.0,-,**,0.0,12.0,-,**,0.0,12.0,-,**
Silverthorne,Summit,80498,5736.0,478.0,7.1,3.6,159.0,83.0,0,38.5,400.0,199.0,16.1,18.1,2244.0,416.0,8.3,5.9,1087.0,264.0,3.1,4.8,1293.0,255.0,7.3,8.5,426.0,136.0,4,6.2,127.0,92.0,-,**
Longmont,Boulder,80501,30597.0,823.0,8.6,1.6,1813.0,315.0,15.9,7.3,2720.0,458.0,10.1,5.3,11426.0,507.0,6.2,2,5660.0,374.0,11.3,3.2,4401.0,392.0,9.4,3.8,2051.0,259.0,5.4,4.2,2526.0,241.0,0,26.9
Longmont,Boulder,80502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longmont,Boulder,80503,24562.0,664.0,5.6,1.2,1950.0,372.0,14.6,7.3,1721.0,352.0,10.6,7.2,6877.0,449.0,2.7,1.1,5937.0,457.0,5.2,2.4,4142.0,376.0,5.9,2.8,2399.0,238.0,11.8,8.1,1536.0,207.0,0,44.9
Longmont,Weld,80504,35480.0,992.0,8,1.3,2534.0,395.0,17.6,10.4,2354.0,507.0,22.7,10.3,14135.0,723.0,6.5,1.5,6793.0,539.0,3.2,1.4,5630.0,468.0,7.9,2.7,2734.0,347.0,16.2,9,1300.0,246.0,18,18.5
Allenspark,Boulder,80510,281.0,119.0,21.6,15.9,5.0,8.0,100,100,0.0,12.0,-,**,156.0,113.0,19.9,18.4,36.0,33.0,27.8,41.1,28.0,26.0,0,74.6,21.0,19.0,-,**,35.0,39.0,-,**
