City_x,County,Zipcode,Total Population 2015,Total Population 2015 Margin of Error,Total Unemployment 2015,Total Unemployment 2015 margin of Error,Age Group 16-19 2015,Age Group 16-19 2015 Margin of Error,Age Group 16-19 2015 Unemployment,Age Group 16-19 2015 Unemployment Margin of Error,Age Group 20-24 2015,Age Group 20-24 2015 Margin of Error,Age Group 20-24 2015 Unemployment,Age Group 20-24 2015 Unemployment Margin of Error,Age Group 25-29 2015,Age Group 25-29 2015 Margin of Error,Age Group 25-29 2015 Unemployment,Age Group 25-29 2015 Unemployment Margin of Error,Age Group 30-34 2015,Age Group 30-34 2015 Margin of Error,Age Group 30-34 2015 Unemployment,Age Group 30-34 2015 Unemployment Margin of Error,Age Group 35-44 2015,Age Group 35-44 2015 Margin of Error,Age Group 35-44 2015 Unemployment,Age Group 35-44 2015 Unemployment Margin of Error,Age Group 45-54 2015,Age Group 45-54 2015 Margin of Error,Age Group 45-54 2015 Unemployment,Age Group 45-54 2015 Unemployment Margin of Error,Age Group 55-64 2015,Age Group 55-64 2015 Margin of Error,Age Group 55-64 2015 Unemployment,Age Group 55-64 2015 Unemployment Margin of Error,Age Group 60-64 2015,Age Group 60-64 2015 Margin of Error,Age Group 60-64 2015 Unemployment,Age Group 60-64 2015 Unemployment Margin of Error,Age Group 65-74 2015,Age Group 65-74 2015 Margin of Error,Age Group 65-74 2015 Unemployment,Age Group 65-74 2015 Unemployment Margin of Error,Age Group 75+ 2015,Age Group 75+ 2015 Margin of Error,Age Group 75+ 2015 Unemployment,Age Group 75+ 2015 Unemployment Margin of Error,License,Street,City_y
Aurora,Arapahoe,80012,37862.0,875.0,10.9,1.4,2374.0,317.0,43.1,10.2,3829.0,401.0,13.8,5.5,4106.0,469.0,12.3,4.2,3598.0,458.0,13.9,4.6,6890.0,487.0,6.8,2.3,6049.0,423.0,7,2.7,2879.0,358.0,8.2,3.6,2908.0,328.0,9.9,6.3,2706.0,263.0,6.8,3.7,2523.0,248.0,0,14,402R-00297,350 South Potomac Street,Aurora
Aurora,Arapahoe,80013,55336.0,1256.0,7.9,0.9,3831.0,397.0,26.5,8.4,4700.0,511.0,13,3.6,5611.0,460.0,11.9,4.1,6429.0,626.0,6.9,2.3,10573.0,667.0,5.1,1.4,10092.0,607.0,5.1,1.6,4885.0,467.0,6.3,2.4,3937.0,391.0,3.5,2.3,3744.0,289.0,7.1,4.1,1534.0,208.0,6.9,13.2,402R-00377,19151 East Quincy Avenue,Aurora
Aurora,Arapahoe,80013,55336.0,1256.0,7.9,0.9,3831.0,397.0,26.5,8.4,4700.0,511.0,13,3.6,5611.0,460.0,11.9,4.1,6429.0,626.0,6.9,2.3,10573.0,667.0,5.1,1.4,10092.0,607.0,5.1,1.6,4885.0,467.0,6.3,2.4,3937.0,391.0,3.5,2.3,3744.0,289.0,7.1,4.1,1534.0,208.0,6.9,13.2,402R-00275,16840 East Iliff Avenue,Aurora
Aurora,Arapahoe,80014,32026.0,849.0,7.8,1.3,1438.0,272.0,39.1,13.8,2152.0,289.0,14.2,5.9,2749.0,402.0,7.8,3.8,3143.0,358.0,7.9,4.6,4753.0,482.0,6.6,2.4,4781.0,481.0,3.9,1.8,2574.0,360.0,5.1,3.1,2610.0,298.0,9,4.9,3927.0,331.0,3.9,3.4,3899.0,349.0,3.3,5.2,402R-00296,1901 South Havana Street,Aurora
Aurora,Arapahoe,80014,32026.0,849.0,7.8,1.3,1438.0,272.0,39.1,13.8,2152.0,289.0,14.2,5.9,2749.0,402.0,7.8,3.8,3143.0,358.0,7.9,4.6,4753.0,482.0,6.6,2.4,4781.0,481.0,3.9,1.8,2574.0,360.0,5.1,3.1,2610.0,298.0,9,4.9,3927.0,331.0,3.9,3.4,3899.0,349.0,3.3,5.2,402R-00317,"11002 East Yale Avenue, Unit A",Aurora
Aurora,Arapahoe,80014,32026.0,849.0,7.8,1.3,1438.0,272.0,39.1,13.8,2152.0,289.0,14.2,5.9,2749.0,402.0,7.8,3.8,3143.0,358.0,7.9,4.6,4753.0,482.0,6.6,2.4,4781.0,481.0,3.9,1.8,2574.0,360.0,5.1,3.1,2610.0,298.0,9,4.9,3927.0,331.0,3.9,3.4,3899.0,349.0,3.3,5.2,402R-00579,16821 East Iliff Avenue,Aurora
Aurora,Arapahoe,80014,32026.0,849.0,7.8,1.3,1438.0,272.0,39.1,13.8,2152.0,289.0,14.2,5.9,2749.0,402.0,7.8,3.8,3143.0,358.0,7.9,4.6,4753.0,482.0,6.6,2.4,4781.0,481.0,3.9,1.8,2574.0,360.0,5.1,3.1,2610.0,298.0,9,4.9,3927.0,331.0,3.9,3.4,3899.0,349.0,3.3,5.2,402R-00300,3179 South Peoria Court,Aurora
Aurora,Arapahoe,80015,49803.0,1042.0,6.2,0.9,4172.0,377.0,29.2,8.1,3244.0,403.0,11.8,4.7,4003.0,375.0,6.6,3.1,4557.0,434.0,2.8,1.5,10566.0,499.0,3.9,1.7,10259.0,604.0,4.6,1.6,4652.0,372.0,4.2,1.7,3736.0,399.0,5,3,3121.0,311.0,6.7,4,1493.0,234.0,3.5,9.8,402R-00364,19005 East Quincy Avenue,Aurora
Aurora,Arapahoe,80015,49803.0,1042.0,6.2,0.9,4172.0,377.0,29.2,8.1,3244.0,403.0,11.8,4.7,4003.0,375.0,6.6,3.1,4557.0,434.0,2.8,1.5,10566.0,499.0,3.9,1.7,10259.0,604.0,4.6,1.6,4652.0,372.0,4.2,1.7,3736.0,399.0,5,3,3121.0,311.0,6.7,4,1493.0,234.0,3.5,9.8,402R-00305,"4343 South Buckley Road, Unit E",Aurora
Aurora,Arapahoe,80015,49803.0,1042.0,6.2,0.9,4172.0,377.0,29.2,8.1,3244.0,403.0,11.8,4.7,4003.0,375.0,6.6,3.1,4557.0,434.0,2.8,1.5,10566.0,499.0,3.9,1.7,10259.0,604.0,4.6,1.6,4652.0,372.0,4.2,1.7,3736.0,399.0,5,3,3121.0,311.0,6.7,4,1493.0,234.0,3.5,9.8,402R-00666,19370 East Quincy Avenue,Aurora
Aurora,Arapahoe,80016,35686.0,838.0,3.4,0.6,2712.0,389.0,11.2,7.7,2703.0,308.0,8.5,3.5,2443.0,309.0,5.5,3.7,2514.0,307.0,0.7,0.8,8210.0,434.0,2,0.8,7382.0,504.0,2.9,1.3,2610.0,363.0,2.8,2,2158.0,277.0,1,1.4,3673.0,291.0,2.9,3,1281.0,249.0,0,20.9,402R-00304,6260 South Gun Club Road,Aurora
Aurora,Arapahoe,80016,35686.0,838.0,3.4,0.6,2712.0,389.0,11.2,7.7,2703.0,308.0,8.5,3.5,2443.0,309.0,5.5,3.7,2514.0,307.0,0.7,0.8,8210.0,434.0,2,0.8,7382.0,504.0,2.9,1.3,2610.0,363.0,2.8,2,2158.0,277.0,1,1.4,3673.0,291.0,2.9,3,1281.0,249.0,0,20.9,402R-00316,14655 East Arapahoe Road,Aurora
Aurora,Arapahoe,80017,26110.0,999.0,9.3,1.6,1561.0,256.0,42.2,18.1,2925.0,464.0,16.7,7.4,3173.0,388.0,5.1,3.1,3031.0,462.0,8.7,4.3,4692.0,522.0,7.7,3.2,4353.0,464.0,6.2,3.2,2037.0,303.0,8.3,4.1,1805.0,328.0,6.4,4.7,1973.0,319.0,5.8,5.8,560.0,195.0,17,30.3,402R-00307,1712 South Chambers Road,Aurora
Commerce City,Adams,80022,32442.0,938.0,8.5,1.5,2459.0,373.0,31.5,10.1,2487.0,375.0,14.2,5.8,3376.0,445.0,8.3,5,4072.0,462.0,4.7,3.7,6537.0,562.0,5.9,3.1,5099.0,547.0,7.6,2.4,2832.0,346.0,11,4.8,1967.0,277.0,5,4,2205.0,291.0,0.7,1.2,1408.0,233.0,0,38.8,402R-00655,5846 Dahlia Street,Commerce City
Commerce City,Adams,80022,32442.0,938.0,8.5,1.5,2459.0,373.0,31.5,10.1,2487.0,375.0,14.2,5.8,3376.0,445.0,8.3,5,4072.0,462.0,4.7,3.7,6537.0,562.0,5.9,3.1,5099.0,547.0,7.6,2.4,2832.0,346.0,11,4.8,1967.0,277.0,5,4,2205.0,291.0,0.7,1.2,1408.0,233.0,0,38.8,402R-00688,5301 Vasquez Boulevard Unit 101,Commerce City
Commerce City,Adams,80022,32442.0,938.0,8.5,1.5,2459.0,373.0,31.5,10.1,2487.0,375.0,14.2,5.8,3376.0,445.0,8.3,5,4072.0,462.0,4.7,3.7,6537.0,562.0,5.9,3.1,5099.0,547.0,7.6,2.4,2832.0,346.0,11,4.8,1967.0,277.0,5,4,2205.0,291.0,0.7,1.2,1408.0,233.0,0,38.8,402R-00712,5715 Fairfax Street,Commerce City
Commerce City,Adams,80022,32442.0,938.0,8.5,1.5,2459.0,373.0,31.5,10.1,2487.0,375.0,14.2,5.8,3376.0,445.0,8.3,5,4072.0,462.0,4.7,3.7,6537.0,562.0,5.9,3.1,5099.0,547.0,7.6,2.4,2832.0,346.0,11,4.8,1967.0,277.0,5,4,2205.0,291.0,0.7,1.2,1408.0,233.0,0,38.8,402R-00774,5385 Quebec Street,Commerce City
Commerce City,Adams,80022,32442.0,938.0,8.5,1.5,2459.0,373.0,31.5,10.1,2487.0,375.0,14.2,5.8,3376.0,445.0,8.3,5,4072.0,462.0,4.7,3.7,6537.0,562.0,5.9,3.1,5099.0,547.0,7.6,2.4,2832.0,346.0,11,4.8,1967.0,277.0,5,4,2205.0,291.0,0.7,1.2,1408.0,233.0,0,38.8,402R-00577,5844 Dahlia Street,Commerce City
Commerce City,Adams,80022,32442.0,938.0,8.5,1.5,2459.0,373.0,31.5,10.1,2487.0,375.0,14.2,5.8,3376.0,445.0,8.3,5,4072.0,462.0,4.7,3.7,6537.0,562.0,5.9,3.1,5099.0,547.0,7.6,2.4,2832.0,346.0,11,4.8,1967.0,277.0,5,4,2205.0,291.0,0.7,1.2,1408.0,233.0,0,38.8,402R-00550,5433 Quebec Street,Commerce City
Lafayette,Boulder,80026,22652.0,475.0,6.4,1.3,1446.0,298.0,11.7,11.2,1650.0,320.0,15,6.7,1520.0,309.0,2.7,2.4,1972.0,295.0,7.3,4.3,4486.0,399.0,3.2,2.2,4202.0,395.0,7.9,2.7,2212.0,254.0,6.7,3.1,2101.0,238.0,4.7,3.1,1788.0,226.0,3.7,4,1275.0,277.0,0,16.6,402R-00703,1669 Coal Creek Drive,Lafayette
Lafayette,Boulder,80026,22652.0,475.0,6.4,1.3,1446.0,298.0,11.7,11.2,1650.0,320.0,15,6.7,1520.0,309.0,2.7,2.4,1972.0,295.0,7.3,4.3,4486.0,399.0,3.2,2.2,4202.0,395.0,7.9,2.7,2212.0,254.0,6.7,3.1,2101.0,238.0,4.7,3.1,1788.0,226.0,3.7,4,1275.0,277.0,0,16.6,402R-00215,"400 West South Boulder Road, Suite 2700",Lafayette
Lafayette,Boulder,80026,22652.0,475.0,6.4,1.3,1446.0,298.0,11.7,11.2,1650.0,320.0,15,6.7,1520.0,309.0,2.7,2.4,1972.0,295.0,7.3,4.3,4486.0,399.0,3.2,2.2,4202.0,395.0,7.9,2.7,2212.0,254.0,6.7,3.1,2101.0,238.0,4.7,3.1,1788.0,226.0,3.7,4,1275.0,277.0,0,16.6,402R-00678,1325 South Public Road,Lafayette
Louisville,Boulder,80027,25292.0,341.0,4,0.9,1746.0,251.0,13.1,8.3,1731.0,323.0,5.6,3.3,1872.0,292.0,4.1,3.3,2143.0,305.0,1,1.1,4903.0,373.0,1.9,1.3,5797.0,324.0,4.6,2.3,2315.0,257.0,6.1,3.1,1907.0,287.0,3.2,2.7,1533.0,237.0,6,5.8,1345.0,264.0,0,38.8,402R-00203,"1100 West Dillon Road, Unit D-3",Louisville
Louisville,Boulder,80027,25292.0,341.0,4,0.9,1746.0,251.0,13.1,8.3,1731.0,323.0,5.6,3.3,1872.0,292.0,4.1,3.3,2143.0,305.0,1,1.1,4903.0,373.0,1.9,1.3,5797.0,324.0,4.6,2.3,2315.0,257.0,6.1,3.1,1907.0,287.0,3.2,2.7,1533.0,237.0,6,5.8,1345.0,264.0,0,38.8,402R-00214,"1156 West Dillon Road, Unit 3",Louisville
Wheat Ridge,Jefferson,80033,20805.0,670.0,8,1.7,1019.0,223.0,26.4,15.5,1512.0,328.0,18,9,1798.0,312.0,3.2,2.7,1874.0,285.0,6.2,3.9,3110.0,401.0,7.6,3.4,3104.0,344.0,7.6,3.2,1844.0,257.0,7,3.4,1849.0,261.0,6.1,4.6,2182.0,274.0,3.8,4,2513.0,319.0,0,18.7,402R-00763,10185 West 49th Avenue,Wheat Ridge
Wheat Ridge,Jefferson,80033,20805.0,670.0,8,1.7,1019.0,223.0,26.4,15.5,1512.0,328.0,18,9,1798.0,312.0,3.2,2.7,1874.0,285.0,6.2,3.9,3110.0,401.0,7.6,3.4,3104.0,344.0,7.6,3.2,1844.0,257.0,7,3.4,1849.0,261.0,6.1,4.6,2182.0,274.0,3.8,4,2513.0,319.0,0,18.7,402R-00154,4800 Lamar Street,Wheat Ridge
Wheat Ridge,Jefferson,80033,20805.0,670.0,8,1.7,1019.0,223.0,26.4,15.5,1512.0,328.0,18,9,1798.0,312.0,3.2,2.7,1874.0,285.0,6.2,3.9,3110.0,401.0,7.6,3.4,3104.0,344.0,7.6,3.2,1844.0,257.0,7,3.4,1849.0,261.0,6.1,4.6,2182.0,274.0,3.8,4,2513.0,319.0,0,18.7,402R-00184,9085 West 44th Avenue,Wheat Ridge
Wheat Ridge,Jefferson,80033,20805.0,670.0,8,1.7,1019.0,223.0,26.4,15.5,1512.0,328.0,18,9,1798.0,312.0,3.2,2.7,1874.0,285.0,6.2,3.9,3110.0,401.0,7.6,3.4,3104.0,344.0,7.6,3.2,1844.0,257.0,7,3.4,1849.0,261.0,6.1,4.6,2182.0,274.0,3.8,4,2513.0,319.0,0,18.7,402R-00153,4845 Van Gordon Street,Wheat Ridge
Englewood,Arapahoe,80110,17819.0,513.0,8,1.5,759.0,163.0,14,14.1,1877.0,297.0,15.4,6.5,2035.0,274.0,7.9,4.8,2101.0,321.0,4,3.2,3089.0,334.0,8,3.6,2935.0,345.0,9.7,3.8,1533.0,243.0,4.1,2.2,1118.0,175.0,2.8,3.4,1203.0,165.0,4.1,4.9,1169.0,169.0,0,31.7,402R-00757,2800 West Hampden Avenue,Sheridan
Englewood,Arapahoe,80110,17819.0,513.0,8,1.5,759.0,163.0,14,14.1,1877.0,297.0,15.4,6.5,2035.0,274.0,7.9,4.8,2101.0,321.0,4,3.2,3089.0,334.0,8,3.6,2935.0,345.0,9.7,3.8,1533.0,243.0,4.1,2.2,1118.0,175.0,2.8,3.4,1203.0,165.0,4.1,4.9,1169.0,169.0,0,31.7,402R-00737,3926 South Federal Boulevard,Sheridan
Englewood,Arapahoe,80110,17819.0,513.0,8,1.5,759.0,163.0,14,14.1,1877.0,297.0,15.4,6.5,2035.0,274.0,7.9,4.8,2101.0,321.0,4,3.2,3089.0,334.0,8,3.6,2935.0,345.0,9.7,3.8,1533.0,243.0,4.1,2.2,1118.0,175.0,2.8,3.4,1203.0,165.0,4.1,4.9,1169.0,169.0,0,31.7,402R-00652,5005 South Federal Boulevard,Englewood
Englewood,Arapahoe,80110,17819.0,513.0,8,1.5,759.0,163.0,14,14.1,1877.0,297.0,15.4,6.5,2035.0,274.0,7.9,4.8,2101.0,321.0,4,3.2,3089.0,334.0,8,3.6,2935.0,345.0,9.7,3.8,1533.0,243.0,4.1,2.2,1118.0,175.0,2.8,3.4,1203.0,165.0,4.1,4.9,1169.0,169.0,0,31.7,402R-00743,3318 South Federal Boulevard,Sheridan
Englewood,Arapahoe,80110,17819.0,513.0,8,1.5,759.0,163.0,14,14.1,1877.0,297.0,15.4,6.5,2035.0,274.0,7.9,4.8,2101.0,321.0,4,3.2,3089.0,334.0,8,3.6,2935.0,345.0,9.7,3.8,1533.0,243.0,4.1,2.2,1118.0,175.0,2.8,3.4,1203.0,165.0,4.1,4.9,1169.0,169.0,0,31.7,402R-00715,4444 South Federal Boulevard,Sheridan
Englewood,Arapahoe,80113,17555.0,556.0,8.1,1.8,635.0,154.0,14,11.4,1373.0,281.0,15,8.3,1793.0,293.0,6.9,3.5,1527.0,265.0,7,4.3,2677.0,284.0,6.3,3,3247.0,321.0,8.8,3.9,1668.0,208.0,7.9,6.1,1376.0,210.0,8.2,6.9,1673.0,165.0,4.1,4.7,1586.0,217.0,10.3,19.8,402R-00659,4332 South Broadway,Englewood
Littleton,Jefferson,80123,37354.0,775.0,4.5,0.9,1900.0,224.0,17.6,8.7,2309.0,342.0,7.7,3.3,3314.0,426.0,4.2,2.5,3127.0,465.0,1.9,1.5,6149.0,426.0,4.4,1.9,6951.0,486.0,4,1.5,3413.0,297.0,4.7,2.3,3191.0,307.0,3.3,2.2,4265.0,275.0,2.7,3.1,2735.0,245.0,4.8,7.2,402R-00380,7870 West Quincy Avenue,Denver
Littleton,Jefferson,80127,34756.0,691.0,5.5,1,2574.0,317.0,21.1,9,2135.0,306.0,7.7,4.1,1822.0,250.0,10.1,6.3,2304.0,345.0,4.1,2.7,6364.0,357.0,3.6,1.4,7969.0,486.0,2.9,1,3899.0,322.0,6.9,2.9,3160.0,290.0,5.9,2.8,3128.0,232.0,2.6,2.4,1401.0,176.0,0,28.7,402R-00590,4550 South Kipling Street #4,Denver
Denver,Denver,80202,12011.0,910.0,4.3,2,360.0,163.0,21.9,23.7,1430.0,362.0,2.1,3.4,2798.0,635.0,5.9,4.6,2068.0,433.0,3.5,4.5,1612.0,287.0,0.8,1.2,1548.0,252.0,6.6,7.4,739.0,216.0,0,6.9,598.0,182.0,0,11.6,648.0,169.0,15.3,16.3,210.0,85.0,0,85.9,402R-00081,"1617 Wazee Street, Unit B",Denver
Denver,Denver,80202,12011.0,910.0,4.3,2,360.0,163.0,21.9,23.7,1430.0,362.0,2.1,3.4,2798.0,635.0,5.9,4.6,2068.0,433.0,3.5,4.5,1612.0,287.0,0.8,1.2,1548.0,252.0,6.6,7.4,739.0,216.0,0,6.9,598.0,182.0,0,11.6,648.0,169.0,15.3,16.3,210.0,85.0,0,85.9,402R-00027,"910 16th Street, Suite 805",Denver
Denver,Denver,80202,12011.0,910.0,4.3,2,360.0,163.0,21.9,23.7,1430.0,362.0,2.1,3.4,2798.0,635.0,5.9,4.6,2068.0,433.0,3.5,4.5,1612.0,287.0,0.8,1.2,1548.0,252.0,6.6,7.4,739.0,216.0,0,6.9,598.0,182.0,0,11.6,648.0,169.0,15.3,16.3,210.0,85.0,0,85.9,402R-00068,1201 20th Street,Denver
Denver,Denver,80202,12011.0,910.0,4.3,2,360.0,163.0,21.9,23.7,1430.0,362.0,2.1,3.4,2798.0,635.0,5.9,4.6,2068.0,433.0,3.5,4.5,1612.0,287.0,0.8,1.2,1548.0,252.0,6.6,7.4,739.0,216.0,0,6.9,598.0,182.0,0,11.6,648.0,169.0,15.3,16.3,210.0,85.0,0,85.9,402R-00070,1538 Wazee Street Suit 100,Denver
Denver,Denver,80202,12011.0,910.0,4.3,2,360.0,163.0,21.9,23.7,1430.0,362.0,2.1,3.4,2798.0,635.0,5.9,4.6,2068.0,433.0,3.5,4.5,1612.0,287.0,0.8,1.2,1548.0,252.0,6.6,7.4,739.0,216.0,0,6.9,598.0,182.0,0,11.6,648.0,169.0,15.3,16.3,210.0,85.0,0,85.9,402R-00056,"403 16th Street, Suite 1",Denver
Denver,Denver,80202,12011.0,910.0,4.3,2,360.0,163.0,21.9,23.7,1430.0,362.0,2.1,3.4,2798.0,635.0,5.9,4.6,2068.0,433.0,3.5,4.5,1612.0,287.0,0.8,1.2,1548.0,252.0,6.6,7.4,739.0,216.0,0,6.9,598.0,182.0,0,11.6,648.0,169.0,15.3,16.3,210.0,85.0,0,85.9,402R-00054,"1620 Market Street, Suite 5W",Denver
Denver,Denver,80202,12011.0,910.0,4.3,2,360.0,163.0,21.9,23.7,1430.0,362.0,2.1,3.4,2798.0,635.0,5.9,4.6,2068.0,433.0,3.5,4.5,1612.0,287.0,0.8,1.2,1548.0,252.0,6.6,7.4,739.0,216.0,0,6.9,598.0,182.0,0,11.6,648.0,169.0,15.3,16.3,210.0,85.0,0,85.9,402R-00700,1995 Wewatta Street,Denver
Denver,Denver,80203,19893.0,876.0,4.6,1.1,68.0,56.0,-,**,2401.0,395.0,2.4,1.6,5433.0,468.0,4,2,4168.0,521.0,4.7,2.7,2644.0,339.0,5.7,4,1892.0,302.0,2.6,2.6,892.0,241.0,8.8,7.3,1118.0,246.0,16.7,10.6,895.0,197.0,0,8.8,382.0,111.0,0,39.5,402R-00237,"70 Broadway, Suite 50",Denver
Denver,Denver,80203,19893.0,876.0,4.6,1.1,68.0,56.0,-,**,2401.0,395.0,2.4,1.6,5433.0,468.0,4,2,4168.0,521.0,4.7,2.7,2644.0,339.0,5.7,4,1892.0,302.0,2.6,2.6,892.0,241.0,8.8,7.3,1118.0,246.0,16.7,10.6,895.0,197.0,0,8.8,382.0,111.0,0,39.5,402R-00142,"1 Broadway, Unit A-150",Denver
Denver,Denver,80203,19893.0,876.0,4.6,1.1,68.0,56.0,-,**,2401.0,395.0,2.4,1.6,5433.0,468.0,4,2,4168.0,521.0,4.7,2.7,2644.0,339.0,5.7,4,1892.0,302.0,2.6,2.6,892.0,241.0,8.8,7.3,1118.0,246.0,16.7,10.6,895.0,197.0,0,8.8,382.0,111.0,0,39.5,402R-00083,970 Lincoln Street,Denver
Denver,Denver,80203,19893.0,876.0,4.6,1.1,68.0,56.0,-,**,2401.0,395.0,2.4,1.6,5433.0,468.0,4,2,4168.0,521.0,4.7,2.7,2644.0,339.0,5.7,4,1892.0,302.0,2.6,2.6,892.0,241.0,8.8,7.3,1118.0,246.0,16.7,10.6,895.0,197.0,0,8.8,382.0,111.0,0,39.5,402R-00111,"3980 Franklin Street, Unit 101",Denver
